中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,34.82.144.89,US,Seattle,隧道,63 ms,368 Mbps,47104 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,18 ms,928 Mbps,118784 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,56 ms,446 Mbps,57139 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,49 ms,322 Mbps,41267 kB/s
35.197.23.75,443,34.82.144.89,US,Seattle,隧道,56 ms,433 Mbps,55500 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,52 ms,384 Mbps,49254 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,49 ms,399 Mbps,51097 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,39 ms,832 Mbps,106496 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,96 ms,196 Mbps,25088 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,56 ms,51 Mbps,6560 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,64 ms,288 Mbps,36864 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,106 ms,162 Mbps,20787 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,98 ms,407 Mbps,52121 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,74 ms,332 Mbps,42496 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,106 ms,41 Mbps,5252 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,27 ms,62 Mbps,7956 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,102 ms,411 Mbps,52633 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,39 ms,28 Mbps,3694 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,106 ms,100 Mbps,12800 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,10 ms,507 Mbps,64921 kB/s
