中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,34.82.144.89,US,Seattle,隧道,29 ms,928 Mbps,118784 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,24 ms,1840 Mbps,235520 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,156 ms,116 Mbps,14950 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,147 ms,123 Mbps,15769 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,17 ms,105 Mbps,13516 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,344 Mbps,44134 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,40 ms,1624 Mbps,207872 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,66 ms,362 Mbps,46387 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,170 ms,81 Mbps,10444 kB/s
34.82.76.253,443,34.168.34.122,US,Seattle,隧道,25 ms,944 Mbps,120832 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,6 ms,1632 Mbps,208896 kB/s
129.146.7.98,443,2a09:bac1:76e0:e18::c:2cf,US,Los Angeles,隧道,17 ms,79 Mbps,10137 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,186 Mbps,23859 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,3 ms,720 Mbps,92262 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,66 ms,387 Mbps,49561 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,32 ms,2344 Mbps,300032 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,68 ms,19 Mbps,2445 kB/s
8.209.109.122,443,163.123.193.5,DE,Frankfurt,隧道,156 ms,120 Mbps,15462 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,154 ms,93 Mbps,11980 kB/s
35.197.23.75,443,34.82.144.89,US,Seattle,隧道,67 ms,880 Mbps,112640 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,27 ms,218 Mbps,27955 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,31 ms,325 Mbps,41676 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,49 ms,761 Mbps,97484 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,80 ms,98 Mbps,12595 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,58 ms,83 Mbps,10649 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,659 Mbps,84377 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,42 ms,329 Mbps,42188 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,20 ms,690 Mbps,88371 kB/s
34.70.91.86,443,34.70.91.86,US,,中转,53 ms,421 Mbps,53964 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,73 ms,268 Mbps,34406 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,152 ms,117 Mbps,15052 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,159 ms,106 Mbps,13619 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,168 ms,31 Mbps,3990 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,169 ms,77 Mbps,9932 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,257 ms,38 Mbps,4942 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,150 ms,39 Mbps,5074 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,73 ms,7 Mbps,902 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,169 ms,65 Mbps,8442 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,152 ms,120 Mbps,15462 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,169 ms,70 Mbps,9040 kB/s
158.101.216.84,443,2606:f240:f00:83a7:0:ee62:6415:1de,US,Frankfurt,隧道,152 ms,123 Mbps,15769 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,154 ms,40 Mbps,5227 kB/s
47.242.41.222,443,47.242.41.222,HK,Hong Kong,中转,192 ms,27 Mbps,3468 kB/s
141.147.190.128,443,141.147.190.128,JP,Tokyo,中转,244 ms,18 Mbps,2416 kB/s
8.219.240.160,443,8.219.240.160,SG,Singapore,中转,170 ms,4 Mbps,590 kB/s
131.186.28.236,443,131.186.28.236,KR,Tokyo,中转,130 ms,43 Mbps,5611 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,190 ms,43 Mbps,5570 kB/s
8.219.4.122,443,8.219.4.122,SG,Singapore,中转,168 ms,79 Mbps,10137 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,24 ms,707 Mbps,90521 kB/s
8.219.198.34,443,8.219.198.34,SG,Singapore,中转,169 ms,80 Mbps,10240 kB/s
143.47.238.81,443,2a0b:21c0:1007:c8:0:d30c:5d43:a4f6,DE,Frankfurt,隧道,264 ms,72 Mbps,9267 kB/s
193.123.93.103,443,193.123.93.103,AE,Paris,中转,264 ms,35 Mbps,4578 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,160 ms,103 Mbps,13209 kB/s
146.56.161.229,443,146.56.161.229,KR,Tokyo,中转,130 ms,122 Mbps,15667 kB/s
8.219.98.13,443,8.219.98.13,SG,Singapore,中转,242 ms,65 Mbps,8393 kB/s
144.24.164.147,443,2a0b:21c0:1007:1c7:0:1415:4370:41de,DE,Frankfurt,隧道,153 ms,100 Mbps,12800 kB/s
144.21.59.157,443,163.123.193.3,DE,Frankfurt,隧道,152 ms,126 Mbps,16179 kB/s
139.95.8.121,443,139.95.8.121,US,Hong Kong,中转,155 ms,104 Mbps,13414 kB/s
141.147.101.135,443,2606:f240:f00:6acf:0:ddf4:ee62:c004,US,Frankfurt,隧道,152 ms,115 Mbps,14745 kB/s
158.101.193.166,443,2606:f240:f00:46c4:0:2ead:810c:6a1e,US,Frankfurt,隧道,153 ms,82 Mbps,10547 kB/s
138.3.222.135,443,138.3.222.135,JP,Tokyo,中转,151 ms,43 Mbps,5523 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,153 ms,0 Mbps,8 kB/s
44.230.218.23,443,54.212.217.183,US,,隧道,27 ms,502 Mbps,64307 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,150 ms,37 Mbps,4791 kB/s
130.162.234.209,443,98.98.166.202,AE,Frankfurt,隧道,158 ms,114 Mbps,14643 kB/s
138.2.8.214,443,128.14.110.204,US,Singapore,隧道,169 ms,96 Mbps,12390 kB/s
8.219.51.211,443,8.219.51.211,SG,Singapore,中转,173 ms,63 Mbps,8151 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,232 ms,3 Mbps,401 kB/s
8.219.66.156,443,8.219.66.156,SG,Tokyo,中转,177 ms,69 Mbps,8894 kB/s
54.203.85.46,443,204.110.220.150,US,,隧道,70 ms,450 Mbps,57651 kB/s
141.147.74.20,443,141.147.74.20,GB,London,中转,142 ms,104 Mbps,13312 kB/s
103.137.63.3,443,61.224.107.179,TW,,隧道,150 ms,117 Mbps,15052 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,22 ms,736 Mbps,94208 kB/s
204.110.220.3,443,204.110.220.19,US,,隧道,23 ms,556 Mbps,71168 kB/s
47.245.33.33,443,47.245.33.33,JP,Tokyo,中转,190 ms,25 Mbps,3234 kB/s
18.191.122.211,443,3.13.180.72,US,,隧道,61 ms,19 Mbps,2445 kB/s
3.138.59.154,443,3.13.180.72,US,,隧道,60 ms,20 Mbps,2597 kB/s
18.130.168.34,443,18.130.168.34,GB,,中转,148 ms,117 Mbps,15052 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,54 ms,360 Mbps,46080 kB/s
34.148.187.247,443,34.148.187.247,US,,中转,68 ms,304 Mbps,38912 kB/s
152.70.248.96,443,2a09:bac1:3f20:90::299:3b,KR,Seoul,隧道,215 ms,7 Mbps,1007 kB/s
124.156.202.172,443,124.156.202.172,SG,,中转,168 ms,78 Mbps,10035 kB/s
18.159.105.97,443,3.68.128.205,DE,,隧道,159 ms,98 Mbps,12595 kB/s
144.24.243.207,443,144.24.243.207,CH,,中转,161 ms,63 Mbps,8152 kB/s
35.157.240.237,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,156 ms,129 Mbps,16588 kB/s
18.192.93.64,443,3.68.128.205,DE,,隧道,157 ms,119 Mbps,15257 kB/s
8.222.181.139,443,8.222.175.6,SG,,隧道,169 ms,91 Mbps,11673 kB/s
8.219.126.240,443,8.219.126.240,SG,Singapore,中转,169 ms,86 Mbps,11059 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,4 ms,69 Mbps,8956 kB/s
141.148.228.34,443,2a0b:21c0:1007:c7:0:7cba:d7f:950e,DE,Frankfurt,隧道,152 ms,115 Mbps,14745 kB/s
168.138.66.11,443,168.138.66.11,CA,Toronto,中转,77 ms,48 Mbps,6146 kB/s
8.219.50.180,443,8.219.50.180,SG,Singapore,中转,169 ms,76 Mbps,9767 kB/s
144.21.61.63,443,2a0b:21c0:100a:1b4:0:13fe:eea4:cf4a,DE,Frankfurt,隧道,203 ms,78 Mbps,10035 kB/s
143.47.255.45,443,2a0b:21c0:1007:1cb:0:b447:6a89:3727,DE,Frankfurt,隧道,203 ms,80 Mbps,10342 kB/s
