中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,375 Mbps,48025 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,59 ms,44 Mbps,5668 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,51 ms,428 Mbps,54784 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,53 ms,422 Mbps,54067 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,68 ms,324 Mbps,41574 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,53 ms,418 Mbps,53555 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,96 ms,207 Mbps,26521 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,18 ms,378 Mbps,48435 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,40 ms,538 Mbps,68915 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,54 ms,446 Mbps,57139 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,49 ms,457 Mbps,58572 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,17 ms,447 Mbps,57241 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,416 Mbps,53248 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,26 ms,667 Mbps,85401 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,54 ms,57 Mbps,7338 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,54 ms,365 Mbps,46796 kB/s
158.101.214.219,443,2a0b:21c0:100a:1b2:0:5984:77de:6348,DE,Frankfurt,隧道,105 ms,99 Mbps,12697 kB/s
34.82.76.253,443,34.168.34.122,US,Seattle,隧道,50 ms,418 Mbps,53555 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,151 ms,128 Mbps,16486 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,176 ms,133 Mbps,17100 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,81 ms,378 Mbps,48435 kB/s
35.197.23.75,443,34.82.144.89,US,Seattle,隧道,52 ms,445 Mbps,57036 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,46 ms,31 Mbps,3968 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,50 ms,352 Mbps,45158 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,100 ms,47 Mbps,6127 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,106 ms,47 Mbps,6032 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,154 Mbps,19763 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,106 ms,108 Mbps,13926 kB/s
35.230.79.26,443,34.82.144.89,US,Seattle,隧道,90 ms,436 Mbps,55808 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,107 ms,180 Mbps,23142 kB/s
129.159.240.128,443,2606:f240:f00:eaf1:0:25aa:cbd9:c41d,US,Frankfurt,隧道,119 ms,107 Mbps,13721 kB/s
193.123.38.44,443,98.98.166.198,AE,Frankfurt,隧道,106 ms,181 Mbps,23244 kB/s
150.230.121.103,443,2606:f240:f00:46c4:0:be2b:2383:f54e,US,Frankfurt,隧道,107 ms,108 Mbps,13824 kB/s
141.147.98.134,443,2a0b:21c0:1007:ca:0:6aa2:ef83:2db2,DE,Frankfurt,隧道,111 ms,158 Mbps,20275 kB/s
130.162.211.116,443,2a0b:21c0:100a:1f9:0:5015:c9c1:207a,DE,Frankfurt,隧道,106 ms,105 Mbps,13516 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,106 ms,160 Mbps,20582 kB/s
140.238.120.24,443,2a0b:21c0:100a:1f9:0:247c:e3f6:a2e2,DE,Frankfurt,隧道,121 ms,96 Mbps,12288 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,107 ms,167 Mbps,21401 kB/s
132.145.236.22,443,2a0b:21c0:1007:1cb:0:fc5b:f0df:c36b,DE,Frankfurt,隧道,110 ms,200 Mbps,25600 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,214 ms,74 Mbps,9511 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,76 ms,37 Mbps,4783 kB/s
130.162.59.247,443,98.98.156.6,AE,Frankfurt,隧道,105 ms,120 Mbps,15360 kB/s
130.162.181.117,443,2a0b:21c0:1007:ca:0:c83d:92d4:6f15,DE,Frankfurt,隧道,108 ms,191 Mbps,24473 kB/s
138.2.129.80,443,98.98.166.182,AE,Frankfurt,隧道,210 ms,150 Mbps,19251 kB/s
141.147.45.181,443,2606:f240:f00:5a42:0:f7fb:68d4:45e8,US,Frankfurt,隧道,109 ms,194 Mbps,24883 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,191 ms,95 Mbps,12185 kB/s
141.147.3.155,443,2a0b:21c0:1007:1c8:0:9d9c:677c:6d06,DE,Frankfurt,隧道,109 ms,174 Mbps,22323 kB/s
