中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,15 ms,840 Mbps,107520 kB/s
198.46.188.190,443,2a09:bac1:76a0:118::c7:11,US,Buffalo,隧道,30 ms,85 Mbps,10956 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,304 Mbps,38912 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,53 ms,325 Mbps,41676 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,48 ms,37 Mbps,4787 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,51 ms,41 Mbps,5368 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,39 ms,234 Mbps,30003 kB/s
35.197.23.75,443,34.82.144.89,US,Seattle,隧道,77 ms,427 Mbps,54681 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,45 ms,648 Mbps,83046 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,54 ms,418 Mbps,53555 kB/s
129.146.7.98,443,2a09:bac1:76e0:e18::1bd:b3,US,Los Angeles,隧道,51 ms,78 Mbps,10035 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,96 ms,213 Mbps,27340 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,43 ms,389 Mbps,49868 kB/s
35.230.79.26,443,34.82.144.89,US,Seattle,隧道,52 ms,408 Mbps,52224 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,51 ms,145 Mbps,18636 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,106 ms,162 Mbps,20787 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,83 ms,291 Mbps,37273 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,58 ms,384 Mbps,49254 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,54 ms,47 Mbps,6093 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,26 ms,658 Mbps,84275 kB/s
192.9.132.79,443,104.28.233.73,US,San Jose,隧道,143 ms,390 Mbps,49971 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,55 ms,353 Mbps,45260 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,117 ms,318 Mbps,40755 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,222 ms,167 Mbps,21401 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,50 ms,420 Mbps,53862 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,52 ms,350 Mbps,44851 kB/s
34.82.76.253,443,34.168.34.122,US,Seattle,隧道,112 ms,446 Mbps,57139 kB/s
130.61.239.203,443,130.61.239.203,DE,Frankfurt,中转,106 ms,98 Mbps,12595 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,159 ms,165 Mbps,21196 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,108 ms,41 Mbps,5338 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,173 ms,98 Mbps,12595 kB/s
