中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,356 Mbps,45670 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,64 ms,687 Mbps,87961 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,154 ms,43 Mbps,5531 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,57 ms,1008 Mbps,129024 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,111 ms,161 Mbps,20684 kB/s
47.245.86.230,443,47.245.86.230,SG,Singapore,中转,269 ms,65 Mbps,8381 kB/s
124.156.202.172,443,124.156.202.172,SG,,中转,187 ms,92 Mbps,11878 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,43 ms,1 Mbps,205 kB/s
129.146.7.98,443,2a09:bac1:76c0:e18::c:367,US,Los Angeles,隧道,18 ms,97 Mbps,12492 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,15 ms,1536 Mbps,196608 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,17 ms,1456 Mbps,186368 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,73 ms,279 Mbps,35737 kB/s
35.230.79.26,443,35.233.204.31,US,Seattle,隧道,83 ms,864 Mbps,110592 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,54 ms,431 Mbps,55193 kB/s
34.82.76.253,443,34.168.30.215,US,Seattle,隧道,64 ms,880 Mbps,112640 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,28 ms,56 Mbps,7204 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,46 ms,705 Mbps,90316 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,11 ms,614 Mbps,78643 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,639 Mbps,81817 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,24 ms,84 Mbps,10752 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,27 ms,636 Mbps,81510 kB/s
103.137.63.3,443,61.224.82.141,TW,,隧道,149 ms,127 Mbps,16281 kB/s
198.46.188.190,443,2a09:bac5:a5fa:7cd::c7:c,US,Buffalo,隧道,82 ms,91 Mbps,11673 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,41 ms,1840 Mbps,235520 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,61 ms,365 Mbps,46796 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,111 ms,519 Mbps,66457 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,61 ms,345 Mbps,44236 kB/s
150.230.47.17,443,150.230.47.17,US,San Jose,中转,32 ms,1520 Mbps,194560 kB/s
192.237.192.175,443,72.32.4.100,US,Dallas,隧道,132 ms,521 Mbps,66764 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,112 ms,268 Mbps,34406 kB/s
38.107.232.53,443,38.107.232.53,US,Dallas,中转,46 ms,469 Mbps,60108 kB/s
130.61.176.29,443,130.61.176.29,DE,Frankfurt,中转,153 ms,127 Mbps,16281 kB/s
35.197.23.75,443,35.233.204.31,US,Seattle,隧道,25 ms,896 Mbps,114688 kB/s
