中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,25 ms,57 Mbps,7404 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,27 ms,228 Mbps,29286 kB/s
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,19 ms,208 Mbps,26726 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,4 ms,1 Mbps,182 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,22 ms,237 Mbps,30412 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,75 ms,20 Mbps,2641 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,166 ms,288 Mbps,36864 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,156 ms,45 Mbps,5764 kB/s
8.219.222.98,443,8.219.222.98,SG,Singapore,中转,168 ms,90 Mbps,11571 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,150 ms,117 Mbps,15052 kB/s
141.144.206.19,443,2a0b:21c0:1007:c8:0:2829:8466:2b23,DE,Frankfurt,隧道,155 ms,76 Mbps,9737 kB/s
8.219.42.72,443,8.219.42.72,SG,Singapore,中转,169 ms,87 Mbps,11161 kB/s
130.162.185.111,443,2a0b:21c0:100a:1b1:0:a75b:979d:c49b,DE,Frankfurt,隧道,157 ms,88 Mbps,11366 kB/s
8.222.208.38,443,8.222.208.38,SG,Singapore,中转,170 ms,88 Mbps,11264 kB/s
8.219.114.201,443,8.219.114.201,SG,Singapore,中转,171 ms,114 Mbps,14643 kB/s
141.148.224.231,443,2a0b:21c0:100a:1b1:0:c6c1:6435:e344,DE,Frankfurt,隧道,243 ms,83 Mbps,10649 kB/s
143.47.248.35,443,2a0b:21c0:1007:cb:0:1426:c26e:5c0,DE,Frankfurt,隧道,155 ms,95 Mbps,12185 kB/s
141.147.114.224,443,2a0b:21c0:1007:c7:0:cd38:5aae:7cb6,DE,Frankfurt,隧道,162 ms,100 Mbps,12800 kB/s
141.147.43.83,443,2a0b:21c0:100a:1b5:0:6d02:d5b0:6be0,DE,Frankfurt,隧道,153 ms,95 Mbps,12185 kB/s
132.145.247.128,443,2606:f240:f00:b2ed:0:37d1:bbc5:983f,US,Frankfurt,隧道,154 ms,105 Mbps,13516 kB/s
8.219.70.151,443,8.219.70.151,SG,Singapore,中转,169 ms,71 Mbps,9187 kB/s
150.230.115.106,443,98.98.156.6,AE,Frankfurt,隧道,155 ms,91 Mbps,11673 kB/s
141.147.186.227,443,141.147.186.227,JP,Tokyo,中转,153 ms,104 Mbps,13414 kB/s
141.147.41.87,443,2a0b:21c0:100a:1f9:0:a818:b30c:4231,DE,Frankfurt,隧道,155 ms,82 Mbps,10547 kB/s
