中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
168.138.66.11,443,168.138.66.11,CA,Montréal,中转,28 ms,94 Mbps,12083 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,21 ms,365 Mbps,46796 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,103 ms,47 Mbps,6032 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,52 ms,50 Mbps,6480 kB/s
138.197.104.86,443,138.197.104.86,US,Newark,中转,36 ms,704 Mbps,90214 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,54 ms,51 Mbps,6589 kB/s
104.236.65.156,443,104.236.65.156,US,Newark,中转,75 ms,732 Mbps,93798 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,58 ms,137 Mbps,17612 kB/s
132.145.152.194,443,132.145.152.194,US,Ashburn,中转,33 ms,208 Mbps,26726 kB/s
141.147.97.37,443,141.147.97.37,GB,London,中转,94 ms,206 Mbps,26419 kB/s
141.147.50.221,443,98.98.166.178,AE,Frankfurt,隧道,106 ms,160 Mbps,20582 kB/s
192.9.132.79,443,104.28.201.73,US,San Jose,隧道,101 ms,364 Mbps,46592 kB/s
168.138.71.220,443,168.138.71.220,CA,Montréal,中转,26 ms,42 Mbps,5376 kB/s
141.147.81.227,443,98.98.156.18,AE,Frankfurt,隧道,106 ms,98 Mbps,12595 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,184 ms,992 Mbps,126976 kB/s
141.147.16.130,443,2a0b:21c0:1007:ca:0:cd24:4587:e7ca,DE,Frankfurt,隧道,108 ms,188 Mbps,24064 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,101 ms,44 Mbps,5697 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,58 ms,51 Mbps,6544 kB/s
193.123.58.138,443,98.98.156.10,AE,Frankfurt,隧道,107 ms,101 Mbps,13004 kB/s
47.91.76.79,443,2a0b:21c0:1007:c9:0:8382:bbc7:ba64,DE,Frankfurt,隧道,107 ms,183 Mbps,23449 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,59 ms,79 Mbps,10137 kB/s
132.145.236.35,443,163.123.193.24,DE,Frankfurt,隧道,106 ms,98 Mbps,12595 kB/s
132.226.135.219,443,2606:f240:f00:a683:0:9b57:4de:33bf,US,Frankfurt,隧道,105 ms,173 Mbps,22220 kB/s
47.91.67.63,443,98.98.156.26,AE,Frankfurt,隧道,107 ms,107 Mbps,13721 kB/s
143.47.191.79,443,2a0b:21c0:1007:1c8:0:1fdf:5bc:8936,DE,Frankfurt,隧道,106 ms,162 Mbps,20787 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,121 ms,46 Mbps,6000 kB/s
144.21.62.147,443,2a0b:21c0:1007:cb:0:20b9:dfa0:d86d,DE,Frankfurt,隧道,110 ms,166 Mbps,21299 kB/s
141.147.84.162,443,2a0b:21c0:1007:ca:0:54ad:3851:4638,DE,Frankfurt,隧道,118 ms,168 Mbps,21606 kB/s
138.2.128.71,443,2a0b:21c0:100a:1b6:0:5664:241f:9188,DE,Frankfurt,隧道,106 ms,102 Mbps,13107 kB/s
193.123.60.27,443,2606:f240:f00:46c4:0:3aed:40c6:bb03,US,Frankfurt,隧道,107 ms,90 Mbps,11571 kB/s
143.47.176.123,443,2606:f240:f00:b2ed:0:e3d4:ebc9:bb65,US,Frankfurt,隧道,109 ms,136 Mbps,17510 kB/s
152.67.78.184,443,152.67.78.184,CH,Milan,中转,114 ms,39 Mbps,5087 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,195 ms,63 Mbps,8142 kB/s
8.219.198.34,443,8.219.198.34,SG,Singapore,中转,207 ms,69 Mbps,8953 kB/s
204.216.218.114,443,204.216.218.114,IT,Milan,中转,125 ms,50 Mbps,6428 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,139 ms,46 Mbps,5907 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,184 ms,35 Mbps,4547 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,297 ms,76 Mbps,9770 kB/s
47.245.86.230,443,47.245.86.230,SG,Singapore,中转,214 ms,69 Mbps,8938 kB/s
130.61.135.183,443,2606:f240:f00:83a7:0:a72c:ab32:fe49,US,Frankfurt,隧道,113 ms,176 Mbps,22630 kB/s
8.219.199.220,443,8.219.199.220,SG,Singapore,中转,211 ms,68 Mbps,8794 kB/s
143.47.184.153,443,2606:f240:f00:5a42:0:ad90:2dd:e262,US,Frankfurt,隧道,147 ms,177 Mbps,22732 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,249 ms,61 Mbps,7835 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,109 ms,172 Mbps,22118 kB/s
8.219.70.151,443,8.219.70.151,SG,Singapore,中转,212 ms,71 Mbps,9118 kB/s
130.162.140.215,443,130.162.140.215,KR,Tokyo,中转,172 ms,37 Mbps,4754 kB/s
144.24.83.39,443,144.24.83.39,KR,Tokyo,中转,239 ms,78 Mbps,10035 kB/s
8.219.42.72,443,8.219.42.72,SG,Singapore,中转,212 ms,63 Mbps,8110 kB/s
138.3.222.33,443,138.3.222.33,JP,Tokyo,中转,209 ms,24 Mbps,3113 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,214 ms,67 Mbps,8580 kB/s
8.219.126.240,443,8.219.126.240,SG,Singapore,中转,212 ms,75 Mbps,9631 kB/s
168.138.184.172,443,168.138.184.172,SG,Singapore,中转,216 ms,69 Mbps,8947 kB/s
144.24.89.158,443,2602:ffe4:407:20d9:0:b1d8:590e:730d,SG,Singapore,隧道,237 ms,57 Mbps,7377 kB/s
140.83.86.166,443,140.83.86.166,JP,Osaka,中转,213 ms,27 Mbps,3471 kB/s
141.147.186.227,443,141.147.186.227,JP,Tokyo,中转,204 ms,72 Mbps,9220 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,215 ms,71 Mbps,9091 kB/s
8.219.237.250,443,8.219.237.250,SG,Singapore,中转,212 ms,81 Mbps,10444 kB/s
8.219.124.227,443,8.219.124.227,SG,Singapore,中转,213 ms,67 Mbps,8674 kB/s
152.70.234.188,443,152.70.234.188,KR,Tokyo,中转,194 ms,34 Mbps,4444 kB/s
8.219.200.145,443,8.219.200.145,SG,Singapore,中转,213 ms,68 Mbps,8764 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,243 ms,12 Mbps,1586 kB/s
8.219.161.129,443,8.219.161.129,SG,Singapore,中转,211 ms,67 Mbps,8701 kB/s
132.226.1.227,443,2603:c021:8001:801:f494:88cb:3117:e10,JP,Tokyo,隧道,201 ms,64 Mbps,8231 kB/s
8.219.4.122,443,8.219.4.122,SG,Singapore,中转,218 ms,59 Mbps,7627 kB/s
150.230.6.108,443,150.230.6.108,JP,Osaka,中转,203 ms,64 Mbps,8254 kB/s
8.219.54.203,443,8.219.54.203,SG,Singapore,中转,214 ms,63 Mbps,8181 kB/s
8.222.222.64,443,8.222.222.64,SG,Singapore,中转,211 ms,62 Mbps,8044 kB/s
8.219.84.214,443,8.219.84.214,SG,Singapore,中转,212 ms,64 Mbps,8295 kB/s
8.219.222.98,443,8.219.222.98,SG,Singapore,中转,213 ms,64 Mbps,8268 kB/s
8.219.67.133,443,8.219.67.133,SG,Singapore,中转,211 ms,63 Mbps,8175 kB/s
8.210.21.65,443,8.210.21.65,HK,Hong Kong,中转,198 ms,53 Mbps,6862 kB/s
152.70.101.3,443,2602:ffe4:407:20d9:0:723e:5a02:f6e2,SG,Singapore,隧道,232 ms,55 Mbps,7147 kB/s
158.180.68.56,443,158.180.68.56,KR,Tokyo,中转,182 ms,68 Mbps,8733 kB/s
47.242.94.48,443,47.242.94.48,HK,Hong Kong,中转,196 ms,27 Mbps,3467 kB/s
8.219.201.8,443,8.219.201.8,SG,Singapore,中转,211 ms,62 Mbps,7980 kB/s
8.218.85.128,443,8.218.85.128,HK,Hong Kong,中转,200 ms,54 Mbps,6953 kB/s
8.219.106.156,443,8.219.106.156,SG,Singapore,中转,221 ms,85 Mbps,10956 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Tokyo,隧道,182 ms,75 Mbps,9686 kB/s
8.219.210.64,443,8.219.210.64,SG,Singapore,中转,211 ms,67 Mbps,8625 kB/s
138.2.104.102,443,138.2.104.102,SG,Singapore,中转,211 ms,69 Mbps,8861 kB/s
8.222.208.38,443,8.222.208.38,SG,Singapore,中转,212 ms,66 Mbps,8459 kB/s
155.248.176.8,443,128.14.110.206,US,Singapore,隧道,230 ms,59 Mbps,7597 kB/s
8.219.103.65,443,8.219.103.65,SG,Singapore,中转,208 ms,61 Mbps,7870 kB/s
8.219.60.54,443,8.219.60.54,SG,Singapore,中转,211 ms,64 Mbps,8303 kB/s
132.145.134.230,443,132.145.134.230,US,,中转,17 ms,247 Mbps,31641 kB/s
