中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,284 Mbps,36454 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,93 ms,110 Mbps,14131 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,91 ms,106 Mbps,13619 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,214 ms,34 Mbps,4371 kB/s
144.21.50.146,443,2a0b:21c0:1007:1c7:0:b7d5:b867:8e4b,DE,Frankfurt,隧道,93 ms,176 Mbps,22630 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,42 Mbps,5478 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,77 ms,219 Mbps,28057 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,69 ms,308 Mbps,39424 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,37 ms,559 Mbps,71577 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,26 ms,33 Mbps,4263 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,46 ms,410 Mbps,52531 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,76 ms,22 Mbps,2896 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,73 ms,273 Mbps,35020 kB/s
8.219.66.156,443,8.219.66.156,SG,Tokyo,中转,227 ms,55 Mbps,7070 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,24 ms,726 Mbps,92979 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,68 ms,302 Mbps,38707 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,48 ms,578 Mbps,74035 kB/s
35.197.23.75,443,34.83.174.15,US,Seattle,隧道,68 ms,294 Mbps,37683 kB/s
152.67.133.217,443,2606:f240:f00:46c4:0:c3d5:da88:63ab,US,Frankfurt,隧道,95 ms,106 Mbps,13619 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,68 ms,265 Mbps,33996 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::1bd:8d,US,Los Angeles,隧道,68 ms,77 Mbps,9962 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,243 Mbps,31129 kB/s
43.153.103.203,443,43.153.103.203,320 Mbps,41062 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,64 ms,47 Mbps,6132 kB/s
146.56.161.229,443,146.56.161.229,KR,Tokyo,中转,190 ms,81 Mbps,10444 kB/s
138.3.254.39,443,138.3.254.39,,Frankfurt,中转,0 ms,215 Mbps,27545 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,64 ms,50 Mbps,6516 kB/s
35.230.79.26,443,34.83.174.15,US,Seattle,隧道,70 ms,322 Mbps,41267 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,207 Mbps,26521 kB/s
138.2.61.180,443,104.28.206.113,JP,Osaka,隧道,214 ms,50 Mbps,6479 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,43 ms,539 Mbps,69017 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,118 ms,264 Mbps,33894 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,90 ms,263 Mbps,33689 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,209 Mbps,26828 kB/s
141.148.225.142,443,141.148.225.142,NL,Amsterdam,中转,180 ms,120 Mbps,15360 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,85 ms,176 Mbps,22528 kB/s
144.24.172.179,443,2a0b:21c0:1007:c9:0:9187:3166:ccce,DE,Frankfurt,隧道,96 ms,198 Mbps,25395 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,91 ms,46 Mbps,5957 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,92 ms,214 Mbps,27443 kB/s
141.147.34.220,443,2a0b:21c0:1007:1c7:0:c0bf:9bd0:a4ab,DE,Amsterdam,隧道,94 ms,162 Mbps,20787 kB/s
34.82.76.253,443,34.127.109.144,US,Seattle,隧道,112 ms,276 Mbps,35430 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,219 ms,28 Mbps,3614 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,196 ms,39 Mbps,5028 kB/s
150.230.144.54,443,98.98.156.6,AE,Frankfurt,隧道,93 ms,116 Mbps,14950 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,224 ms,56 Mbps,7287 kB/s
141.148.225.123,443,2a0b:21c0:100a:1b2:0:1156:fd0d:a770,DE,Frankfurt,隧道,94 ms,116 Mbps,14950 kB/s
193.122.2.46,443,2606:f240:f00:5a42:0:459c:66f3:4ba7,US,Frankfurt,隧道,95 ms,242 Mbps,31027 kB/s
144.21.41.237,443,2a0b:21c0:100a:1b0:0:408a:c558:febe,DE,Frankfurt,隧道,93 ms,135 Mbps,17305 kB/s
150.230.47.17,443,150.230.47.17,US,San Jose,中转,149 ms,307 Mbps,39321 kB/s
35.183.163.195,443,35.183.16.223,CA,,隧道,23 ms,701 Mbps,89804 kB/s
132.226.10.65,443,132.226.10.65,JP,Tokyo,中转,214 ms,32 Mbps,4136 kB/s
131.186.62.248,443,131.186.62.248,JP,Tokyo,中转,225 ms,60 Mbps,7768 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,104 Mbps,13414 kB/s
129.154.50.220,443,129.154.50.220,KR,Tokyo,中转,242 ms,74 Mbps,9528 kB/s
8.219.106.156,443,8.219.106.156,SG,Singapore,中转,234 ms,79 Mbps,10137 kB/s
54.203.85.46,443,204.110.220.144,US,,隧道,83 ms,137 Mbps,17612 kB/s
8.217.121.210,443,8.217.121.210,HK,Hong Kong,中转,210 ms,58 Mbps,7481 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,202 ms,83 Mbps,10649 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,224 ms,59 Mbps,7649 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,211 ms,59 Mbps,7642 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,229 ms,56 Mbps,7282 kB/s
144.24.78.162,443,144.24.78.162,KR,Tokyo,中转,320 ms,56 Mbps,7241 kB/s
124.156.202.172,443,124.156.202.172,SG,,中转,226 ms,57 Mbps,7322 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,225 ms,2 Mbps,281 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,73 ms,8 Mbps,1057 kB/s
138.2.7.60,443,2602:ffe4:407:20da:0:1a62:f9ae:713a,SG,Singapore,隧道,239 ms,63 Mbps,8146 kB/s
158.180.68.56,443,158.180.68.56,KR,Tokyo,中转,195 ms,80 Mbps,10342 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,228 ms,69 Mbps,8959 kB/s
141.145.199.188,443,141.145.199.188,FR,,中转,81 ms,207 Mbps,26521 kB/s
3.66.115.225,443,3.68.128.205,DE,,隧道,92 ms,186 Mbps,23859 kB/s
44.230.218.23,443,54.212.217.183,US,,隧道,212 ms,11 Mbps,1438 kB/s
18.159.105.97,443,3.68.128.205,DE,,隧道,92 ms,213 Mbps,27340 kB/s
34.70.91.86,443,34.70.91.86,US,,中转,126 ms,543 Mbps,69529 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,221 ms,3 Mbps,489 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,35 ms,560 Mbps,71680 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,76 ms,0 Mbps,97 kB/s
