中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,553 Mbps,70860 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,336 Mbps,43008 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,73 ms,290 Mbps,37171 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,72 ms,288 Mbps,36864 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,27 ms,533 Mbps,68300 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,62 ms,42 Mbps,5473 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,63 ms,67 Mbps,8666 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,18 ms,370 Mbps,47411 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,19 ms,36 Mbps,4709 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,152 ms,120 Mbps,15360 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,134 ms,337 Mbps,43212 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,63 ms,137 Mbps,17612 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,118 ms,369 Mbps,47308 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,187 ms,246 Mbps,31539 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,38 ms,528 Mbps,67686 kB/s
35.230.79.26,443,34.82.144.89,US,Seattle,隧道,70 ms,302 Mbps,38707 kB/s
34.82.76.253,443,34.168.34.122,US,Seattle,隧道,89 ms,296 Mbps,37990 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,68 ms,0 Mbps,59 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,65 ms,348 Mbps,44544 kB/s
158.101.11.22,443,2603:c020:e:4d00:dce9:917b:fdb8:24bc,US,Los Angeles,隧道,60 ms,42 Mbps,5395 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,69 ms,312 Mbps,39936 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,92 ms,228 Mbps,29286 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,90 ms,226 Mbps,28979 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,70 ms,329 Mbps,42188 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,72 ms,35 Mbps,4564 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,71 ms,296 Mbps,37888 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,90 ms,146 Mbps,18739 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,78 ms,280 Mbps,35840 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,230 Mbps,29491 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,93 ms,46 Mbps,5976 kB/s
35.197.23.75,443,34.82.144.89,US,Seattle,隧道,67 ms,320 Mbps,41062 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,89 ms,218 Mbps,27955 kB/s
47.254.132.132,443,2a0b:21c0:100a:1fa:0:9f55:d72:15fb,DE,Frankfurt,隧道,105 ms,128 Mbps,16384 kB/s
192.9.132.79,443,104.28.233.73,US,San Jose,隧道,81 ms,280 Mbps,35840 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,197 Mbps,25292 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,99 ms,44 Mbps,5679 kB/s
130.61.239.203,443,130.61.239.203,DE,Frankfurt,中转,90 ms,91 Mbps,11673 kB/s
64.110.103.69,443,64.110.103.69,,colo.txt:Osaka,中转,0 ms,21 Mbps,2689 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,221 ms,61 Mbps,7811 kB/s
8.222.226.92,443,8.222.226.92,SG,Singapore,中转,217 ms,63 Mbps,8097 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,231 ms,1 Mbps,255 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,227 ms,69 Mbps,8893 kB/s
8.222.181.117,443,8.222.181.117,SG,Singapore,中转,225 ms,68 Mbps,8831 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,200 ms,93 Mbps,11980 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,226 ms,67 Mbps,8623 kB/s
129.154.50.220,443,129.154.50.220,KR,Tokyo,中转,185 ms,87 Mbps,11161 kB/s
138.2.104.102,443,138.2.104.102,SG,Singapore,中转,220 ms,67 Mbps,8691 kB/s
8.222.193.65,443,8.222.193.65,64 Mbps,8284 kB/s
8.222.193.65,,,隧道,0 ms,null Mbps,null kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,217 ms,35 Mbps,4517 kB/s
131.186.28.236,443,131.186.28.236,KR,Tokyo,中转,183 ms,35 Mbps,4566 kB/s
8.219.198.34,443,8.219.198.34,SG,Singapore,中转,222 ms,60 Mbps,7759 kB/s
140.238.33.161,443,2603:c021:8002:900:4858:eede:fd8a:dd52,JP,Tokyo,隧道,214 ms,58 Mbps,7537 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,215 ms,33 Mbps,4244 kB/s
