中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.103.203,443,43.153.103.203,US,San Jose,中转,74 ms,316 Mbps,40448 kB/s
35.230.79.26,443,34.19.22.183,US,Seattle,隧道,68 ms,368 Mbps,47104 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,28 ms,508 Mbps,65024 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,65 ms,45 Mbps,5798 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,17 ms,653 Mbps,83660 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,70 ms,270 Mbps,34611 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,42 ms,560 Mbps,71680 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,18 ms,698 Mbps,89395 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,77 ms,273 Mbps,35020 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,90 ms,101 Mbps,13004 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,260 Mbps,33382 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,92 ms,367 Mbps,47001 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,86 ms,233 Mbps,29900 kB/s
138.3.254.39,443,138.3.254.39,217 Mbps,27852 kB/s
138.3.254.39,,,隧道,0 ms,null Mbps,null kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,175 ms,22 Mbps,2868 kB/s
34.82.76.253,443,34.168.30.215,US,Seattle,隧道,178 ms,328 Mbps,41984 kB/s
198.46.200.132,443,198.46.200.132,US,Los Angeles,中转,73 ms,4 Mbps,633 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,84 ms,44 Mbps,5703 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,77 ms,134 Mbps,17203 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,89 ms,254 Mbps,32563 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,74 ms,317 Mbps,40652 kB/s
129.146.7.98,443,2a09:bac5:60ea:1846::26b:39,US,Los Angeles,隧道,66 ms,65 Mbps,8343 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,14 ms,34 Mbps,4473 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,33 ms,7 Mbps,965 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,80 ms,311 Mbps,39833 kB/s
168.138.66.11,443,168.138.66.11,CA,Toronto,中转,29 ms,65 Mbps,8357 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,85 ms,248 Mbps,31744 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,52 ms,416 Mbps,53350 kB/s
150.230.47.17,443,150.230.47.17,US,San Jose,中转,73 ms,299 Mbps,38297 kB/s
35.197.23.75,443,34.19.22.183,US,Seattle,隧道,62 ms,345 Mbps,44236 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,219 ms,60 Mbps,7719 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,235 Mbps,30105 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,90 ms,217 Mbps,27852 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,84 ms,296 Mbps,37990 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,210 ms,35 Mbps,4518 kB/s
8.222.193.65,443,8.222.193.65,SG,57 Mbps,7297 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,262 Mbps,33587 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,159 ms,102 Mbps,13107 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,67 ms,116 Mbps,14848 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,212 ms,29 Mbps,3795 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,181 ms,76 Mbps,9785 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,230 ms,69 Mbps,8935 kB/s
130.61.83.37,443,130.61.83.37,DE,Frankfurt,中转,89 ms,254 Mbps,32563 kB/s
