中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,2a09:bac5:60eb:1173::1bd:8d,US,Los Angeles,隧道,52 ms,77 Mbps,9864 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,75 ms,346 Mbps,44339 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,106 ms,44 Mbps,5755 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,303 Mbps,38809 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,44 ms,426 Mbps,54579 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,51 ms,431 Mbps,55193 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,57 ms,670 Mbps,85811 kB/s
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:c,US,Buffalo,隧道,42 ms,87 Mbps,11161 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,31 ms,1008 Mbps,129024 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,52 ms,424 Mbps,54374 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,21 ms,737 Mbps,94412 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,50 ms,436 Mbps,55808 kB/s
35.230.79.26,443,34.83.26.184,US,Seattle,隧道,52 ms,413 Mbps,52940 kB/s
34.82.76.253,443,34.168.30.215,US,Seattle,隧道,50 ms,415 Mbps,53145 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,96 ms,176 Mbps,22528 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,52 ms,49 Mbps,6298 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,139 ms,622 Mbps,79667 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,345 Mbps,44236 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,81 ms,401 Mbps,51404 kB/s
34.154.129.158,443,2a0b:21c0:1007:1c7:0:bd4f:53dd:bdb,DE,Frankfurt,隧道,113 ms,150 Mbps,19251 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,51 ms,452 Mbps,57958 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,323 Mbps,41369 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,89 ms,372 Mbps,47616 kB/s
35.197.23.75,443,34.83.26.184,US,Seattle,隧道,57 ms,396 Mbps,50790 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,106 ms,120 Mbps,15360 kB/s
47.253.56.77,443,47.253.56.77,US,Ashburn,中转,43 ms,356 Mbps,45670 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,88 ms,403 Mbps,51609 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,155 ms,129 Mbps,16588 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,111 ms,197 Mbps,25292 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,22 ms,34 Mbps,4385 kB/s
158.101.220.222,443,2a0b:21c0:1007:ca:0:4799:fde2:5195,DE,Frankfurt,隧道,106 ms,172 Mbps,22016 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,191 ms,100 Mbps,12800 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,100 ms,45 Mbps,5824 kB/s
141.147.65.212,443,2a0b:21c0:100a:1b4:0:5109:eb7b:f04f,DE,Frankfurt,隧道,113 ms,110 Mbps,14131 kB/s
138.3.222.135,443,138.3.222.135,JP,Tokyo,中转,206 ms,35 Mbps,4603 kB/s
141.148.234.250,443,2606:f240:f00:b2ed:0:fe27:5a51:d559,US,Frankfurt,隧道,105 ms,190 Mbps,24371 kB/s
47.254.172.26,443,98.98.156.14,AE,Frankfurt,隧道,110 ms,107 Mbps,13721 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,210 ms,67 Mbps,8627 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,118 ms,179 Mbps,22937 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,211 ms,65 Mbps,8327 kB/s
144.24.189.21,443,144.24.189.21,DE,Frankfurt,中转,109 ms,43 Mbps,5567 kB/s
141.144.203.180,443,2a0b:21c0:100a:1b6:0:e5ee:1f74:243d,DE,Frankfurt,隧道,110 ms,104 Mbps,13414 kB/s
144.24.164.18,443,2a0b:21c0:100a:1b6:0:9308:e7c3:822c,DE,Frankfurt,隧道,112 ms,97 Mbps,12492 kB/s
47.254.133.67,443,2a0b:21c0:1007:c7:0:66eb:42f8:88c8,DE,Frankfurt,隧道,106 ms,144 Mbps,18534 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,105 ms,166 Mbps,21299 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,171 ms,168 Mbps,21606 kB/s
130.162.171.206,443,2a0b:21c0:1007:1c8:0:5d14:ceb0:6d46,DE,Frankfurt,隧道,113 ms,140 Mbps,17920 kB/s
