中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
168.138.66.11,443,168.138.66.11,CA,Toronto,中转,23 ms,45 Mbps,5854 kB/s
130.162.186.42,443,2a0b:21c0:100a:1b0:0:e5b8:e7cb:2dc8,DE,Frankfurt,隧道,107 ms,90 Mbps,11571 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,14 ms,67 Mbps,8591 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,52 ms,47 Mbps,6095 kB/s
192.9.159.65,443,192.9.159.65,US,San Jose,中转,88 ms,46 Mbps,5918 kB/s
141.147.118.75,443,2a0b:21c0:100a:1fa:0:35b4:9939:e079,DE,Frankfurt,隧道,107 ms,104 Mbps,13414 kB/s
47.91.88.115,443,2a0b:21c0:100a:1b4:0:c038:bcfc:f0fa,DE,Frankfurt,隧道,189 ms,107 Mbps,13721 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,189 ms,968 Mbps,123904 kB/s
144.21.39.152,443,2a0b:21c0:100a:1b1:0:9a6d:72f9:12f7,DE,Frankfurt,隧道,106 ms,100 Mbps,12902 kB/s
138.2.143.218,443,2a0b:21c0:1007:1ca:0:bb6d:8e37:290,DE,Frankfurt,隧道,106 ms,112 Mbps,14336 kB/s
138.2.178.57,443,2a0b:21c0:1007:c7:0:f9be:cf6e:7333,DE,Frankfurt,隧道,107 ms,111 Mbps,14233 kB/s
141.148.228.184,443,2a0b:21c0:1007:1cb:0:5b53:d696:43ad,DE,Frankfurt,隧道,106 ms,107 Mbps,13721 kB/s
143.47.240.42,443,2a0b:21c0:100a:1b1:0:56c:6ac:d4fb,DE,Frankfurt,隧道,107 ms,96 Mbps,12288 kB/s
141.147.97.37,443,141.147.97.37,GB,London,中转,94 ms,198 Mbps,25395 kB/s
130.162.245.120,443,2a0b:21c0:1007:1cb:0:42b1:9101:8721,DE,Frankfurt,隧道,105 ms,126 Mbps,16179 kB/s
8.209.116.97,443,2a0b:21c0:100a:1f9:0:ce1:6443:2a42,DE,Frankfurt,隧道,107 ms,103 Mbps,13209 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,59 ms,1 Mbps,139 kB/s
158.101.15.48,443,158.101.15.48,US,Los Angeles,中转,53 ms,404 Mbps,51712 kB/s
158.101.200.177,443,2a0b:21c0:1007:1ca:0:2544:bd90:89b5,DE,Frankfurt,隧道,107 ms,132 Mbps,16896 kB/s
193.122.61.180,443,2606:f240:f00:a683:0:98e:3c45:16cd,US,Frankfurt,隧道,106 ms,147 Mbps,18841 kB/s
143.47.233.92,443,2606:f240:f00:eaf1:0:73d3:7676:bb97,US,Frankfurt,隧道,105 ms,104 Mbps,13312 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,89 ms,48 Mbps,6171 kB/s
141.144.201.191,443,98.98.166.190,AE,Frankfurt,隧道,150 ms,92 Mbps,11878 kB/s
152.70.55.66,443,2a0b:21c0:100a:1b1:0:8078:5c47:24f1,DE,Frankfurt,隧道,108 ms,88 Mbps,11366 kB/s
144.21.42.173,443,2a0b:21c0:100a:1b2:0:1559:1ee1:bc6b,DE,Frankfurt,隧道,106 ms,92 Mbps,11878 kB/s
143.47.242.195,443,143.47.242.195,GB,London,中转,105 ms,51 Mbps,6607 kB/s
130.162.225.20,443,2a0b:21c0:100a:1b0:0:ab5f:1084:789e,DE,Frankfurt,隧道,106 ms,111 Mbps,14233 kB/s
150.230.127.79,443,2a0b:21c0:100a:1b3:0:a0ed:e6ab:2d9c,DE,Frankfurt,隧道,195 ms,105 Mbps,13516 kB/s
143.47.224.98,443,2a0b:21c0:1007:1c8:0:bbce:a88a:d72,DE,Frankfurt,隧道,107 ms,111 Mbps,14233 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,180 ms,92 Mbps,11776 kB/s
130.162.174.212,443,2a0b:21c0:100a:1b3:0:a4c4:533f:76e2,DE,Frankfurt,隧道,114 ms,101 Mbps,13004 kB/s
130.162.182.144,443,98.98.156.18,AE,Frankfurt,隧道,112 ms,104 Mbps,13414 kB/s
138.2.128.92,443,23.236.112.222,AE,Frankfurt,隧道,106 ms,100 Mbps,12902 kB/s
144.21.34.249,443,2a0b:21c0:100a:1b7:0:48db:239f:f883,DE,Frankfurt,隧道,109 ms,100 Mbps,12902 kB/s
144.21.38.69,443,2a0b:21c0:1007:1c7:0:c44c:8750:1a46,DE,Frankfurt,隧道,106 ms,124 Mbps,15872 kB/s
152.70.56.101,443,2a0b:21c0:1007:c9:0:bbdd:4bc6:dd2c,DE,Frankfurt,隧道,105 ms,111 Mbps,14233 kB/s
143.47.237.251,443,2a0b:21c0:1007:c8:0:cf6d:dadd:1f,DE,Frankfurt,隧道,107 ms,108 Mbps,13926 kB/s
