中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,126 ms,340 Mbps,43520 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,325 Mbps,41676 kB/s
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:c,US,Buffalo,隧道,25 ms,92 Mbps,11878 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,383 Mbps,49049 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,99 ms,192 Mbps,24678 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,52 ms,400 Mbps,51200 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,86 ms,392 Mbps,50278 kB/s
35.197.23.75,443,34.83.26.184,US,Seattle,隧道,51 ms,389 Mbps,49868 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,21 ms,30 Mbps,3920 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,307 Mbps,39321 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,92 ms,569 Mbps,72908 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,52 ms,48 Mbps,6216 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,51 ms,408 Mbps,52326 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,112 ms,61 Mbps,7809 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,50 ms,304 Mbps,38912 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,54 ms,407 Mbps,52121 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,42 ms,455 Mbps,58265 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,776 Mbps,99328 kB/s
34.154.129.158,443,2a0b:21c0:100a:1b5:0:413b:5035:4073,DE,Frankfurt,隧道,113 ms,95 Mbps,12185 kB/s
35.230.79.26,443,34.83.26.184,US,Seattle,隧道,51 ms,402 Mbps,51507 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,116 ms,611 Mbps,78233 kB/s
8.219.240.160,443,8.219.240.160,SG,Singapore,中转,213 ms,11 Mbps,1478 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,109 ms,42 Mbps,5407 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,108 ms,195 Mbps,24985 kB/s
129.159.207.125,443,2606:f240:f00:5a42:0:cef:7d2b:9810,US,Frankfurt,隧道,106 ms,152 Mbps,19456 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,208 ms,29 Mbps,3719 kB/s
129.146.7.98,443,2a09:bac5:60ec:1173::1bd:8d,US,Los Angeles,隧道,51 ms,81 Mbps,10444 kB/s
34.82.76.253,443,34.168.30.215,US,Seattle,隧道,78 ms,445 Mbps,57036 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,73 ms,48 Mbps,6269 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,188 Mbps,24166 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,101 ms,107 Mbps,13721 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,376 Mbps,48230 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,106 ms,171 Mbps,21913 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,17 ms,61 Mbps,7858 kB/s
47.90.141.204,443,91.149.239.238,US,Los Angeles,隧道,26 ms,34 Mbps,4413 kB/s
141.147.72.109,443,2a0b:21c0:100a:1b0:0:fd1:a544:df87,DE,Frankfurt,隧道,112 ms,101 Mbps,13004 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,102 ms,47 Mbps,6097 kB/s
130.61.23.77,443,130.61.23.77,172 Mbps,22118 kB/s
