中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,324 Mbps,41574 kB/s
152.70.112.158,443,152.70.112.158,US,San Jose,中转,16 ms,63 Mbps,8144 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,17 ms,432 Mbps,55296 kB/s
192.9.159.65,443,192.9.159.65,US,San Jose,中转,19 ms,71 Mbps,9129 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,169 ms,146 Mbps,18739 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,177 ms,141 Mbps,18124 kB/s
158.101.205.146,443,98.98.156.22,AE,Frankfurt,隧道,137 ms,108 Mbps,13824 kB/s
141.147.43.72,443,2a0b:21c0:100a:1b1:0:af7:bde2:3672,DE,Frankfurt,隧道,145 ms,88 Mbps,11366 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,161 ms,41 Mbps,5270 kB/s
152.70.61.242,443,2a0b:21c0:1007:1cb:0:5ddb:4188:460a,DE,Frankfurt,隧道,137 ms,132 Mbps,16998 kB/s
141.148.230.0,443,2a0b:21c0:100a:1b4:0:99b7:2573:ad0b,DE,Frankfurt,隧道,137 ms,99 Mbps,12697 kB/s
193.122.110.171,443,193.122.110.171,KR,Tokyo,中转,133 ms,42 Mbps,5436 kB/s
138.2.128.116,443,2a0b:21c0:100a:1b4:0:ed76:7c34:f0c6,DE,Frankfurt,隧道,145 ms,87 Mbps,11161 kB/s
138.2.179.115,443,2606:f240:f00:5a42:0:efb7:8541:90f8,US,Frankfurt,隧道,149 ms,121 Mbps,15564 kB/s
152.70.51.252,443,2a0b:21c0:1007:c7:0:807f:f2e5:37e0,DE,Frankfurt,隧道,137 ms,131 Mbps,16793 kB/s
138.2.157.236,443,2603:c020:8000:3988:fde5:6ac8:8a74:5529,DE,Frankfurt,隧道,150 ms,105 Mbps,13516 kB/s
158.180.68.56,443,158.180.68.56,KR,Seoul,中转,134 ms,124 Mbps,15974 kB/s
138.3.245.13,443,2a0b:21c0:1007:1ca:0:3319:80fe:1092,DE,Frankfurt,隧道,144 ms,96 Mbps,12288 kB/s
143.47.189.75,443,2a0b:21c0:100a:1f9:0:d365:6230:1b9c,DE,Frankfurt,隧道,137 ms,80 Mbps,10342 kB/s
141.148.230.192,443,2a0b:21c0:100a:1b4:0:18a1:8cb:599b,DE,Frankfurt,隧道,137 ms,96 Mbps,12288 kB/s
8.219.161.129,443,8.219.161.129,SG,Singapore,中转,178 ms,83 Mbps,10649 kB/s
47.242.60.161,443,47.242.60.161,HK,Hong Kong,中转,224 ms,81 Mbps,10444 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,158 ms,91 Mbps,11673 kB/s
140.238.1.158,443,140.238.1.158,KR,Seoul,中转,140 ms,111 Mbps,14233 kB/s
8.219.222.98,443,8.219.222.98,SG,Singapore,中转,181 ms,87 Mbps,11161 kB/s
8.219.170.232,443,8.219.170.232,SG,Singapore,中转,179 ms,89 Mbps,11468 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,150 ms,46 Mbps,5974 kB/s
143.47.253.215,443,2a0b:21c0:100a:1b4:0:8aeb:31c4:2b98,DE,Frankfurt,隧道,151 ms,118 Mbps,15155 kB/s
141.148.233.38,443,2a0b:21c0:100a:1b4:0:b879:6032:ec31,DE,Frankfurt,隧道,190 ms,115 Mbps,14745 kB/s
140.238.195.98,443,140.238.195.98,AU,Sydney,中转,151 ms,41 Mbps,5336 kB/s
8.219.210.64,443,8.219.210.64,SG,Singapore,中转,178 ms,84 Mbps,10752 kB/s
130.162.227.71,443,2a0b:21c0:100a:1fa:0:101c:cfa2:c25e,DE,Frankfurt,隧道,149 ms,88 Mbps,11264 kB/s
8.219.201.8,443,8.219.201.8,SG,Singapore,中转,178 ms,76 Mbps,9786 kB/s
141.148.247.18,443,2a0b:21c0:100a:1b2:0:78de:68f7:f42,DE,Frankfurt,隧道,177 ms,89 Mbps,11468 kB/s
8.219.198.139,443,8.219.198.139,SG,Singapore,中转,178 ms,85 Mbps,10956 kB/s
47.242.176.185,443,47.242.176.185,HK,Hong Kong,中转,183 ms,86 Mbps,11059 kB/s
132.145.248.27,443,98.98.156.34,AE,Frankfurt,隧道,165 ms,69 Mbps,8842 kB/s
144.21.33.147,443,2a0b:21c0:100a:1fa:0:4661:98ba:cd66,DE,Frankfurt,隧道,133 ms,95 Mbps,12185 kB/s
144.21.35.114,443,2a0b:21c0:1007:c9:0:24fd:472b:cf3c,DE,Frankfurt,隧道,138 ms,132 Mbps,16896 kB/s
132.226.7.217,443,132.226.7.217,JP,Tokyo,中转,225 ms,36 Mbps,4653 kB/s
141.148.229.170,443,2a0b:21c0:100a:1b6:0:dd15:abda:3486,DE,Frankfurt,隧道,177 ms,99 Mbps,12697 kB/s
158.101.210.234,443,2a0b:21c0:100a:1fa:0:9b3f:fe15:c4af,DE,Frankfurt,隧道,137 ms,78 Mbps,10035 kB/s
152.70.178.117,443,2a0b:21c0:1007:1c8:0:8c3f:c8ef:5a10,DE,Frankfurt,隧道,227 ms,101 Mbps,13004 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Seoul,隧道,134 ms,119 Mbps,15257 kB/s
138.2.151.173,443,98.98.166.182,AE,Frankfurt,隧道,150 ms,104 Mbps,13414 kB/s
141.148.233.160,443,2606:f240:f00:b2ed:0:7a55:ae78:29e2,US,Frankfurt,隧道,137 ms,108 Mbps,13926 kB/s
150.230.114.105,443,2a0b:21c0:100a:1fa:0:9365:f97f:bab3,DE,Frankfurt,隧道,151 ms,79 Mbps,10137 kB/s
8.222.137.192,443,8.222.137.192,SG,Singapore,中转,178 ms,92 Mbps,11878 kB/s
141.147.104.71,443,2606:f240:f00:eaf1:0:efd1:1fd:4d71,US,Frankfurt,隧道,145 ms,100 Mbps,12800 kB/s
141.147.103.57,443,2606:f240:f00:46c4:0:d17e:5b79:9272,US,Frankfurt,隧道,146 ms,76 Mbps,9737 kB/s
143.47.238.221,443,2606:f240:f00:46c4:0:4b0b:89f6:752c,US,Frankfurt,隧道,153 ms,87 Mbps,11161 kB/s
138.2.8.91,443,128.14.110.206,US,Singapore,隧道,189 ms,92 Mbps,11776 kB/s
150.230.121.60,443,2a0b:21c0:1007:1c8:0:9592:7233:cc2f,DE,Frankfurt,隧道,196 ms,121 Mbps,15564 kB/s
193.123.61.249,443,2606:f240:f00:83a7:0:f598:c006:7175,US,Frankfurt,隧道,137 ms,129 Mbps,16588 kB/s
141.147.115.120,443,2606:f240:f00:eaf1:0:e0d3:756a:4a40,US,Frankfurt,隧道,158 ms,74 Mbps,9517 kB/s
130.162.133.55,443,2602:ffe4:407:20da:0:207d:3396:cd40,SG,Singapore,隧道,200 ms,75 Mbps,9608 kB/s
129.154.208.229,443,2602:ffe4:407:20da:0:cf2e:ca9c:482c,SG,Singapore,隧道,197 ms,79 Mbps,10137 kB/s
150.230.123.213,443,2a0b:21c0:1007:1c8:0:2ef8:d0b5:c1ee,DE,Frankfurt,隧道,149 ms,117 Mbps,15052 kB/s
141.144.196.151,443,2606:f240:f00:b2ed:0:af32:a200:9771,US,Frankfurt,隧道,137 ms,126 Mbps,16179 kB/s
141.147.84.9,443,2a0b:21c0:100a:1f9:0:5098:b21b:4308,DE,Frankfurt,隧道,149 ms,113 Mbps,14540 kB/s
144.21.38.148,443,2606:f240:f00:2be4:0:b891:6112:bb6f,US,Frankfurt,隧道,134 ms,128 Mbps,16384 kB/s
138.2.135.149,443,2a0b:21c0:1007:c8:0:b450:58f:ec1,DE,Frankfurt,隧道,149 ms,90 Mbps,11571 kB/s
141.147.56.154,443,2a0b:21c0:100a:1b5:0:4527:a000:df17,DE,Frankfurt,隧道,165 ms,76 Mbps,9746 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,161 ms,108 Mbps,13926 kB/s
8.219.60.54,443,8.219.60.54,SG,Singapore,中转,236 ms,79 Mbps,10137 kB/s
141.147.8.223,443,2606:f240:f00:2be4:0:e992:c7d5:8104,US,Frankfurt,隧道,149 ms,104 Mbps,13312 kB/s
141.144.197.215,443,2606:f240:f00:5a42:0:222d:cc2a:746b,US,Frankfurt,隧道,137 ms,116 Mbps,14848 kB/s
204.216.218.114,443,204.216.218.114,IT,Milan,中转,169 ms,41 Mbps,5336 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,157 ms,37 Mbps,4761 kB/s
152.70.49.204,443,2606:f240:f00:5a42:0:31d0:9287:7be8,US,Frankfurt,隧道,137 ms,136 Mbps,17510 kB/s
141.147.65.41,443,2606:f240:f00:6acf:0:7751:8b1f:3775,US,Frankfurt,隧道,148 ms,127 Mbps,16281 kB/s
158.180.69.49,443,2602:ffe4:407:20d9:0:443d:e8f9:60ad,SG,Singapore,隧道,441 ms,84 Mbps,10752 kB/s
141.147.107.229,443,2606:f240:f00:83a7:0:7c3d:d02:c18,US,Frankfurt,隧道,159 ms,117 Mbps,15052 kB/s
8.222.164.209,443,8.222.164.209,SG,Singapore,中转,179 ms,80 Mbps,10342 kB/s
8.219.237.250,443,8.219.237.250,SG,Singapore,中转,179 ms,107 Mbps,13721 kB/s
64.110.64.164,443,2602:ffe4:407:20da:0:9026:6a89:3170,SG,Singapore,隧道,407 ms,75 Mbps,9647 kB/s
8.219.67.133,443,8.219.67.133,SG,Singapore,中转,251 ms,82 Mbps,10547 kB/s
8.219.5.10,443,8.219.5.10,SG,Singapore,中转,182 ms,90 Mbps,11571 kB/s
152.67.141.238,443,2a0b:21c0:1007:c9:0:380e:b614:85b0,DE,Frankfurt,隧道,239 ms,113 Mbps,14540 kB/s
130.162.170.198,443,98.98.166.202,AE,Frankfurt,隧道,149 ms,92 Mbps,11776 kB/s
143.47.229.185,443,2a0b:21c0:100a:1b0:0:1c3f:9c5a:5105,DE,Frankfurt,隧道,159 ms,91 Mbps,11673 kB/s
8.219.78.1,443,8.219.78.1,SG,Singapore,中转,179 ms,72 Mbps,9240 kB/s
150.230.254.80,443,2602:ffe4:407:21d9:0:ea3e:d3f9:44c9,SG,Singapore,隧道,197 ms,73 Mbps,9413 kB/s
138.2.163.68,443,2606:f240:f00:46c4:0:1ff5:4050:f38b,US,Frankfurt,隧道,170 ms,67 Mbps,8702 kB/s
47.245.86.230,443,47.245.86.230,SG,Singapore,中转,178 ms,80 Mbps,10342 kB/s
144.22.252.124,443,144.22.252.124,BR,S
