中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
168.138.66.11,443,168.138.66.11,CA,Montréal,中转,29 ms,53 Mbps,6798 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,18 ms,832 Mbps,106496 kB/s
47.90.141.204,443,91.149.239.122,US,Los Angeles,隧道,30 ms,33 Mbps,4311 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,21 ms,55 Mbps,7145 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,22 ms,7 Mbps,973 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,120 ms,332 Mbps,42496 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,44 ms,342 Mbps,43827 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,65 ms,1 Mbps,157 kB/s
168.138.71.220,443,168.138.71.220,CA,Montréal,中转,55 ms,60 Mbps,7684 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,66 ms,128 Mbps,16486 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,53 ms,56 Mbps,7185 kB/s
129.159.47.255,443,129.159.47.255,US,San Jose,中转,52 ms,51 Mbps,6615 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,53 ms,373 Mbps,47820 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,106 ms,106 Mbps,13619 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,52 ms,47 Mbps,6098 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,53 ms,136 Mbps,17510 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,259 Mbps,33177 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,55 ms,374 Mbps,47923 kB/s
47.91.67.63,443,98.98.156.26,AE,Frankfurt,隧道,255 ms,105 Mbps,13516 kB/s
141.147.74.20,443,141.147.74.20,GB,London,中转,94 ms,209 Mbps,26828 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,106 ms,166 Mbps,21299 kB/s
141.147.97.37,443,141.147.97.37,GB,London,中转,94 ms,198 Mbps,25395 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,134 ms,117 Mbps,15052 kB/s
176.97.73.20,443,176.97.73.20,JP,Tokyo,中转,144 ms,122 Mbps,15667 kB/s
8.219.198.34,443,8.219.198.34,SG,Singapore,中转,290 ms,67 Mbps,8675 kB/s
152.67.78.184,443,152.67.78.184,CH,Milan,中转,171 ms,41 Mbps,5297 kB/s
8.219.248.47,443,8.219.248.47,SG,Singapore,中转,208 ms,73 Mbps,9409 kB/s
144.24.74.51,443,144.24.74.51,KR,Seoul,中转,173 ms,93 Mbps,11980 kB/s
204.216.218.114,443,204.216.218.114,IT,Zurich,中转,111 ms,6 Mbps,882 kB/s
152.67.65.201,443,152.67.65.201,CH,Milan,中转,114 ms,40 Mbps,5124 kB/s
54.92.17.121,443,54.92.17.121,JP,Tokyo,中转,176 ms,126 Mbps,16179 kB/s
158.180.68.56,443,158.180.68.56,KR,Seoul,中转,170 ms,89 Mbps,11468 kB/s
146.56.44.85,443,146.56.44.85,KR,Tokyo,中转,323 ms,37 Mbps,4827 kB/s
8.219.200.145,443,8.219.200.145,SG,Singapore,中转,215 ms,67 Mbps,8607 kB/s
8.219.0.162,443,8.219.0.162,SG,Singapore,中转,214 ms,67 Mbps,8629 kB/s
8.219.210.64,443,8.219.210.64,SG,Singapore,中转,209 ms,66 Mbps,8478 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,202 ms,35 Mbps,4490 kB/s
8.219.84.214,443,8.219.84.214,SG,Singapore,中转,211 ms,73 Mbps,9451 kB/s
8.222.208.38,443,8.222.208.38,SG,Singapore,中转,268 ms,72 Mbps,9285 kB/s
8.219.201.8,443,8.219.201.8,SG,Singapore,中转,212 ms,62 Mbps,8033 kB/s
152.70.234.188,443,152.70.234.188,KR,Tokyo,中转,168 ms,27 Mbps,3580 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,194 ms,73 Mbps,9403 kB/s
150.230.6.108,443,150.230.6.108,JP,Osaka,中转,202 ms,68 Mbps,8779 kB/s
8.219.67.133,443,8.219.67.133,SG,Singapore,中转,209 ms,67 Mbps,8684 kB/s
47.243.173.187,443,47.243.173.187,HK,Hong Kong,中转,252 ms,65 Mbps,8342 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,196 ms,9 Mbps,1239 kB/s
8.219.54.203,443,8.219.54.203,SG,Singapore,中转,209 ms,65 Mbps,8394 kB/s
38.180.29.115,443,38.180.29.115,JP,Tokyo,中转,143 ms,92 Mbps,11776 kB/s
8.219.106.156,443,8.219.106.156,SG,Singapore,中转,215 ms,70 Mbps,8962 kB/s
138.3.222.33,443,138.3.222.33,JP,Tokyo,中转,203 ms,27 Mbps,3492 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,170 ms,96 Mbps,12288 kB/s
8.219.51.211,443,8.219.51.211,SG,Singapore,中转,276 ms,68 Mbps,8768 kB/s
141.147.161.250,443,141.147.161.250,JP,Tokyo,中转,200 ms,38 Mbps,4990 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,223 ms,42 Mbps,5446 kB/s
