中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
152.70.48.168,443,2a0b:21c0:1007:1cb:0:8215:9062:1efc,DE,Frankfurt,隧道,106 ms,199 Mbps,25497 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,22 ms,741 Mbps,94924 kB/s
144.21.51.110,443,144.21.51.110,GB,London,中转,94 ms,212 Mbps,27136 kB/s
132.226.199.159,443,2a0b:21c0:100a:1b2:0:67d3:693e:53c2,DE,Frankfurt,隧道,106 ms,108 Mbps,13926 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,86 ms,104 Mbps,13312 kB/s
129.159.47.255,443,129.159.47.255,US,San Jose,中转,54 ms,53 Mbps,6875 kB/s
143.47.176.127,443,2a0b:21c0:100a:1b5:0:2a7:19c5:49b3,DE,Frankfurt,隧道,188 ms,100 Mbps,12902 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,96 ms,263 Mbps,33689 kB/s
141.147.98.112,443,2a0b:21c0:100a:1b5:0:efd2:3c5f:f4f,DE,Frankfurt,隧道,107 ms,98 Mbps,12595 kB/s
130.162.189.101,443,2606:f240:f00:eaf1:0:caae:bc0f:4699,US,Frankfurt,隧道,105 ms,101 Mbps,13004 kB/s
144.21.51.143,443,2a0b:21c0:100a:1fa:0:7c94:35cd:66ac,DE,Frankfurt,隧道,196 ms,107 Mbps,13721 kB/s
144.21.39.109,443,2a0b:21c0:100a:1b6:0:3c5f:f102:bc43,DE,Frankfurt,隧道,106 ms,109 Mbps,14028 kB/s
141.147.103.68,443,98.98.156.10,AE,Frankfurt,隧道,212 ms,100 Mbps,12800 kB/s
132.145.247.52,443,2606:f240:f00:83a7:0:8913:b80:e02b,US,Frankfurt,隧道,106 ms,159 Mbps,20377 kB/s
152.67.137.54,443,2a0b:21c0:100a:1fa:0:db1b:b5c3:c2ed,DE,Frankfurt,隧道,107 ms,106 Mbps,13619 kB/s
144.24.160.100,443,2a0b:21c0:1007:ca:0:8c3b:2e6c:88e4,DE,Frankfurt,隧道,132 ms,166 Mbps,21299 kB/s
