中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.138.241,443,192.9.138.241,US,San Jose,中转,4 ms,1624 Mbps,207872 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,16 ms,85 Mbps,10956 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,41 ms,76 Mbps,9739 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,60 ms,49 Mbps,6281 kB/s
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,27 ms,332 Mbps,42496 kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,30 ms,436 Mbps,55910 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,35 ms,286 Mbps,36659 kB/s
152.70.234.188,443,152.70.234.188,KR,Tokyo,中转,174 ms,36 Mbps,4720 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,73 ms,35 Mbps,4534 kB/s
8.219.51.211,443,8.219.51.211,SG,Singapore,中转,168 ms,68 Mbps,8721 kB/s
130.162.184.221,443,2a0b:21c0:1007:c7:0:5000:fca8:cc15,DE,Frankfurt,隧道,155 ms,98 Mbps,12595 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,75 ms,246 Mbps,31539 kB/s
150.230.120.37,443,2a0b:21c0:100a:1b1:0:c03c:8ec0:c292,DE,Frankfurt,隧道,155 ms,90 Mbps,11571 kB/s
8.219.60.54,443,8.219.60.54,SG,Singapore,中转,200 ms,78 Mbps,10035 kB/s
168.138.71.220,443,168.138.71.220,CA,Toronto,中转,168 ms,44 Mbps,5652 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,154 ms,37 Mbps,4789 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,5 ms,0 Mbps,2 kB/s
130.61.83.37,443,130.61.83.37,DE,Frankfurt,中转,180 ms,120 Mbps,15360 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,150 ms,139 Mbps,17817 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,150 ms,121 Mbps,15564 kB/s
8.219.237.250,443,8.219.237.250,SG,Singapore,中转,172 ms,118 Mbps,15155 kB/s
143.47.234.165,443,2a0b:21c0:100a:1b6:0:866e:3469:4727,DE,Frankfurt,隧道,258 ms,99 Mbps,12697 kB/s
130.162.184.173,443,130.162.184.173,GB,London,中转,142 ms,46 Mbps,5977 kB/s
168.138.66.11,443,168.138.66.11,CA,Montréal,中转,201 ms,51 Mbps,6603 kB/s
146.56.44.85,443,146.56.44.85,KR,Tokyo,中转,130 ms,43 Mbps,5504 kB/s
144.24.85.158,443,144.24.85.158,KR,Seoul,中转,131 ms,80 Mbps,10240 kB/s
150.230.122.228,443,2a0b:21c0:100a:1b3:0:3338:b57b:70d3,DE,Frankfurt,隧道,154 ms,111 Mbps,14233 kB/s
8.219.174.142,443,8.219.174.142,SG,Singapore,中转,169 ms,107 Mbps,13721 kB/s
8.219.193.202,443,8.219.193.202,SG,Singapore,中转,169 ms,89 Mbps,11468 kB/s
138.2.180.100,443,2a0b:21c0:100a:1f9:0:5ad1:8ce6:9a6b,DE,Frankfurt,隧道,192 ms,111 Mbps,14233 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,157 ms,88 Mbps,11264 kB/s
8.222.128.75,443,8.222.128.75,SG,Singapore,中转,168 ms,1 Mbps,157 kB/s
8.219.198.34,443,8.219.198.34,SG,Singapore,中转,169 ms,89 Mbps,11468 kB/s
144.21.34.161,443,98.98.166.198,AE,Frankfurt,隧道,208 ms,107 Mbps,13721 kB/s
152.67.78.184,443,152.67.78.184,CH,Milan,中转,173 ms,39 Mbps,5052 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Tokyo,隧道,131 ms,122 Mbps,15667 kB/s
140.238.40.67,443,140.238.40.67,JP,Tokyo,中转,155 ms,36 Mbps,4643 kB/s
158.180.68.56,443,158.180.68.56,KR,Tokyo,中转,131 ms,119 Mbps,15257 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,168 ms,68 Mbps,8819 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,152 ms,92 Mbps,11878 kB/s
8.218.204.128,443,8.218.204.128,HK,Hong Kong,中转,153 ms,106 Mbps,13619 kB/s
138.2.156.11,443,2a0b:21c0:100a:1b4:0:9be1:3951:c91b,DE,Frankfurt,隧道,155 ms,88 Mbps,11264 kB/s
138.2.104.102,443,138.2.104.102,SG,Singapore,中转,168 ms,112 Mbps,14336 kB/s
8.219.0.162,443,8.219.0.162,SG,Singapore,中转,169 ms,84 Mbps,10854 kB/s
8.219.126.240,443,8.219.126.240,SG,Singapore,中转,276 ms,88 Mbps,11264 kB/s
129.150.37.203,443,129.150.37.203,SG,Singapore,中转,168 ms,100 Mbps,12800 kB/s
8.219.114.201,443,8.219.114.201,SG,Singapore,中转,171 ms,108 Mbps,13926 kB/s
152.67.44.30,443,152.67.44.30,BR,Rio de Janeiro,中转,184 ms,41 Mbps,5301 kB/s
8.219.78.1,443,8.219.78.1,SG,Singapore,中转,169 ms,80 Mbps,10240 kB/s
8.219.161.129,443,8.219.161.129,SG,Singapore,中转,168 ms,99 Mbps,12697 kB/s
8.219.5.10,443,8.219.5.10,SG,Singapore,中转,170 ms,87 Mbps,11161 kB/s
204.216.218.114,443,204.216.218.114,IT,Paris,中转,161 ms,39 Mbps,5099 kB/s
8.219.103.65,443,8.219.103.65,SG,Singapore,中转,181 ms,54 Mbps,6920 kB/s
152.70.56.49,443,2606:f240:f00:2be4:0:8e6c:ca47:556d,US,Frankfurt,隧道,203 ms,102 Mbps,13107 kB/s
8.222.204.128,443,8.222.204.128,SG,Singapore,中转,169 ms,47 Mbps,6123 kB/s
8.219.67.133,443,8.219.67.133,SG,Singapore,中转,237 ms,59 Mbps,7609 kB/s
129.154.220.23,443,2602:ffe4:407:21d9:0:118f:49ee:aad7,SG,Singapore,隧道,196 ms,74 Mbps,9581 kB/s
8.222.181.117,443,8.222.181.117,SG,Singapore,中转,169 ms,92 Mbps,11776 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,150 ms,37 Mbps,4736 kB/s
8.219.170.232,443,8.219.170.232,SG,Singapore,中转,169 ms,74 Mbps,9529 kB/s
8.209.110.55,443,2a0b:21c0:1007:1c8:0:3abc:fd79:6b8c,DE,Frankfurt,隧道,262 ms,117 Mbps,15052 kB/s
152.70.62.54,443,2a0b:21c0:100a:1fa:0:badf:76c9:8480,DE,Frankfurt,隧道,158 ms,102 Mbps,13107 kB/s
47.91.89.88,443,2a0b:21c0:1007:1c8:0:3020:4f2b:5277,DE,Frankfurt,隧道,156 ms,108 Mbps,13824 kB/s
141.147.105.234,443,2606:f240:f00:46c4:0:a740:943f:854e,US,Frankfurt,隧道,153 ms,91 Mbps,11673 kB/s
144.21.41.123,443,2606:f240:f00:eaf1:0:8cfe:db60:a015,US,Frankfurt,隧道,155 ms,59 Mbps,7555 kB/s
132.226.2.12,443,2602:ffe4:407:20da:0:3518:789d:31be,SG,Singapore,隧道,170 ms,104 Mbps,13312 kB/s
130.162.33.66,443,2606:f240:f00:5a42:0:7d11:c6e6:c01d,US,Frankfurt,隧道,156 ms,116 Mbps,14950 kB/s
47.243.173.187,443,47.243.173.187,HK,Hong Kong,中转,152 ms,77 Mbps,9888 kB/s
8.222.208.38,443,8.222.208.38,SG,Singapore,中转,181 ms,90 Mbps,11571 kB/s
8.222.164.209,443,8.222.164.209,SG,Singapore,中转,349 ms,66 Mbps,8480 kB/s
193.122.58.158,443,163.123.193.5,DE,Frankfurt,隧道,153 ms,112 Mbps,14438 kB/s
140.238.1.158,443,140.238.1.158,KR,Seoul,中转,130 ms,134 Mbps,17203 kB/s
8.219.199.220,443,8.219.199.220,SG,Singapore,中转,169 ms,65 Mbps,8411 kB/s
150.230.6.108,443,150.230.6.108,JP,Osaka,中转,156 ms,106 Mbps,13619 kB/s
8.219.248.47,443,8.219.248.47,SG,Singapore,中转,238 ms,86 Mbps,11059 kB/s
141.147.103.241,443,2a0b:21c0:1007:1ca:0:3627:577b:151,DE,Frankfurt,隧道,155 ms,104 Mbps,13414 kB/s
8.219.109.183,443,8.219.109.183,SG,Singapore,中转,169 ms,86 Mbps,11059 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,161 ms,38 Mbps,4874 kB/s
193.122.96.17,443,2602:ffe4:407:20d9:0:daba:2fd8:3c0d,SG,Singapore,隧道,185 ms,80 Mbps,10342 kB/s
132.226.239.67,443,2602:ffe4:407:20d9:0:6e13:e920:cd98,SG,Singapore,隧道,183 ms,78 Mbps,10035 kB/s
8.219.210.64,443,8.219.210.64,SG,Singapore,中转,197 ms,81 Mbps,10444 kB/s
132.226.10.65,443,132.226.10.65,JP,Tokyo,中转,161 ms,37 Mbps,4849 kB/s
