中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.103.203,443,43.153.103.203,US,San Jose,中转,21 ms,1488 Mbps,190464 kB/s
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:c,US,Buffalo,隧道,83 ms,100 Mbps,12800 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,309 Mbps,39628 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,3 ms,460 Mbps,58982 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::c:367,US,Los Angeles,隧道,24 ms,14 Mbps,1806 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,68 ms,328 Mbps,42086 kB/s
35.230.79.26,443,35.230.82.124,US,Seattle,隧道,30 ms,904 Mbps,115712 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,14 ms,126 Mbps,16179 kB/s
35.197.23.75,443,35.230.82.124,US,Seattle,隧道,20 ms,912 Mbps,116736 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,36 ms,1256 Mbps,160768 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,48 ms,1904 Mbps,243712 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,29 ms,622 Mbps,79667 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,36 ms,739 Mbps,94617 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,22 ms,2 Mbps,347 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,141 ms,145 Mbps,18636 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,26 ms,252 Mbps,32256 kB/s
34.82.76.253,443,34.168.30.215,US,Seattle,隧道,50 ms,808 Mbps,103424 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,17 ms,697 Mbps,89292 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,72 ms,264 Mbps,33792 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,52 ms,370 Mbps,47411 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,154 ms,78 Mbps,10035 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,68 ms,276 Mbps,35430 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,44 ms,60 Mbps,7778 kB/s
99.83.209.185,443,3.87.121.25,US,Ashburn,隧道,61 ms,424 Mbps,54272 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,65 ms,18 Mbps,2403 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,69 ms,317 Mbps,40652 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,19 ms,1816 Mbps,232448 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,156 ms,111 Mbps,14233 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,219 ms,176 Mbps,22630 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,181 ms,103 Mbps,13209 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,150 ms,38 Mbps,4907 kB/s
143.198.130.24,443,143.198.130.24,US,San Jose,中转,98 ms,1536 Mbps,196608 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,156 ms,120 Mbps,15360 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,221 ms,119 Mbps,15257 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,222 ms,92 Mbps,11878 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,197 ms,39 Mbps,5055 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,72 ms,96 Mbps,12288 kB/s
146.56.161.229,443,146.56.161.229,KR,Tokyo,中转,134 ms,128 Mbps,16384 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,281 ms,40 Mbps,5180 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,157 ms,101 Mbps,13004 kB/s
144.21.51.110,443,144.21.51.110,GB,London,中转,195 ms,113 Mbps,14540 kB/s
144.24.189.244,443,23.236.112.222,AE,Frankfurt,隧道,170 ms,63 Mbps,8110 kB/s
8.219.201.245,443,8.219.201.245,75 Mbps,9706 kB/s
141.147.1.105,443,2a0b:21c0:1007:1ca:0:dcf7:d89e:ac57,DE,Frankfurt,隧道,153 ms,87 Mbps,11161 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,210 ms,467 Mbps,59801 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,147 ms,48 Mbps,6219 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,172 ms,81 Mbps,10444 kB/s
158.101.210.88,443,2606:f240:f00:2be4:0:695e:7224:3fb2,US,Frankfurt,隧道,154 ms,120 Mbps,15360 kB/s
141.148.237.36,443,98.98.166.190,AE,Frankfurt,隧道,153 ms,122 Mbps,15667 kB/s
