中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
141.147.16.130,443,2a0b:21c0:1007:ca:0:cd24:4587:e7ca,DE,Frankfurt,隧道,87 ms,149 Mbps,19148 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,68 ms,124 Mbps,15974 kB/s
192.9.132.79,443,192.9.132.79,US,San Jose,中转,70 ms,291 Mbps,37273 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,6 ms,72 Mbps,9277 kB/s
168.138.71.220,443,168.138.71.220,CA,Toronto,中转,92 ms,67 Mbps,8677 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,80 ms,52 Mbps,6662 kB/s
168.138.66.11,443,168.138.66.11,CA,Toronto,中转,75 ms,69 Mbps,8843 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,7 Mbps,953 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,194 ms,101 Mbps,13004 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,36 ms,1392 Mbps,178176 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,68 ms,316 Mbps,40448 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,67 ms,43 Mbps,5557 kB/s
130.61.176.29,443,130.61.176.29,DE,Frankfurt,中转,86 ms,261 Mbps,33484 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,61 ms,334 Mbps,42803 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,75 ms,235 Mbps,30105 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,27 ms,41 Mbps,5358 kB/s
138.2.128.71,443,2a0b:21c0:100a:1b6:0:5664:241f:9188,DE,Frankfurt,隧道,88 ms,140 Mbps,17920 kB/s
152.67.65.201,443,152.67.65.201,CH,Milan,中转,99 ms,30 Mbps,3905 kB/s
129.159.47.255,443,129.159.47.255,US,San Jose,中转,67 ms,47 Mbps,6046 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,70 ms,40 Mbps,5183 kB/s
