中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,15 ms,952 Mbps,121856 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,298 Mbps,38195 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26a:60,US,Los Angeles,隧道,51 ms,89 Mbps,11468 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,41 ms,888 Mbps,113664 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,52 ms,727 Mbps,93081 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,51 ms,429 Mbps,54988 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,17 ms,758 Mbps,97075 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,420 Mbps,53760 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,51 ms,388 Mbps,49766 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,52 ms,49 Mbps,6311 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,58 ms,460 Mbps,58880 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,21 ms,401 Mbps,51404 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,352 Mbps,45158 kB/s
35.230.79.26,443,34.83.26.184,US,Seattle,隧道,51 ms,414 Mbps,53043 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,80 ms,379 Mbps,48537 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,89 ms,23 Mbps,3018 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,128 ms,412 Mbps,52838 kB/s
35.197.23.75,443,34.83.26.184,US,Seattle,隧道,53 ms,414 Mbps,53043 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,180 Mbps,23142 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,51 ms,319 Mbps,40857 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,100 ms,41 Mbps,5283 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,58 ms,53 Mbps,6872 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,105 ms,100 Mbps,12800 kB/s
34.82.76.253,443,34.168.30.215,US,Seattle,隧道,48 ms,476 Mbps,61030 kB/s
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:c,US,Buffalo,隧道,58 ms,89 Mbps,11468 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,51 ms,453 Mbps,58060 kB/s
138.3.254.39,443,138.3.254.39,,Frankfurt,中转,0 ms,179 Mbps,22937 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,187 Mbps,23961 kB/s
130.162.163.183,443,2a0b:21c0:1007:1c7:0:69a0:961c:497e,DE,Frankfurt,隧道,106 ms,136 Mbps,17408 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,110 ms,186 Mbps,23859 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,103 ms,242 Mbps,31027 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,52 ms,98 Mbps,12595 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,59 ms,50 Mbps,6437 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,108 ms,184 Mbps,23654 kB/s
150.230.126.94,443,2a0b:21c0:1007:ca:0:796b:89b:adaa,DE,Frankfurt,隧道,107 ms,180 Mbps,23040 kB/s
152.70.60.191,443,2a0b:21c0:100a:1b5:0:346c:195e:7d7b,DE,Frankfurt,隧道,105 ms,97 Mbps,12492 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,199 ms,22 Mbps,2863 kB/s
47.254.182.232,443,2a0b:21c0:100a:1b6:0:1527:520a:a609,DE,Frankfurt,隧道,107 ms,92 Mbps,11776 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,208 ms,64 Mbps,8193 kB/s
141.147.107.130,443,2a0b:21c0:100a:1b0:0:bcee:d5aa:374,DE,Frankfurt,隧道,111 ms,101 Mbps,13004 kB/s
130.162.238.13,443,2a0b:21c0:1007:c7:0:8e03:47ba:799d,DE,Frankfurt,隧道,110 ms,132 Mbps,16896 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,202 ms,34 Mbps,4465 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,100 ms,43 Mbps,5527 kB/s
8.209.125.16,443,2a0b:21c0:100a:1b5:0:4765:52c7:ab38,DE,Frankfurt,隧道,113 ms,107 Mbps,13721 kB/s
132.226.199.22,443,2606:f240:f00:a683:0:ba54:e185:690a,US,Frankfurt,隧道,106 ms,197 Mbps,25292 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,215 ms,49 Mbps,6337 kB/s
132.226.202.46,443,2a0b:21c0:100a:1b7:0:fe59:3a57:206,DE,Frankfurt,隧道,106 ms,112 Mbps,14336 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,218 ms,77 Mbps,9964 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,156 ms,120 Mbps,15462 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,289 ms,44 Mbps,5722 kB/s
84.235.173.139,443,2a0b:21c0:100a:1b1:0:fe80:a470:be3,DE,Frankfurt,隧道,109 ms,111 Mbps,14233 kB/s
158.101.209.33,443,2606:f240:f00:eaf1:0:73f1:404b:edf1,US,Frankfurt,隧道,182 ms,99 Mbps,12697 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,208 ms,67 Mbps,8692 kB/s
8.211.10.214,443,98.98.166.170,AE,Frankfurt,隧道,107 ms,116 Mbps,14950 kB/s
150.230.126.48,443,2a0b:21c0:1007:ca:0:5a05:3a6f:1210,DE,Frankfurt,隧道,107 ms,139 Mbps,17817 kB/s
8.222.193.65,443,8.222.193.65,,colo.txt:Singapore,中转,0 ms,61 Mbps,7877 kB/s
141.144.207.185,443,2a0b:21c0:1007:c9:0:7fc1:50de:cb9e,DE,Frankfurt,隧道,106 ms,120 Mbps,15360 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,186 ms,90 Mbps,11571 kB/s
8.219.199.220,443,8.219.199.220,SG,Singapore,中转,208 ms,71 Mbps,9101 kB/s
47.242.94.48,443,47.242.94.48,HK,Hong Kong,中转,193 ms,31 Mbps,4090 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,217 ms,2 Mbps,331 kB/s
141.145.199.188,443,141.145.199.188,FR,,中转,97 ms,204 Mbps,26112 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,281 ms,38 Mbps,4895 kB/s
204.110.220.3,443,204.110.220.175,US,,隧道,61 ms,326 Mbps,41779 kB/s
8.219.66.156,443,8.219.66.156,SG,Tokyo,中转,299 ms,59 Mbps,7569 kB/s
138.2.99.97,443,138.2.99.97,SG,Singapore,中转,211 ms,62 Mbps,7964 kB/s
8.219.109.183,443,8.219.109.183,SG,Singapore,中转,213 ms,66 Mbps,8555 kB/s
8.219.103.65,443,8.219.103.65,SG,Singapore,中转,211 ms,67 Mbps,8605 kB/s
