中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,5 ms,52 Mbps,6702 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,28 ms,272 Mbps,34918 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,6 ms,0 Mbps,76 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,74 ms,140 Mbps,17920 kB/s
152.67.254.70,443,152.67.254.70,US,San Jose,中转,36 ms,82 Mbps,10547 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,45 ms,430 Mbps,55091 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,61 ms,46 Mbps,5891 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,7 ms,1344 Mbps,172032 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,44 ms,1560 Mbps,199680 kB/s
168.138.66.11,443,168.138.66.11,CA,Montréal,中转,86 ms,46 Mbps,5918 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,69 ms,272 Mbps,34816 kB/s
8.219.237.250,443,8.219.237.250,SG,Singapore,中转,178 ms,97 Mbps,12492 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,27 ms,291 Mbps,37273 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,152 ms,43 Mbps,5631 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,139 ms,7 Mbps,969 kB/s
47.90.141.204,443,91.149.239.206,US,Los Angeles,隧道,74 ms,9 Mbps,1153 kB/s
144.24.85.158,443,144.24.85.158,KR,Seoul,中转,132 ms,79 Mbps,10137 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,128 ms,136 Mbps,17510 kB/s
144.21.51.110,443,144.21.51.110,GB,London,中转,142 ms,5 Mbps,759 kB/s
8.219.174.142,443,8.219.174.142,SG,Singapore,中转,178 ms,112 Mbps,14336 kB/s
8.219.60.54,443,8.219.60.54,SG,Singapore,中转,181 ms,78 Mbps,10035 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,154 ms,35 Mbps,4571 kB/s
47.243.173.187,443,47.243.173.187,HK,Hong Kong,中转,149 ms,11 Mbps,1453 kB/s
8.222.226.92,443,8.222.226.92,SG,Singapore,中转,301 ms,68 Mbps,8726 kB/s
8.219.114.201,443,8.219.114.201,SG,Singapore,中转,186 ms,100 Mbps,12902 kB/s
8.219.0.162,443,8.219.0.162,SG,Singapore,中转,256 ms,74 Mbps,9491 kB/s
8.219.106.156,443,8.219.106.156,SG,Singapore,中转,180 ms,104 Mbps,13312 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,144 ms,112 Mbps,14438 kB/s
138.2.18.184,443,138.2.18.184,JP,Tokyo,中转,161 ms,37 Mbps,4808 kB/s
8.222.208.38,443,8.222.208.38,SG,Singapore,中转,215 ms,84 Mbps,10854 kB/s
8.210.92.27,443,8.210.92.27,HK,Hong Kong,中转,162 ms,0 Mbps,34 kB/s
8.218.204.128,443,8.218.204.128,HK,Hong Kong,中转,165 ms,87 Mbps,11161 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,163 ms,89 Mbps,11468 kB/s
8.217.121.210,443,8.217.121.210,HK,Hong Kong,中转,155 ms,100 Mbps,12800 kB/s
8.222.233.183,443,8.222.233.183,SG,Singapore,中转,177 ms,113 Mbps,14540 kB/s
8.219.78.1,443,8.219.78.1,SG,Singapore,中转,178 ms,88 Mbps,11366 kB/s
8.211.7.208,443,98.98.166.178,AE,Frankfurt,隧道,156 ms,94 Mbps,12083 kB/s
8.222.128.75,443,8.222.128.75,SG,Singapore,中转,177 ms,1 Mbps,164 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,157 ms,105 Mbps,13516 kB/s
140.238.40.67,443,140.238.40.67,JP,Tokyo,中转,158 ms,42 Mbps,5400 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,194 ms,108 Mbps,13926 kB/s
8.219.174.213,443,8.219.174.213,SG,Singapore,中转,178 ms,86 Mbps,11059 kB/s
140.238.65.48,443,140.238.65.48,GB,London,中转,253 ms,129 Mbps,16588 kB/s
8.219.201.8,443,8.219.201.8,SG,Singapore,中转,187 ms,74 Mbps,9477 kB/s
47.245.86.230,443,47.245.86.230,SG,Singapore,中转,178 ms,80 Mbps,10342 kB/s
8.222.137.192,443,8.222.137.192,SG,Singapore,中转,180 ms,81 Mbps,10444 kB/s
8.219.193.202,443,8.219.193.202,SG,Singapore,中转,196 ms,82 Mbps,10547 kB/s
140.238.1.158,443,140.238.1.158,KR,Seoul,中转,165 ms,126 Mbps,16179 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,386 ms,41 Mbps,5289 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,179 ms,65 Mbps,8328 kB/s
8.211.11.55,443,2a0b:21c0:100a:1b7:0:5932:b0d2:255c,DE,Frankfurt,隧道,159 ms,84 Mbps,10752 kB/s
8.219.103.65,443,8.219.103.65,SG,Singapore,中转,199 ms,80 Mbps,10342 kB/s
8.219.84.214,443,8.219.84.214,SG,Singapore,中转,238 ms,71 Mbps,9164 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,203 ms,120 Mbps,15462 kB/s
8.219.51.211,443,8.219.51.211,SG,Singapore,中转,184 ms,88 Mbps,11264 kB/s
131.186.60.210,443,2603:c021:8002:900:8479:146e:b870:4762,JP,Tokyo,隧道,166 ms,44 Mbps,5733 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,162 ms,45 Mbps,5771 kB/s
8.222.181.117,443,8.222.181.117,SG,Singapore,中转,178 ms,101 Mbps,13004 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,176 ms,0 Mbps,48 kB/s
8.218.85.128,443,8.218.85.128,HK,Hong Kong,中转,157 ms,95 Mbps,12185 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,156 ms,41 Mbps,5317 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,159 ms,40 Mbps,5149 kB/s
8.222.164.209,443,8.222.164.209,SG,Singapore,中转,178 ms,66 Mbps,8532 kB/s
204.216.218.114,443,204.216.218.114,IT,Zurich,中转,173 ms,45 Mbps,5830 kB/s
8.211.54.130,443,8.211.54.130,DE,Frankfurt,中转,158 ms,31 Mbps,4063 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,177 ms,43 Mbps,5532 kB/s
8.219.50.180,443,8.219.50.180,SG,Singapore,中转,178 ms,87 Mbps,11161 kB/s
8.219.248.47,443,8.219.248.47,SG,Singapore,中转,177 ms,78 Mbps,9993 kB/s
8.219.240.160,443,8.219.240.160,SG,Singapore,中转,189 ms,1 Mbps,132 kB/s
8.219.111.147,443,8.219.111.147,SG,Singapore,中转,203 ms,99 Mbps,12697 kB/s
8.219.124.227,443,8.219.124.227,SG,Singapore,中转,200 ms,59 Mbps,7569 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,152 ms,103 Mbps,13209 kB/s
8.217.49.234,443,8.217.49.234,HK,,中转,156 ms,90 Mbps,11571 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,177 ms,92 Mbps,11878 kB/s
130.61.239.203,443,130.61.239.203,DE,Frankfurt,中转,155 ms,57 Mbps,7327 kB/s
8.219.198.34,443,8.219.198.34,SG,Singapore,中转,178 ms,96 Mbps,12288 kB/s
8.219.170.232,443,8.219.170.232,SG,Singapore,中转,177 ms,82 Mbps,10547 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,167 ms,38 Mbps,4879 kB/s
150.230.221.148,443,150.230.221.148,JP,Tokyo,中转,164 ms,103 Mbps,13209 kB/s
8.219.42.72,443,8.219.42.72,SG,Singapore,中转,188 ms,90 Mbps,11571 kB/s
8.219.199.220,443,8.219.199.220,SG,Singapore,中转,233 ms,92 Mbps,11878 kB/s
8.219.222.98,443,8.219.222.98,SG,Singapore,中转,292 ms,88 Mbps,11264 kB/s
8.219.126.240,443,8.219.126.240,SG,Singapore,中转,261 ms,87 Mbps,11161 kB/s
8.219.210.64,443,8.219.210.64,SG,Singapore,中转,177 ms,80 Mbps,10342 kB/s
8.219.66.156,443,8.219.66.156,SG,Tokyo,中转,181 ms,78 Mbps,10035 kB/s
8.218.148.106,443,8.218.148.106,HK,,中转,270 ms,0 Mbps,97 kB/s
103.137.63.2,443,61.224.75.141,TW,,隧道,139 ms,124 Mbps,15974 kB/s
158.101.175.51,443,158.101.175.51,DE,Frankfurt,中转,153 ms,37 Mbps,4800 kB/s
141.147.97.37,443,141.147.97.37,GB,London,中转,144 ms,123 Mbps,15769 kB/s
141.145.199.188,443,2603:c027:c002:9a00:b670:5cb3:e47d:8c20,FR,,隧道,152 ms,117 Mbps,15052 kB/s
152.70.55.237,443,2a0b:21c0:1007:1c8:0:14c2:ad9:2b07,DE,Frankfurt,隧道,155 ms,104 Mbps,13312 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,18 ms,57 Mbps,7339 kB/s
130.162.184.173,443,130.162.184.173,GB,London,中转,144 ms,34 Mbps,4455 kB/s
131.186.62.248,443,131.186.62.248,JP,Tokyo,中转,159 ms,98 Mbps,12595 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,154 ms,55 Mbps,7092 kB/s
129.159.130.38,443,129.159.130.38,IL,Paris,中转,197 ms,42 Mbps,5498 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,150 ms,45 Mbps,5833 kB/s
143.47.242.195,443,143.47.242.195,GB,London,中转,143 ms,49 Mbps,6327 kB/s
8.219.161.129,443,8.219.161.129,SG,Singapore,中转,177 ms,104 Mbps,13414 kB/s
47.242.202.230,443,47.242.202.230,HK,Hong Kong,中转,155 ms,101 Mbps,13004 kB/s
8.219.4.122,443,8.219.4.122,SG,Singapore,中转,178 ms,90 Mbps,11571 kB/s
8.222.222.64,443,8.222.222.64,SG,Singapore,中转,178 ms,95 Mbps,12185 kB/s
8.219.200.145,443,8.219.200.145,SG,Singapore,中转,270 ms,67 Mbps,8640 kB/s
130.61.83.37,443,130.61.83.37,DE,Frankfurt,中转,152 ms,112 Mbps,14336 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,200 ms,112 Mbps,14336 kB/s
8.219.54.203,443,8.219.54.203,SG,Singapore,中转,191 ms,100 Mbps,12800 kB/s
8.219.5.10,443,8.219.5.10,SG,Singapore,中转,177 ms,88 Mbps,11264 kB/s
144.24.243.207,443,144.24.243.207,CH,,中转,167 ms,43 Mbps,5630 kB/s
47.57.245.232,443,47.89.249.212,US,San Jose,隧道,226 ms,0 Mbps,125 kB/s
129.151.221.152,443,129.151.221.152,SE,,中转,161 ms,101 Mbps,13004 kB/s
47.57.14.118,443,47.254.95.194,US,San Jose,隧道,162 ms,1 Mbps,233 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,159 ms,2 Mbps,284 kB/s
139.185.34.131,443,139.185.34.131,AE,,中转,259 ms,16 Mbps,2148 kB/s
47.242.60.161,443,47.242.60.161,HK,Hong Kong,中转,159 ms,115 Mbps,14745 kB/s
