中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,52 ms,368 Mbps,47206 kB/s
150.136.61.148,443,2603:c020:4009:349a:e5b2:21c2:5db7:b3d3,US,Ashburn,隧道,16 ms,86 Mbps,11059 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,62 ms,256 Mbps,32768 kB/s
130.162.42.131,443,2a0b:21c0:1007:1c7:0:493c:5ba9:9cae,DE,Frankfurt,隧道,106 ms,101 Mbps,13004 kB/s
132.145.232.187,443,2a0b:21c0:1007:c9:0:9d77:d620:9907,DE,Frankfurt,隧道,106 ms,170 Mbps,21811 kB/s
132.226.212.242,443,2606:f240:f00:6acf:0:844d:434f:b28a,US,Frankfurt,隧道,106 ms,127 Mbps,16281 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,72 ms,423 Mbps,54169 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,65 ms,376 Mbps,48230 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,104 ms,47 Mbps,6044 kB/s
144.24.183.13,443,2a0b:21c0:1007:1cb:0:f509:978d:a643,DE,Frankfurt,隧道,106 ms,196 Mbps,25190 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,101 ms,46 Mbps,5949 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,108 ms,100 Mbps,12800 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,55 ms,46 Mbps,5915 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,120 ms,7 Mbps,973 kB/s
144.24.189.21,443,144.24.189.21,DE,Frankfurt,中转,106 ms,39 Mbps,5102 kB/s
144.21.38.153,443,2606:f240:f00:46c4:0:56fb:eb33:1e76,US,Frankfurt,隧道,106 ms,94 Mbps,12083 kB/s
143.47.237.161,443,2a0b:21c0:100a:1fa:0:4072:9b36:1952,DE,Frankfurt,隧道,107 ms,95 Mbps,12185 kB/s
43.153.181.217,443,43.153.181.217,JP,Tokyo,中转,146 ms,128 Mbps,16486 kB/s
141.148.247.198,443,2a0b:21c0:100a:1b0:0:e3c9:e6c7:293c,DE,Frankfurt,隧道,125 ms,115 Mbps,14745 kB/s
144.21.55.238,443,98.98.166.194,AE,Frankfurt,隧道,107 ms,194 Mbps,24883 kB/s
138.2.155.94,443,2a0b:21c0:100a:1b3:0:eb89:c938:58ff,DE,Frankfurt,隧道,105 ms,115 Mbps,14745 kB/s
141.148.246.73,443,2a0b:21c0:1007:cb:0:7124:d53d:759c,DE,Frankfurt,隧道,106 ms,189 Mbps,24268 kB/s
138.2.172.241,443,2a0b:21c0:100a:1b3:0:4daa:8f64:eae3,DE,Frankfurt,隧道,108 ms,110 Mbps,14131 kB/s
141.148.227.25,443,2a0b:21c0:1007:c8:0:1d19:cd38:5c34,DE,Frankfurt,隧道,111 ms,158 Mbps,20275 kB/s
140.238.65.48,443,140.238.65.48,GB,London,中转,143 ms,223 Mbps,28569 kB/s
130.162.44.211,443,2606:f240:f00:b2ed:0:8897:cb8c:45bb,US,Frankfurt,隧道,106 ms,173 Mbps,22220 kB/s
