中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.18.134.231,443,192.18.134.231,US,San Jose,中转,26 ms,287 Mbps,36761 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,63 ms,49 Mbps,6362 kB/s
130.61.64.126,443,2a0b:21c0:100a:1f9:0:f0d6:31f4:3d0b,DE,Frankfurt,隧道,156 ms,74 Mbps,9491 kB/s
168.138.66.11,443,168.138.66.11,CA,Toronto,中转,73 ms,1 Mbps,212 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,190 Mbps,24371 kB/s
192.9.159.65,443,192.9.159.65,US,San Jose,中转,40 ms,46 Mbps,5932 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,3 ms,93 Mbps,11980 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,153 ms,42 Mbps,5473 kB/s
141.147.46.228,443,2a0b:21c0:100a:1b7:0:698c:b510:f37c,DE,Frankfurt,隧道,196 ms,84 Mbps,10854 kB/s
130.162.240.86,443,2a0b:21c0:1007:1cb:0:49df:7265:73a3,DE,Frankfurt,隧道,154 ms,94 Mbps,12083 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,149 ms,38 Mbps,4886 kB/s
130.162.168.171,443,98.98.156.30,AE,Frankfurt,隧道,156 ms,101 Mbps,13004 kB/s
143.47.181.8,443,2a0b:21c0:100a:1b1:0:9598:8f0d:1eb4,DE,Frankfurt,隧道,164 ms,100 Mbps,12800 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,155 ms,38 Mbps,4892 kB/s
158.180.68.56,443,158.180.68.56,KR,Seoul,中转,138 ms,123 Mbps,15769 kB/s
150.230.123.223,443,98.98.166.178,AE,Frankfurt,隧道,164 ms,81 Mbps,10444 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,84 ms,271 Mbps,34713 kB/s
146.56.38.224,443,2602:ffe4:407:20da:0:bfba:be9f:f248,SG,Singapore,隧道,193 ms,74 Mbps,9521 kB/s
47.242.60.161,443,47.242.60.161,HK,Hong Kong,中转,149 ms,105 Mbps,13516 kB/s
144.24.172.16,443,2a0b:21c0:100a:1b2:0:13a8:4af0:cb01,DE,Frankfurt,隧道,153 ms,87 Mbps,11161 kB/s
8.219.210.64,443,8.219.210.64,SG,Singapore,中转,168 ms,88 Mbps,11366 kB/s
138.2.104.102,443,138.2.104.102,SG,Singapore,中转,170 ms,109 Mbps,14028 kB/s
8.218.204.128,443,8.218.204.128,HK,Hong Kong,中转,154 ms,41 Mbps,5351 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,84 ms,52 Mbps,6723 kB/s
8.218.148.106,443,8.218.148.106,HK,,中转,154 ms,0 Mbps,5 kB/s
152.70.48.71,443,2a0b:21c0:100a:1b3:0:b61e:8abd:1beb,DE,Frankfurt,隧道,158 ms,85 Mbps,10956 kB/s
130.61.206.201,443,2a0b:21c0:1007:ca:0:a75d:480d:a255,DE,Frankfurt,隧道,198 ms,96 Mbps,12390 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,106 ms,35 Mbps,4523 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,155 ms,41 Mbps,5341 kB/s
152.70.173.64,443,2a0b:21c0:1007:ca:0:4f78:71a8:eaca,DE,Frankfurt,隧道,153 ms,99 Mbps,12697 kB/s
141.147.71.221,443,2a0b:21c0:1007:c9:0:4fac:fb34:66be,DE,Frankfurt,隧道,200 ms,87 Mbps,11161 kB/s
141.144.233.27,443,98.98.156.34,AE,Frankfurt,隧道,166 ms,81 Mbps,10444 kB/s
8.219.109.183,443,8.219.109.183,SG,Singapore,中转,177 ms,84 Mbps,10854 kB/s
132.226.10.65,443,132.226.10.65,JP,Tokyo,中转,185 ms,38 Mbps,4946 kB/s
8.219.42.72,443,8.219.42.72,SG,Singapore,中转,172 ms,82 Mbps,10547 kB/s
8.219.111.147,443,8.219.111.147,SG,Singapore,中转,172 ms,100 Mbps,12902 kB/s
141.147.190.128,443,141.147.190.128,JP,Tokyo,中转,149 ms,40 Mbps,5146 kB/s
8.219.67.133,443,8.219.67.133,SG,Singapore,中转,168 ms,62 Mbps,7989 kB/s
150.230.6.108,443,150.230.6.108,JP,Osaka,中转,150 ms,103 Mbps,13209 kB/s
152.70.59.74,443,2a0b:21c0:1007:ca:0:725e:d000:7eca,DE,Frankfurt,隧道,155 ms,80 Mbps,10240 kB/s
158.101.211.213,443,2606:f240:f00:46c4:0:c626:7c33:5e28,US,Frankfurt,隧道,155 ms,60 Mbps,7740 kB/s
130.162.218.166,443,2606:f240:f00:5a42:0:5c80:71f7:6e9b,US,Frankfurt,隧道,159 ms,120 Mbps,15462 kB/s
143.47.188.208,443,2a0b:21c0:1007:1c8:0:55a8:8b59:fc89,DE,Frankfurt,隧道,155 ms,117 Mbps,15052 kB/s
144.21.34.77,443,2a0b:21c0:100a:1b6:0:c94:a0ca:61b0,DE,Frankfurt,隧道,258 ms,93 Mbps,11980 kB/s
143.47.185.243,443,2a0b:21c0:1007:1c7:0:1608:7fbf:f6ee,DE,Frankfurt,隧道,225 ms,102 Mbps,13107 kB/s
144.21.42.243,443,2a0b:21c0:1007:c7:0:ae0a:8376:427a,DE,Frankfurt,隧道,161 ms,82 Mbps,10547 kB/s
141.147.80.72,443,2a0b:21c0:1007:1ca:0:49b4:89f9:40d9,DE,Frankfurt,隧道,160 ms,81 Mbps,10444 kB/s
152.67.78.184,443,152.67.78.184,CH,Milan,中转,167 ms,42 Mbps,5464 kB/s
8.219.126.240,443,8.219.126.240,SG,Singapore,中转,169 ms,81 Mbps,10444 kB/s
150.230.124.201,443,2a0b:21c0:1007:1c7:0:1ffe:4625:f47,DE,Frankfurt,隧道,172 ms,75 Mbps,9676 kB/s
144.21.55.5,443,2606:f240:f00:b2ed:0:5133:1bba:3934,US,Frankfurt,隧道,153 ms,97 Mbps,12492 kB/s
8.222.208.38,443,8.222.208.38,SG,Singapore,中转,168 ms,90 Mbps,11571 kB/s
158.101.204.175,443,2a0b:21c0:100a:1f9:0:b0da:7e38:963c,DE,Frankfurt,隧道,160 ms,81 Mbps,10444 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,160 ms,39 Mbps,5060 kB/s
