中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,258 Mbps,33075 kB/s
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:c,US,Buffalo,隧道,25 ms,88 Mbps,11264 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,71 ms,448 Mbps,57344 kB/s
35.230.79.26,443,34.83.174.15,US,Seattle,隧道,50 ms,447 Mbps,57241 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,60 ms,1152 Mbps,147456 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,19 ms,776 Mbps,99430 kB/s
35.197.23.75,443,34.83.174.15,US,Seattle,隧道,53 ms,386 Mbps,49459 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,52 ms,412 Mbps,52736 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,372 Mbps,47616 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,21 ms,436 Mbps,55910 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,211 Mbps,27033 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,27 ms,32 Mbps,4101 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,55 ms,50 Mbps,6506 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,118 ms,424 Mbps,54272 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,61 ms,354 Mbps,45363 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,109 ms,153 Mbps,19660 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,69 ms,364 Mbps,46694 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,64 ms,736 Mbps,94208 kB/s
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,408 Mbps,52224 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,110 ms,178 Mbps,22835 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,100 ms,45 Mbps,5784 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,110 ms,104 Mbps,13414 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,193 ms,90 Mbps,11571 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,109 ms,43 Mbps,5568 kB/s
141.148.225.123,443,2a0b:21c0:100a:1b2:0:1156:fd0d:a770,DE,Frankfurt,隧道,108 ms,104 Mbps,13312 kB/s
144.24.172.179,443,2a0b:21c0:1007:c9:0:9187:3166:ccce,DE,Frankfurt,隧道,113 ms,168 Mbps,21504 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,144 Mbps,18432 kB/s
132.226.131.96,443,2a0b:21c0:100a:1b7:0:b4ea:5b87:959a,DE,Frankfurt,隧道,113 ms,94 Mbps,12083 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,154 ms,107 Mbps,13721 kB/s
158.101.192.187,443,2a0b:21c0:1007:1c8:0:80c6:848f:5dbb,DE,Frankfurt,隧道,129 ms,166 Mbps,21299 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,114 ms,154 Mbps,19763 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,51 ms,460 Mbps,58880 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,212 ms,58 Mbps,7465 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,212 ms,75 Mbps,9624 kB/s
141.147.105.124,443,2a0b:21c0:100a:1f9:0:a9b9:739e:5b74,DE,Frankfurt,隧道,110 ms,112 Mbps,14336 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,113 ms,47 Mbps,6055 kB/s
152.67.133.217,443,2606:f240:f00:46c4:0:c3d5:da88:63ab,US,Frankfurt,隧道,130 ms,104 Mbps,13414 kB/s
193.123.38.39,443,2a0b:21c0:100a:1b4:0:3456:e02f:97c1,DE,Frankfurt,隧道,110 ms,85 Mbps,10956 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,197 ms,34 Mbps,4478 kB/s
141.147.106.195,443,2a0b:21c0:100a:1b2:0:80da:20be:7c9f,DE,Frankfurt,隧道,111 ms,104 Mbps,13312 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,210 ms,26 Mbps,3444 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,104 ms,40 Mbps,5211 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,295 ms,30 Mbps,3911 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,213 ms,64 Mbps,8212 kB/s
47.242.202.230,443,47.242.202.230,HK,Hong Kong,中转,231 ms,61 Mbps,7808 kB/s
132.226.1.227,443,2603:c021:8001:801:f494:88cb:3117:e10,JP,Tokyo,隧道,209 ms,57 Mbps,7414 kB/s
8.210.92.27,443,8.210.92.27,HK,Hong Kong,中转,201 ms,0 Mbps,35 kB/s
8.222.164.209,443,8.222.164.209,SG,Singapore,中转,214 ms,75 Mbps,9704 kB/s
152.70.235.207,443,152.70.235.207,KR,Tokyo,中转,169 ms,40 Mbps,5231 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,212 ms,61 Mbps,7852 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,223 ms,2 Mbps,335 kB/s
8.219.111.147,443,8.219.111.147,SG,Singapore,中转,221 ms,43 Mbps,5522 kB/s
146.56.132.247,443,146.56.132.247,KR,Tokyo,中转,172 ms,0 Mbps,49 kB/s
8.219.50.180,443,8.219.50.180,SG,Singapore,中转,209 ms,62 Mbps,8023 kB/s
8.219.210.64,443,8.219.210.64,SG,Singapore,中转,211 ms,68 Mbps,8744 kB/s
8.219.66.156,443,8.219.66.156,SG,Tokyo,中转,212 ms,65 Mbps,8422 kB/s
8.219.4.122,443,8.219.4.122,SG,Singapore,中转,208 ms,68 Mbps,8743 kB/s
131.186.33.118,443,131.186.33.118,JP,Tokyo,中转,208 ms,32 Mbps,4116 kB/s
8.219.98.13,443,8.219.98.13,SG,Singapore,中转,209 ms,56 Mbps,7273 kB/s
18.191.122.211,443,3.13.180.72,US,,隧道,22 ms,504 Mbps,64614 kB/s
204.110.220.3,443,204.110.220.19,US,,隧道,61 ms,332 Mbps,42496 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,198 ms,35 Mbps,4556 kB/s
3.138.59.154,443,3.13.180.72,US,,隧道,21 ms,545 Mbps,69836 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,38 ms,759 Mbps,97177 kB/s
