中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.144.191.4,443,3.144.191.4,US,Chicago,中转,117 ms,657 Mbps,84172 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,31 ms,557 Mbps,71372 kB/s
35.230.79.26,443,34.83.26.184,US,Seattle,隧道,68 ms,308 Mbps,39526 kB/s
34.154.110.117,443,2a0b:21c0:100a:1b7:0:1acd:13ef:4226,DE,Frankfurt,隧道,102 ms,105 Mbps,13516 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,272 Mbps,34918 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,35 ms,566 Mbps,72499 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,83 ms,398 Mbps,50995 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,68 ms,347 Mbps,44441 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,38 ms,28 Mbps,3665 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,101 ms,46 Mbps,5972 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,88 ms,255 Mbps,32665 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,86 ms,264 Mbps,33792 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,71 ms,313 Mbps,40140 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,74 ms,292 Mbps,37376 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,105 ms,125 Mbps,16076 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,78 ms,281 Mbps,36044 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,72 ms,286 Mbps,36659 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,87 ms,231 Mbps,29593 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,78 ms,280 Mbps,35840 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,73 ms,295 Mbps,37785 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,53 ms,414 Mbps,53043 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,88 ms,228 Mbps,29286 kB/s
35.198.83.144,443,2a0b:21c0:1007:c9:0:28ce:7901:d5cd,DE,Frankfurt,隧道,100 ms,186 Mbps,23859 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,205 ms,209 Mbps,26828 kB/s
192.9.159.65,443,192.9.159.65,US,San Jose,中转,74 ms,43 Mbps,5622 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,175 ms,45 Mbps,5798 kB/s
35.197.23.75,443,34.83.26.184,US,Seattle,隧道,70 ms,292 Mbps,37376 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,118 ms,217 Mbps,27852 kB/s
8.222.193.65,443,8.222.193.65,SG,69 Mbps,8950 kB/s
150.230.122.76,443,150.230.122.76,GB,London,中转,212 ms,271 Mbps,34713 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,323 ms,92 Mbps,11776 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,89 ms,50 Mbps,6415 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,170 ms,118 Mbps,15155 kB/s
8.209.85.15,443,2a0b:21c0:1007:c7:0:e816:2f30:dc4,DE,Frankfurt,隧道,86 ms,184 Mbps,23552 kB/s
130.61.239.203,443,130.61.239.203,DE,Frankfurt,中转,89 ms,114 Mbps,14643 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,7 ms,29 Mbps,3827 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,223 ms,67 Mbps,8611 kB/s
146.56.161.229,443,146.56.161.229,,colo.txt:Tokyo,中转,0 ms,84 Mbps,10752 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,189 ms,79 Mbps,10137 kB/s
144.22.252.124,443,144.22.252.124,BR,S
