中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,34.83.206.197,US,Seattle,隧道,27 ms,131 Mbps,16793 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,26 ms,718 Mbps,91955 kB/s
198.46.188.190,443,2a09:bac1:76a0:118::c7:11,US,Buffalo,隧道,83 ms,90 Mbps,11571 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,28 ms,329 Mbps,42188 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,59 ms,64 Mbps,8297 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,35 ms,1296 Mbps,165888 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,5 ms,1472 Mbps,188416 kB/s
34.82.76.253,443,34.127.109.144,US,Seattle,隧道,25 ms,816 Mbps,104448 kB/s
35.197.23.75,443,34.83.206.197,US,Seattle,隧道,53 ms,697 Mbps,89292 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,44 ms,699 Mbps,89497 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,29 ms,1136 Mbps,145408 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,49 ms,1328 Mbps,169984 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,40 ms,655 Mbps,83865 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,25 ms,1104 Mbps,141312 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,33 ms,542 Mbps,69427 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,106 ms,162 Mbps,20787 kB/s
129.153.213.8,443,129.153.213.8,US,Los Angeles,中转,59 ms,26 Mbps,3440 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,62 ms,371 Mbps,47513 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,63 ms,7 Mbps,974 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,147 ms,130 Mbps,16691 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,159 ms,45 Mbps,5803 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,95 ms,512 Mbps,65536 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,61 ms,320 Mbps,41062 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,214 ms,66 Mbps,8485 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,63 ms,272 Mbps,34918 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,174 ms,81 Mbps,10444 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,151 ms,42 Mbps,5395 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,77 ms,20 Mbps,2640 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,147 ms,44 Mbps,5633 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,231 ms,84 Mbps,10854 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,153 ms,113 Mbps,14540 kB/s
138.3.222.135,443,138.3.222.135,JP,Tokyo,中转,153 ms,40 Mbps,5247 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,155 ms,104 Mbps,13312 kB/s
138.2.18.184,443,138.2.18.184,JP,Tokyo,中转,154 ms,32 Mbps,4193 kB/s
141.144.203.231,443,2606:f240:f00:eaf1:0:5e57:a7b3:6603,US,Frankfurt,隧道,155 ms,78 Mbps,9989 kB/s
