中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,34.83.174.15,US,Seattle,隧道,65 ms,353 Mbps,45260 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,80 ms,205 Mbps,26316 kB/s
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:c,US,Buffalo,隧道,17 ms,88 Mbps,11264 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,361 Mbps,46284 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,129 ms,288 Mbps,36966 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,30 ms,517 Mbps,66252 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,31 ms,704 Mbps,90214 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,90 ms,194 Mbps,24883 kB/s
35.197.23.75,443,34.83.174.15,US,Seattle,隧道,69 ms,284 Mbps,36352 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,184 ms,284 Mbps,36352 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,87 ms,163 Mbps,20889 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,66 ms,47 Mbps,6019 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,86 ms,248 Mbps,31744 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,69 ms,422 Mbps,54067 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,84 ms,258 Mbps,33075 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,70 ms,334 Mbps,42803 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,65 ms,24 Mbps,3183 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,114 Mbps,14643 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,94 ms,538 Mbps,68915 kB/s
43.153.103.203,443,43.153.103.203,US,358 Mbps,45875 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,124 ms,536 Mbps,68608 kB/s
129.146.7.98,443,2a09:bac5:60ef:78::c:2cf,US,Los Angeles,隧道,67 ms,71 Mbps,9182 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,85 ms,238 Mbps,30515 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,124 ms,437 Mbps,56012 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,69 ms,348 Mbps,44544 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,93 ms,46 Mbps,5896 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,90 ms,220 Mbps,28160 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,220 Mbps,28262 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,64 ms,256 Mbps,32870 kB/s
141.147.98.237,443,2a0b:21c0:100a:1b6:0:7a73:a5e8:48fe,DE,Frankfurt,隧道,93 ms,104 Mbps,13414 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,69 ms,0 Mbps,26 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,71 ms,123 Mbps,15769 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,67 ms,325 Mbps,41676 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,201 ms,98 Mbps,12595 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,71 ms,296 Mbps,37990 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,89 ms,47 Mbps,6053 kB/s
143.47.250.101,443,2606:f240:f00:dd8d:0:f9bf:e488:2d17,US,Frankfurt,隧道,94 ms,207 Mbps,26521 kB/s
193.123.62.167,443,2a0b:21c0:1007:1c8:0:3a42:6aa5:110f,DE,Frankfurt,隧道,100 ms,128 Mbps,16384 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,158 ms,47 Mbps,6110 kB/s
141.144.204.247,443,2a0b:21c0:1007:1ca:0:133b:8535:cd92,DE,Frankfurt,隧道,101 ms,128 Mbps,16384 kB/s
130.61.239.203,443,130.61.239.203,DE,Frankfurt,中转,86 ms,134 Mbps,17203 kB/s
18.130.168.34,443,18.130.168.34,GB,,中转,77 ms,260 Mbps,33382 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,216 ms,23 Mbps,2981 kB/s
3.138.59.154,443,3.13.180.72,US,,隧道,11 ms,740 Mbps,94720 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,221 ms,66 Mbps,8566 kB/s
8.219.201.245,443,8.219.201.245,,colo.txt:Singapore,中转,0 ms,59 Mbps,7605 kB/s
131.186.28.236,443,131.186.28.236,KR,Tokyo,中转,189 ms,37 Mbps,4825 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,219 ms,34 Mbps,4397 kB/s
146.56.161.229,443,146.56.161.229,KR,Tokyo,中转,193 ms,75 Mbps,9618 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,226 ms,62 Mbps,8007 kB/s
8.219.66.156,443,8.219.66.156,SG,Tokyo,中转,232 ms,53 Mbps,6876 kB/s
8.219.103.65,443,8.219.103.65,SG,Singapore,中转,231 ms,55 Mbps,7073 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,233 ms,32 Mbps,4200 kB/s
138.2.122.51,443,2602:ffe4:407:21d9:0:9f2f:8a54:aed6,SG,Singapore,隧道,250 ms,48 Mbps,6172 kB/s
141.145.199.188,443,2603:c027:c002:9a00:b670:5cb3:e47d:8c20,FR,,隧道,87 ms,198 Mbps,25395 kB/s
204.110.220.3,443,204.110.220.19,US,,隧道,96 ms,209 Mbps,26828 kB/s
47.243.107.148,443,47.243.107.148,HK,Hong Kong,中转,207 ms,54 Mbps,6976 kB/s
8.219.5.10,443,8.219.5.10,SG,Singapore,中转,225 ms,66 Mbps,8554 kB/s
138.3.210.24,443,2603:c021:800d:a344:0:1::,JP,Tokyo,隧道,220 ms,60 Mbps,7778 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,81 ms,122 Mbps,15667 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,224 ms,2 Mbps,293 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,288 ms,28 Mbps,3649 kB/s
8.219.200.145,443,8.219.200.145,SG,Singapore,中转,221 ms,64 Mbps,8278 kB/s
103.137.63.3,443,61.224.100.75,TW,,隧道,209 ms,71 Mbps,9113 kB/s
138.2.7.60,443,2602:ffe4:407:20da:0:1a62:f9ae:713a,SG,Singapore,隧道,240 ms,53 Mbps,6869 kB/s
34.70.91.86,443,34.70.91.86,US,,中转,109 ms,574 Mbps,73523 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,221 ms,52 Mbps,6749 kB/s
18.191.122.211,443,3.13.180.72,US,,隧道,17 ms,661 Mbps,84684 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,222 ms,2 Mbps,362 kB/s
44.230.218.23,443,54.212.217.183,US,,隧道,80 ms,255 Mbps,32665 kB/s
3.67.232.136,443,3.68.128.205,DE,,隧道,90 ms,234 Mbps,30003 kB/s
34.148.187.247,443,34.148.187.247,US,,中转,21 ms,872 Mbps,111616 kB/s
18.156.209.101,443,3.68.128.205,DE,,隧道,90 ms,231 Mbps,29593 kB/s
3.68.62.122,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,97 ms,250 Mbps,32051 kB/s
35.157.240.237,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,89 ms,243 Mbps,31129 kB/s
18.159.105.97,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,89 ms,236 Mbps,30310 kB/s
18.192.93.64,443,3.68.128.205,DE,,隧道,88 ms,242 Mbps,31027 kB/s
43.204.146.16,443,43.204.146.16,IN,,中转,202 ms,52 Mbps,6772 kB/s
124.156.202.172,443,124.156.202.172,SG,,中转,220 ms,67 Mbps,8681 kB/s
8.211.21.59,443,2a0b:21c0:1007:1ca:0:f05c:736c:a5ff,DE,Frankfurt,隧道,86 ms,142 Mbps,18227 kB/s
18.185.254.189,443,3.68.128.205,DE,,隧道,87 ms,234 Mbps,30003 kB/s
3.66.115.225,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,90 ms,219 Mbps,28057 kB/s
3.127.55.133,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,185 ms,219 Mbps,28057 kB/s
141.147.34.220,443,2a0b:21c0:1007:1c7:0:c0bf:9bd0:a4ab,DE,Frankfurt,隧道,86 ms,140 Mbps,17920 kB/s
130.162.191.104,443,2606:f240:f00:a683:0:976f:aee2:5427,US,Frankfurt,隧道,90 ms,211 Mbps,27033 kB/s
141.144.198.142,443,98.98.156.26,AE,Frankfurt,隧道,89 ms,109 Mbps,14028 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,256 Mbps,32768 kB/s
152.67.65.201,443,152.67.65.201,CH,Milan,中转,97 ms,42 Mbps,5487 kB/s
132.226.214.177,443,2a0b:21c0:100a:1b6:0:8b82:2c1d:d2e6,DE,Frankfurt,隧道,122 ms,104 Mbps,13312 kB/s
144.21.50.146,443,2a0b:21c0:1007:1c7:0:b7d5:b867:8e4b,DE,Frankfurt,隧道,93 ms,189 Mbps,24268 kB/s
