中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,2a09:bac1:7680:e18::1bd:8d,US,Los Angeles,隧道,17 ms,50 Mbps,6417 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,17 ms,55 Mbps,7127 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,131 Mbps,16793 kB/s
35.197.23.75,443,34.83.174.15,US,Seattle,隧道,38 ms,550 Mbps,70451 kB/s
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:c,US,Buffalo,隧道,87 ms,94 Mbps,12083 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,18 ms,952 Mbps,121856 kB/s
43.153.103.203,443,43.153.103.203,,San Jose,中转,0 ms,888 Mbps,113664 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,23 ms,992 Mbps,126976 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,18 ms,928 Mbps,118784 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,38 ms,538 Mbps,68915 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,42 ms,476 Mbps,60928 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,158 ms,112 Mbps,14438 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,40 ms,354 Mbps,45363 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,143 ms,137 Mbps,17612 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,32 ms,702 Mbps,89907 kB/s
35.230.79.26,443,34.83.174.15,US,Seattle,隧道,115 ms,544 Mbps,69632 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,148 ms,109 Mbps,14028 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,18 ms,348 Mbps,44544 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,24 ms,671 Mbps,85913 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,17 ms,34 Mbps,4357 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,41 ms,69 Mbps,8907 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,93 ms,622 Mbps,79667 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,108 ms,164 Mbps,20992 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,37 ms,55 Mbps,7076 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,173 ms,88 Mbps,11264 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,341 ms,0 Mbps,11 kB/s
150.230.47.17,443,150.230.47.17,US,San Jose,中转,27 ms,976 Mbps,124928 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,57 ms,22 Mbps,2831 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,141 ms,41 Mbps,5262 kB/s
64.110.103.69,443,64.110.103.69,,colo.txt:Osaka,中转,0 ms,35 Mbps,4540 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,146 ms,131 Mbps,16793 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,52 ms,429 Mbps,54988 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,55 ms,386 Mbps,49459 kB/s
138.3.222.135,443,138.3.222.135,JP,Tokyo,中转,170 ms,39 Mbps,5007 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,174 ms,72 Mbps,9294 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,146 ms,127 Mbps,16281 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,178 ms,79 Mbps,10137 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,151 ms,40 Mbps,5157 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,151 ms,120 Mbps,15360 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,149 ms,89 Mbps,11468 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,134 ms,119 Mbps,15257 kB/s
8.219.103.65,443,8.219.103.65,SG,Singapore,中转,175 ms,68 Mbps,8746 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,36 ms,104 Mbps,13414 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,163 ms,45 Mbps,5847 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,180 ms,81 Mbps,10444 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,175 ms,3 Mbps,412 kB/s
47.245.86.230,443,47.245.86.230,SG,Singapore,中转,322 ms,81 Mbps,10444 kB/s
44.230.218.23,443,54.212.217.183,US,,隧道,36 ms,224 Mbps,28774 kB/s
140.238.15.251,443,140.238.15.251,KR,Seoul,中转,131 ms,18 Mbps,2380 kB/s
8.219.114.201,443,8.219.114.201,SG,Singapore,中转,177 ms,55 Mbps,7096 kB/s
8.222.137.192,443,8.222.137.192,SG,Singapore,中转,174 ms,79 Mbps,10137 kB/s
8.217.121.210,443,8.217.121.210,HK,Hong Kong,中转,157 ms,92 Mbps,11776 kB/s
144.24.83.117,443,144.24.83.117,KR,Seoul,中转,133 ms,73 Mbps,9437 kB/s
204.110.220.3,443,204.110.220.19,US,,隧道,36 ms,465 Mbps,59596 kB/s
131.186.62.248,443,131.186.62.248,JP,Tokyo,中转,164 ms,97 Mbps,12492 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,134 ms,86 Mbps,11059 kB/s
8.219.174.142,443,8.219.174.142,SG,Singapore,中转,175 ms,101 Mbps,13004 kB/s
8.219.161.129,443,8.219.161.129,SG,Singapore,中转,174 ms,89 Mbps,11468 kB/s
132.226.1.227,443,2603:c021:8001:801:f494:88cb:3117:e10,JP,Tokyo,隧道,164 ms,88 Mbps,11264 kB/s
47.242.41.222,443,47.242.41.222,HK,Hong Kong,中转,157 ms,2 Mbps,329 kB/s
8.219.68.162,443,2001:470:35:b48::2,US,Singapore,隧道,174 ms,29 Mbps,3836 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,44 ms,544 Mbps,69632 kB/s
8.219.66.156,443,8.219.66.156,SG,Tokyo,中转,180 ms,84 Mbps,10752 kB/s
3.138.59.154,443,3.13.180.72,US,,隧道,52 ms,408 Mbps,52224 kB/s
47.57.245.232,443,47.89.249.212,US,San Jose,隧道,159 ms,2 Mbps,335 kB/s
18.191.122.211,443,3.13.180.72,US,,隧道,52 ms,42 Mbps,5427 kB/s
54.203.85.46,443,204.110.220.242,US,,隧道,36 ms,486 Mbps,62259 kB/s
18.130.168.34,443,18.130.168.34,GB,,中转,133 ms,149 Mbps,19148 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,60 ms,313 Mbps,40140 kB/s
18.192.93.64,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,146 ms,128 Mbps,16384 kB/s
141.145.199.188,443,2603:c027:c002:9a00:b670:5cb3:e47d:8c20,133 Mbps,17100 kB/s
