中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,30 ms,580 Mbps,74240 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,268 Mbps,34304 kB/s
34.82.76.253,443,34.168.30.215,US,Seattle,隧道,68 ms,291 Mbps,37273 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,69 ms,309 Mbps,39628 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,12 ms,28 Mbps,3662 kB/s
35.197.23.75,443,34.19.22.183,US,Seattle,隧道,65 ms,349 Mbps,44748 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,84 ms,334 Mbps,42803 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,87 ms,141 Mbps,18124 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,46 ms,872 Mbps,111616 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,15 ms,740 Mbps,94720 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,21 ms,402 Mbps,51507 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,331 Mbps,42393 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,70 ms,307 Mbps,39321 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,65 ms,328 Mbps,41984 kB/s
35.230.79.26,443,34.19.22.183,US,Seattle,隧道,67 ms,335 Mbps,42905 kB/s
47.253.86.6,443,47.253.86.6,US,Ashburn,中转,64 ms,464 Mbps,59392 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,139 ms,287 Mbps,36761 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,86 ms,217 Mbps,27852 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,128 ms,96 Mbps,12288 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,86 ms,46 Mbps,5911 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,88 ms,218 Mbps,27955 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,122 ms,278 Mbps,35635 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,43 ms,519 Mbps,66457 kB/s
168.138.71.220,443,168.138.71.220,CA,Toronto,中转,33 ms,26 Mbps,3434 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,64 ms,49 Mbps,6311 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,72 ms,88 Mbps,11264 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,89 ms,328 Mbps,41984 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,76 ms,253 Mbps,32460 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,113 ms,245 Mbps,31436 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,99 ms,96 Mbps,12288 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,173 ms,222 Mbps,28467 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,101 ms,291 Mbps,37273 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,207 Mbps,26521 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,90 ms,42 Mbps,5399 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,74 ms,46 Mbps,5933 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,160 ms,332 Mbps,42598 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,88 ms,172 Mbps,22016 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,257 ms,116 Mbps,14848 kB/s
132.145.9.16,443,2a0b:21c0:100a:1b2:0:a920:f269:b5b7,DE,Frankfurt,隧道,93 ms,131 Mbps,16793 kB/s
138.2.142.203,443,2a0b:21c0:100a:1b2:0:e2c5:9ae4:f647,DE,Frankfurt,隧道,101 ms,145 Mbps,18636 kB/s
204.216.218.114,443,204.216.218.114,IT,Milan,中转,109 ms,46 Mbps,5996 kB/s
198.46.200.132,443,198.46.200.132,US,Los Angeles,中转,72 ms,4 Mbps,611 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,227 ms,47 Mbps,6104 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,195 ms,83 Mbps,10649 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,220 ms,2 Mbps,278 kB/s
8.219.190.62,443,8.219.190.62,SG,Singapore,中转,220 ms,60 Mbps,7710 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,226 ms,29 Mbps,3723 kB/s
47.243.5.248,443,47.243.5.248,HK,Hong Kong,中转,208 ms,21 Mbps,2795 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,225 ms,67 Mbps,8624 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,225 ms,64 Mbps,8281 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,213 ms,38 Mbps,4961 kB/s
129.154.50.220,443,129.154.50.220,KR,Hong Kong,中转,183 ms,79 Mbps,10137 kB/s
146.56.146.67,443,146.56.146.67,KR,Hong Kong,中转,181 ms,69 Mbps,8910 kB/s
47.74.4.97,443,47.74.4.97,JP,Tokyo,中转,273 ms,31 Mbps,4029 kB/s
8.219.124.227,443,8.219.124.227,SG,Singapore,中转,219 ms,60 Mbps,7737 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,314 ms,56 Mbps,7255 kB/s
44.230.218.23,443,54.212.217.183,US,,隧道,84 ms,6 Mbps,863 kB/s
8.219.222.98,443,8.219.222.98,SG,Singapore,中转,231 ms,52 Mbps,6739 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,211 ms,64 Mbps,8209 kB/s
131.186.28.236,443,131.186.28.236,KR,Tokyo,中转,183 ms,34 Mbps,4381 kB/s
8.219.70.151,443,8.219.70.151,SG,Singapore,中转,223 ms,57 Mbps,7325 kB/s
150.230.6.108,443,150.230.6.108,JP,Osaka,中转,213 ms,57 Mbps,7307 kB/s
18.191.122.211,443,3.13.180.72,US,,隧道,37 ms,719 Mbps,92057 kB/s
8.219.54.203,443,8.219.54.203,SG,Singapore,中转,229 ms,54 Mbps,7026 kB/s
3.138.59.154,443,3.13.180.72,US,,隧道,15 ms,675 Mbps,86425 kB/s
47.243.126.79,443,47.243.126.79,HK,Hong Kong,中转,208 ms,0 Mbps,72 kB/s
8.219.164.237,443,8.219.164.237,SG,Singapore,中转,230 ms,63 Mbps,8128 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,29 ms,573 Mbps,73420 kB/s
8.219.66.156,443,8.219.66.156,SG,Tokyo,中转,223 ms,55 Mbps,7105 kB/s
129.159.241.172,443,129.159.241.172,,,中转,0 ms,72 Mbps,9300 kB/s
8.213.137.24,443,8.213.137.24,SG,,中转,181 ms,82 Mbps,10547 kB/s
3.68.62.122,443,3.68.128.205,DE,,隧道,86 ms,238 Mbps,30515 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,165 ms,228 Mbps,29184 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,83 ms,246 Mbps,31539 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,214 ms,3 Mbps,394 kB/s
3.67.232.136,443,3.68.128.205,DE,,隧道,91 ms,171 Mbps,21913 kB/s
18.130.168.34,443,18.130.168.34,GB,,中转,94 ms,267 Mbps,34201 kB/s
204.110.220.3,443,204.110.220.175,US,,隧道,87 ms,202 Mbps,25907 kB/s
18.192.93.64,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,90 ms,212 Mbps,27136 kB/s
35.157.240.237,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,141 ms,216 Mbps,27750 kB/s
18.156.209.101,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,90 ms,203 Mbps,26009 kB/s
18.185.254.189,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,88 ms,208 Mbps,26726 kB/s
35.183.163.195,443,15.222.60.76,CA,,隧道,20 ms,762 Mbps,97587 kB/s
18.159.105.97,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,87 ms,262 Mbps,33587 kB/s
54.203.85.46,443,204.110.220.14,US,,隧道,128 ms,42 Mbps,5461 kB/s
3.66.115.225,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,91 ms,258 Mbps,33075 kB/s
3.127.55.133,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,89 ms,241 Mbps,30924 kB/s
103.137.63.3,443,122.118.171.25,TW,,隧道,278 ms,75 Mbps,9646 kB/s
43.204.146.16,443,43.204.146.16,IN,,中转,207 ms,61 Mbps,7892 kB/s
43.205.48.107,443,43.205.48.107,IN,,中转,196 ms,68 Mbps,8758 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,95 ms,47 Mbps,6142 kB/s
144.21.51.110,443,144.21.51.110,GB,London,中转,75 ms,265 Mbps,33996 kB/s
150.230.47.17,443,150.230.47.17,US,San Jose,中转,70 ms,308 Mbps,39424 kB/s
47.245.33.33,443,47.245.33.33,JP,Tokyo,中转,158 ms,31 Mbps,4005 kB/s
141.147.16.95,443,2a0b:21c0:100a:1b0:0:60e7:42d1:f0f3,DE,Frankfurt,隧道,87 ms,135 Mbps,17305 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,155 ms,43 Mbps,5563 kB/s
144.24.74.51,443,144.24.74.51,KR,Tokyo,中转,228 ms,72 Mbps,9242 kB/s
129.151.205.193,443,129.151.205.193,SE,Stockholm,中转,158 ms,213 Mbps,27340 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,208 ms,61 Mbps,7813 kB/s
193.123.34.91,443,98.98.156.14,AE,Frankfurt,隧道,90 ms,120 Mbps,15462 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,29 ms,5 Mbps,757 kB/s
8.210.92.27,443,8.210.92.27,HK,Hong Kong,中转,208 ms,0 Mbps,33 kB/s
141.147.75.121,443,2a0b:21c0:1007:c7:0:51d2:bf86:553b,DE,Frankfurt,隧道,161 ms,149 Mbps,19148 kB/s
8.219.237.250,443,8.219.237.250,SG,Singapore,中转,221 ms,66 Mbps,8535 kB/s
8.211.17.168,443,2a0b:21c0:1007:ca:0:b6c:e5ce:c50e,DE,Frankfurt,隧道,86 ms,165 Mbps,21196 kB/s
140.238.13.96,443,140.238.13.96,KR,Seoul,中转,363 ms,77 Mbps,9903 kB/s
141.147.190.128,443,141.147.190.128,JP,Tokyo,中转,216 ms,36 Mbps,4647 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,70 ms,307 Mbps,39321 kB/s
8.211.44.147,443,2a0b:21c0:100a:1b4:0:2132:c16c:d42,DE,Frankfurt,隧道,87 ms,146 Mbps,18739 kB/s
8.219.78.1,443,8.219.78.1,SG,Singapore,中转,230 ms,61 Mbps,7915 kB/s
8.211.40.251,443,98.98.166.194,AE,Frankfurt,隧道,86 ms,152 Mbps,19558 kB/s
158.101.176.173,443,98.98.156.30,AE,Frankfurt,隧道,93 ms,123 Mbps,15769 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,93 ms,48 Mbps,6236 kB/s
144.24.78.162,443,144.24.78.162,KR,Tokyo,中转,187 ms,45 Mbps,5770 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,87 ms,220 Mbps,28262 kB/s
8.211.23.1,443,2a0b:21c0:100a:1b0:0:34c4:d17:bef4,DE,Frankfurt,隧道,88 ms,128 Mbps,16384 kB/s
