中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
155.248.202.141,443,155.248.202.141,US,San Jose,中转,18 ms,53 Mbps,6909 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,58 ms,337 Mbps,43212 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,16 ms,64 Mbps,8201 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,65 ms,51 Mbps,6601 kB/s
192.9.224.194,443,192.9.224.194,US,San Jose,中转,54 ms,65 Mbps,8380 kB/s
150.230.47.17,443,150.230.47.17,US,San Jose,中转,86 ms,1112 Mbps,142336 kB/s
8.219.4.122,443,8.219.4.122,SG,Singapore,中转,173 ms,91 Mbps,11673 kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,22 ms,392 Mbps,50278 kB/s
8.219.98.13,443,8.219.98.13,SG,Singapore,中转,176 ms,55 Mbps,7061 kB/s
130.61.83.37,443,130.61.83.37,DE,Frankfurt,中转,146 ms,120 Mbps,15360 kB/s
144.21.32.210,443,98.98.156.18,AE,Frankfurt,隧道,147 ms,101 Mbps,13004 kB/s
144.21.49.30,443,2a0b:21c0:100a:1b1:0:d53c:998f:12c,DE,Frankfurt,隧道,150 ms,71 Mbps,9148 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,145 ms,68 Mbps,8803 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,168 ms,77 Mbps,9932 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,46 ms,80 Mbps,10240 kB/s
130.162.240.183,443,2a0b:21c0:1007:1c7:0:8d79:a028:db,DE,Frankfurt,隧道,172 ms,93 Mbps,11980 kB/s
152.70.248.96,443,2a09:bac5:4750:1a14::299:2f,KR,Seoul,隧道,163 ms,6 Mbps,800 kB/s
152.70.56.189,443,2a0b:21c0:100a:1f9:0:3680:76d8:6f1,DE,Frankfurt,隧道,145 ms,73 Mbps,9423 kB/s
