中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.46.188.190,443,2a09:bac5:a5fa:7cd::c7:c,US,Buffalo,隧道,26 ms,80 Mbps,10240 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,52 ms,167 Mbps,21401 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,68 ms,276 Mbps,35328 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,34 ms,816 Mbps,104448 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,102 ms,170 Mbps,21811 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,53 ms,369 Mbps,47308 kB/s
34.82.76.253,443,34.19.102.69,US,Seattle,隧道,51 ms,420 Mbps,53760 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,18 ms,358 Mbps,45875 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,56 ms,392 Mbps,50278 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,34 ms,677 Mbps,86732 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,60 ms,743 Mbps,95129 kB/s
35.230.79.26,443,35.233.204.31,US,Seattle,隧道,67 ms,409 Mbps,52428 kB/s
158.101.202.22,443,2a0b:21c0:1007:c8:0:72dc:a9e7:731c,DE,Frankfurt,隧道,105 ms,140 Mbps,17920 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,337 Mbps,43212 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,386 Mbps,49459 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,24 ms,26 Mbps,3395 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,104 ms,265 Mbps,33996 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,56 ms,338 Mbps,43315 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,83 ms,395 Mbps,50585 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,108 ms,204 Mbps,26214 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,59 ms,46 Mbps,5924 kB/s
35.197.23.75,443,35.233.204.31,US,Seattle,隧道,52 ms,443 Mbps,56729 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,174 ms,90 Mbps,11571 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,192 Mbps,24576 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,105 ms,153 Mbps,19660 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,437 Mbps,56012 kB/s
130.162.162.134,443,2a0b:21c0:1007:c9:0:b150:202a:1ab5,DE,Frankfurt,隧道,108 ms,127 Mbps,16281 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,108 ms,114 Mbps,14643 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,106 ms,44 Mbps,5708 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,53 ms,427 Mbps,54681 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,69 ms,262 Mbps,33587 kB/s
152.67.150.253,443,2a0b:21c0:1007:c8:0:a9a4:9290:4246,DE,Frankfurt,隧道,107 ms,123 Mbps,15769 kB/s
158.101.210.88,443,163.123.193.5,DE,Frankfurt,隧道,106 ms,191 Mbps,24473 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,105 ms,188 Mbps,24166 kB/s
138.3.255.95,443,2a0b:21c0:1007:cb:0:10c2:db37:4a4c,DE,Frankfurt,隧道,153 ms,125 Mbps,16076 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,148 ms,131 Mbps,16793 kB/s
152.67.135.114,443,2a0b:21c0:100a:1b3:0:5456:2097:9f81,DE,Frankfurt,隧道,127 ms,100 Mbps,12800 kB/s
130.162.209.102,443,2a0b:21c0:100a:1b0:0:3af9:d06d:a3d8,DE,Frankfurt,隧道,110 ms,96 Mbps,12390 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,116 ms,46 Mbps,5971 kB/s
152.67.65.201,443,152.67.65.201,CH,Milan,中转,129 ms,44 Mbps,5684 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,110 ms,180 Mbps,23142 kB/s
130.162.184.110,443,2a0b:21c0:100a:1b7:0:d905:158c:242d,DE,Frankfurt,隧道,161 ms,91 Mbps,11673 kB/s
138.2.142.35,443,2a0b:21c0:100a:1b4:0:b019:e5d6:e21e,DE,Frankfurt,隧道,117 ms,104 Mbps,13312 kB/s
8.222.193.65,443,8.222.193.65,,colo.txt:Singapore,中转,0 ms,65 Mbps,8326 kB/s
168.138.15.75,,,隧道,0 ms,null Mbps,null kB/s
8.210.118.122,443,8.210.118.122,HK,Hong Kong,中转,196 ms,80 Mbps,10240 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,175 ms,117 Mbps,15052 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,34 ms,183 Mbps,23449 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,195 ms,86 Mbps,11059 kB/s
141.144.194.5,443,98.98.166.174,AE,Frankfurt,隧道,128 ms,126 Mbps,16179 kB/s
150.230.117.182,443,2a0b:21c0:100a:1b0:0:3227:e1b3:9303,DE,Frankfurt,隧道,117 ms,102 Mbps,13107 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,214 ms,71 Mbps,9195 kB/s
8.219.198.34,443,8.219.198.34,SG,Singapore,中转,216 ms,69 Mbps,8885 kB/s
131.186.46.133,443,2602:ffe4:407:21d9:0:9082:b015:46f6,SG,Singapore,隧道,225 ms,58 Mbps,7474 kB/s
146.56.44.85,443,146.56.44.85,KR,Tokyo,中转,178 ms,36 Mbps,4654 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,215 ms,2 Mbps,317 kB/s
8.218.148.106,443,8.218.148.106,,,中转,0 ms,0 Mbps,3 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,211 ms,63 Mbps,8191 kB/s
129.159.253.18,443,2606:f240:f00:46c4:0:7c18:6917:af87,US,Frankfurt,隧道,262 ms,89 Mbps,11468 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,213 ms,71 Mbps,9200 kB/s
8.219.198.139,443,8.219.198.139,SG,Singapore,中转,212 ms,65 Mbps,8350 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,77 ms,305 Mbps,39116 kB/s
8.219.66.156,443,8.219.66.156,SG,Tokyo,中转,308 ms,51 Mbps,6600 kB/s
18.130.168.34,443,18.130.168.34,GB,,中转,98 ms,208 Mbps,26726 kB/s
18.191.122.211,443,3.130.94.216,US,,隧道,37 ms,664 Mbps,84992 kB/s
204.110.220.3,443,204.110.220.67,US,,隧道,64 ms,321 Mbps,41164 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,25 ms,684 Mbps,87552 kB/s
44.230.218.23,443,54.212.217.183,US,,隧道,65 ms,19 Mbps,2480 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,208 ms,2 Mbps,323 kB/s
103.137.63.3,443,122.118.167.60,TW,,隧道,191 ms,75 Mbps,9696 kB/s
204.110.223.49,443,204.110.223.49,US,,中转,19 ms,417 Mbps,53452 kB/s
3.67.232.136,443,3.68.128.205,DE,,隧道,109 ms,172 Mbps,22118 kB/s
