中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,40 ms,27 Mbps,3482 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,87 ms,194 Mbps,24883 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,73 ms,242 Mbps,31027 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,107 ms,274 Mbps,35123 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,67 ms,46 Mbps,5960 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,35 ms,596 Mbps,76390 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,84 ms,47 Mbps,6057 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,10 ms,1096 Mbps,140288 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,51 ms,712 Mbps,91238 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,312 Mbps,39936 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,89 ms,216 Mbps,27648 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,43 ms,553 Mbps,70860 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,235 Mbps,30105 kB/s
198.46.188.190,443,2a09:bac5:a5fa:7cd::c7:c,US,Buffalo,隧道,118 ms,85 Mbps,10956 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,15 ms,396 Mbps,50790 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,85 ms,209 Mbps,26828 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,224 Mbps,28774 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,67 ms,47 Mbps,6040 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,88 ms,250 Mbps,32051 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,74 ms,304 Mbps,39014 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,69 ms,317 Mbps,40652 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,88 ms,240 Mbps,30822 kB/s
35.230.79.26,443,35.233.204.31,US,Seattle,隧道,68 ms,339 Mbps,43417 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,89 ms,41 Mbps,5278 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,84 ms,243 Mbps,31129 kB/s
35.197.23.75,443,35.233.204.31,US,Seattle,隧道,70 ms,330 Mbps,42291 kB/s
150.230.47.17,443,150.230.47.17,US,San Jose,中转,93 ms,302 Mbps,38707 kB/s
168.138.71.220,443,168.138.71.220,CA,Toronto,中转,30 ms,81 Mbps,10444 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,81 ms,83 Mbps,10649 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,74 ms,280 Mbps,35942 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,87 ms,137 Mbps,17612 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,87 ms,46 Mbps,5998 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,75 ms,306 Mbps,39219 kB/s
141.147.97.37,443,141.147.97.37,GB,London,中转,205 ms,257 Mbps,32972 kB/s
144.24.189.21,443,144.24.189.21,DE,Frankfurt,中转,89 ms,47 Mbps,6117 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,212 ms,30 Mbps,3941 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,84 ms,133 Mbps,17100 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,192 ms,90 Mbps,11571 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,228 ms,58 Mbps,7477 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,231 ms,110 Mbps,14131 kB/s
8.217.64.144,443,8.217.64.144,HK,Hong Kong,中转,208 ms,57 Mbps,7379 kB/s
138.2.156.152,443,2606:f240:f00:a683:0:223:e8d7:2084,US,Frankfurt,隧道,113 ms,204 Mbps,26214 kB/s
204.110.220.3,443,204.110.220.67,US,,隧道,86 ms,203 Mbps,26009 kB/s
8.219.210.64,443,8.219.210.64,SG,Singapore,中转,228 ms,47 Mbps,6116 kB/s
152.70.235.207,443,152.70.235.207,KR,Tokyo,中转,193 ms,38 Mbps,4927 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,215 ms,70 Mbps,9006 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,220 ms,65 Mbps,8427 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,212 ms,35 Mbps,4592 kB/s
141.145.199.188,443,2603:c027:c002:9a00:b670:5cb3:e47d:8c20,FR,,隧道,119 ms,268 Mbps,34304 kB/s
18.191.122.211,443,3.130.94.216,US,,隧道,24 ms,1168 Mbps,149504 kB/s
8.222.204.128,443,8.222.204.128,SG,Singapore,中转,223 ms,66 Mbps,8538 kB/s
8.219.161.129,443,8.219.161.129,SG,Singapore,中转,218 ms,68 Mbps,8767 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,225 ms,2 Mbps,309 kB/s
