中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.159.65,443,192.9.159.65,US,San Jose,中转,74 ms,46 Mbps,6002 kB/s
8.211.54.130,443,8.211.54.130,DE,Frankfurt,中转,91 ms,33 Mbps,4293 kB/s
168.138.66.11,443,168.138.66.11,CA,Montréal,中转,18 ms,64 Mbps,8302 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,80 ms,262 Mbps,33587 kB/s
104.131.1.43,443,2604:a880:800:10::ddf:b001,US,Newark,隧道,19 ms,1072 Mbps,137216 kB/s
138.197.104.86,443,138.197.104.86,US,Newark,中转,9 ms,1192 Mbps,152576 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,81 ms,318 Mbps,40755 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,51 ms,72 Mbps,9329 kB/s
132.145.241.185,443,23.236.112.222,AE,Frankfurt,隧道,87 ms,145 Mbps,18636 kB/s
104.236.65.156,443,104.236.65.156,US,Newark,中转,8 ms,1576 Mbps,201728 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,87 ms,77 Mbps,9958 kB/s
152.67.44.30,443,152.67.44.30,BR,São Paulo,中转,116 ms,42 Mbps,5476 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,26 ms,69 Mbps,8876 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,97 ms,41 Mbps,5346 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,80 ms,4 Mbps,540 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,77 ms,157 Mbps,20172 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,91 ms,37 Mbps,4789 kB/s
104.248.63.25,443,104.248.63.25,US,Newark,中转,136 ms,1696 Mbps,217088 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,73 ms,0 Mbps,39 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,98 ms,43 Mbps,5627 kB/s
138.2.157.236,443,2603:c020:8000:3988:fde5:6ac8:8a74:5529,DE,Frankfurt,隧道,97 ms,249 Mbps,31948 kB/s
130.61.239.203,443,130.61.239.203,DE,Frankfurt,中转,87 ms,99 Mbps,12697 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,78 ms,75 Mbps,9663 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,242 ms,144 Mbps,18432 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,164 ms,50 Mbps,6405 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,240 ms,77 Mbps,9932 kB/s
144.21.51.110,443,144.21.51.110,GB,London,中转,76 ms,148 Mbps,19046 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,80 ms,256 Mbps,32870 kB/s
158.101.175.51,443,158.101.175.51,DE,Frankfurt,中转,87 ms,40 Mbps,5195 kB/s
144.24.85.158,443,144.24.85.158,KR,Seoul,中转,186 ms,61 Mbps,7905 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,112 ms,46 Mbps,5990 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,138 ms,256 Mbps,32768 kB/s
144.24.189.21,443,144.24.189.21,DE,Frankfurt,中转,86 ms,46 Mbps,6010 kB/s
45.76.220.61,443,45.76.220.61,JP,Tokyo,中转,157 ms,98 Mbps,12595 kB/s
143.47.242.195,443,143.47.242.195,GB,London,中转,80 ms,41 Mbps,5272 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,224 ms,33 Mbps,4227 kB/s
43.153.181.217,443,43.153.181.217,JP,Tokyo,中转,160 ms,94 Mbps,12083 kB/s
45.77.130.245,443,45.77.130.245,JP,Tokyo,中转,161 ms,95 Mbps,12185 kB/s
8.219.198.34,443,8.219.198.34,SG,Singapore,中转,225 ms,56 Mbps,7227 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,223 ms,21 Mbps,2815 kB/s
8.219.199.220,443,8.219.199.220,SG,Singapore,中转,223 ms,58 Mbps,7499 kB/s
8.222.164.209,443,8.222.164.209,SG,Singapore,中转,224 ms,58 Mbps,7479 kB/s
130.162.140.215,443,130.162.140.215,KR,Tokyo,中转,182 ms,33 Mbps,4325 kB/s
8.219.161.129,443,8.219.161.129,SG,Singapore,中转,225 ms,69 Mbps,8879 kB/s
8.219.106.156,443,8.219.106.156,SG,Singapore,中转,234 ms,75 Mbps,9715 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,206 ms,40 Mbps,5159 kB/s
8.219.67.133,443,8.219.67.133,SG,Singapore,中转,230 ms,66 Mbps,8467 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,158 ms,31 Mbps,3979 kB/s
152.67.141.201,443,2a0b:21c0:1007:1ca:0:e176:5647:42c,DE,Frankfurt,隧道,133 ms,145 Mbps,18636 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,232 ms,59 Mbps,7630 kB/s
8.219.201.8,443,8.219.201.8,SG,Singapore,中转,224 ms,59 Mbps,7613 kB/s
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,95 ms,74 Mbps,9587 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,278 ms,33 Mbps,4243 kB/s
8.219.210.64,443,8.219.210.64,SG,Singapore,中转,225 ms,56 Mbps,7218 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,224 ms,56 Mbps,7247 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,230 ms,61 Mbps,7929 kB/s
152.70.235.207,443,152.70.235.207,KR,Tokyo,中转,179 ms,37 Mbps,4749 kB/s
8.219.159.151,443,8.219.159.151,SG,Singapore,中转,230 ms,67 Mbps,8583 kB/s
8.219.4.122,443,8.219.4.122,SG,Singapore,中转,228 ms,66 Mbps,8519 kB/s
