中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.138.241,443,192.9.138.241,US,San Jose,中转,5 ms,1768 Mbps,226304 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,18 ms,435 Mbps,55705 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,80 ms,340 Mbps,43520 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,19 ms,422 Mbps,54067 kB/s
155.248.196.123,443,155.248.196.123,US,Toronto,中转,45 ms,53 Mbps,6841 kB/s
143.47.180.58,443,2a0b:21c0:1007:cb:0:42aa:5400:7ad8,DE,Frankfurt,隧道,160 ms,100 Mbps,12902 kB/s
168.138.66.11,443,168.138.66.11,CA,Montréal,中转,83 ms,45 Mbps,5820 kB/s
141.147.3.142,443,98.98.166.182,AE,Frankfurt,隧道,153 ms,111 Mbps,14233 kB/s
158.101.129.231,443,2602:ffe4:407:20da:0:72ba:9f0f:61e,SG,Singapore,隧道,171 ms,88 Mbps,11264 kB/s
141.147.71.54,443,2a0b:21c0:100a:1b2:0:a46:19e1:d9f,DE,Frankfurt,隧道,156 ms,98 Mbps,12595 kB/s
193.122.0.179,443,2a0b:21c0:1007:1c7:0:ba88:ebae:cbf3,DE,Frankfurt,隧道,154 ms,90 Mbps,11571 kB/s
158.101.15.48,443,158.101.15.48,US,Los Angeles,中转,52 ms,424 Mbps,54272 kB/s
8.219.114.201,443,8.219.114.201,SG,Singapore,中转,178 ms,113 Mbps,14540 kB/s
141.144.255.45,443,98.98.166.198,AE,Frankfurt,隧道,155 ms,107 Mbps,13721 kB/s
141.147.113.248,443,2a0b:21c0:100a:1b5:0:1bea:f2bc:a4bc,DE,Frankfurt,隧道,163 ms,83 Mbps,10649 kB/s
141.148.244.121,443,2606:f240:f00:46c4:0:ff24:7bad:5dac,US,Frankfurt,隧道,155 ms,68 Mbps,8742 kB/s
141.147.99.151,443,98.98.166.202,AE,Frankfurt,隧道,154 ms,104 Mbps,13414 kB/s
8.219.199.220,443,8.219.199.220,SG,Singapore,中转,169 ms,76 Mbps,9845 kB/s
8.219.106.156,443,8.219.106.156,SG,Singapore,中转,173 ms,103 Mbps,13209 kB/s
138.2.170.69,443,2606:f240:f00:b2ed:0:d3d7:a19b:42de,US,Frankfurt,隧道,154 ms,90 Mbps,11571 kB/s
8.219.60.54,443,8.219.60.54,SG,Singapore,中转,168 ms,63 Mbps,8146 kB/s
158.180.89.158,443,128.14.110.204,US,Singapore,隧道,192 ms,79 Mbps,10137 kB/s
141.148.246.251,443,2606:f240:f00:eaf1:0:5fa1:fa6e:1b78,US,Frankfurt,隧道,158 ms,62 Mbps,8008 kB/s
130.162.166.149,443,2a0b:21c0:1007:1ca:0:c282:ea68:b68f,DE,Frankfurt,隧道,155 ms,104 Mbps,13312 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,150 ms,104 Mbps,13312 kB/s
8.210.92.27,443,8.210.92.27,HK,Hong Kong,中转,174 ms,0 Mbps,37 kB/s
8.219.111.147,443,8.219.111.147,SG,Singapore,中转,244 ms,100 Mbps,12800 kB/s
8.219.0.162,443,8.219.0.162,SG,Singapore,中转,169 ms,69 Mbps,8931 kB/s
138.2.123.94,443,128.14.110.206,US,Singapore,隧道,195 ms,91 Mbps,11673 kB/s
47.90.141.204,443,91.149.239.145,US,Los Angeles,隧道,103 ms,33 Mbps,4331 kB/s
132.226.200.46,443,2a0b:21c0:1007:1c7:0:ad4c:f0c2:7b95,DE,Frankfurt,隧道,153 ms,115 Mbps,14745 kB/s
144.21.40.13,443,98.98.156.6,AE,Frankfurt,隧道,155 ms,92 Mbps,11878 kB/s
141.144.254.86,443,2a0b:21c0:1007:c8:0:25bf:bf18:5dd3,DE,Frankfurt,隧道,162 ms,116 Mbps,14950 kB/s
150.230.221.148,443,150.230.221.148,JP,Tokyo,中转,152 ms,112 Mbps,14336 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,160 ms,43 Mbps,5566 kB/s
138.2.163.203,443,98.98.156.10,AE,Düsseldorf,隧道,232 ms,83 Mbps,10649 kB/s
141.147.108.40,443,2a0b:21c0:100a:1b7:0:88a5:ac2:eaf6,DE,Frankfurt,隧道,156 ms,104 Mbps,13414 kB/s
155.248.182.158,443,155.248.182.158,JP,Tokyo,中转,164 ms,46 Mbps,5995 kB/s
152.70.164.145,443,98.98.156.34,AE,Frankfurt,隧道,153 ms,105 Mbps,13516 kB/s
8.219.174.142,443,8.219.174.142,SG,Singapore,中转,170 ms,111 Mbps,14233 kB/s
8.222.208.38,443,8.222.208.38,SG,Singapore,中转,169 ms,89 Mbps,11468 kB/s
158.101.211.165,443,163.123.193.7,DE,Frankfurt,隧道,155 ms,112 Mbps,14336 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,154 ms,38 Mbps,4983 kB/s
141.144.207.208,443,2a0b:21c0:100a:1b0:0:1970:a517:cc87,DE,Frankfurt,隧道,155 ms,96 Mbps,12390 kB/s
130.162.160.194,443,2a0b:21c0:100a:1b5:0:8ddc:6375:50e8,DE,Frankfurt,隧道,160 ms,89 Mbps,11468 kB/s
141.148.237.146,443,2a0b:21c0:100a:1b4:0:ea51:55c9:c0fb,DE,Frankfurt,隧道,155 ms,85 Mbps,10956 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,130 ms,119 Mbps,15257 kB/s
141.147.99.254,443,2606:f240:f00:b2ed:0:3a17:802a:d6c4,US,Frankfurt,隧道,155 ms,96 Mbps,12390 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,169 ms,60 Mbps,7727 kB/s
138.3.210.24,443,2603:c021:800d:a344:0:1::,JP,Tokyo,隧道,149 ms,102 Mbps,13107 kB/s
150.230.6.108,443,150.230.6.108,JP,Osaka,中转,150 ms,104 Mbps,13312 kB/s
130.162.208.233,443,2a0b:21c0:100a:1b5:0:acc:591f:2e3c,DE,Frankfurt,隧道,153 ms,120 Mbps,15462 kB/s
144.21.48.215,443,2606:f240:f00:83a7:0:982e:4c3f:c6fe,US,Frankfurt,隧道,158 ms,117 Mbps,15052 kB/s
158.101.202.202,443,2a0b:21c0:100a:1f9:0:f328:2189:b232,DE,Frankfurt,隧道,155 ms,113 Mbps,14540 kB/s
130.162.165.110,443,98.98.166.190,AE,Frankfurt,隧道,156 ms,104 Mbps,13312 kB/s
132.145.231.76,443,2a0b:21c0:1007:c8:0:7711:c642:f311,DE,Frankfurt,隧道,154 ms,108 Mbps,13926 kB/s
130.61.83.37,443,130.61.83.37,DE,Frankfurt,中转,159 ms,111 Mbps,14233 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,157 ms,42 Mbps,5433 kB/s
143.47.242.195,443,143.47.242.195,GB,London,中转,143 ms,44 Mbps,5647 kB/s
130.162.239.181,443,2606:f240:f00:46c4:0:a52:37b1:194c,US,Frankfurt,隧道,154 ms,69 Mbps,8846 kB/s
8.219.50.180,443,8.219.50.180,SG,Singapore,中转,183 ms,84 Mbps,10752 kB/s
129.159.254.173,443,98.98.166.182,AE,Frankfurt,隧道,153 ms,95 Mbps,12185 kB/s
