中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,26 ms,362 Mbps,46387 kB/s
152.67.231.226,443,2603:c024:c011:e604:b4a7:a00f:ce99:dfa9,US,San Jose,隧道,18 ms,848 Mbps,108544 kB/s
155.248.196.127,443,155.248.196.127,US,San Jose,中转,18 ms,74 Mbps,9532 kB/s
192.9.159.65,443,192.9.159.65,US,San Jose,中转,37 ms,62 Mbps,7965 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,26 ms,379 Mbps,48537 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,32 ms,51 Mbps,6529 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,42 ms,402 Mbps,51507 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,36 ms,344 Mbps,44032 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,29 ms,304 Mbps,39014 kB/s
192.9.142.3,443,2603:c024:c011:e604:a8fe:38d0:c3ee:a04b,US,San Jose,隧道,34 ms,461 Mbps,59084 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,64 ms,312 Mbps,39936 kB/s
168.138.66.11,443,168.138.66.11,CA,Montréal,中转,83 ms,44 Mbps,5660 kB/s
192.18.134.28,443,2a09:bac1:7680:1cf0::4:2e6,US,San Jose,隧道,17 ms,35 Mbps,4557 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,163 ms,47 Mbps,6065 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,133 ms,137 Mbps,17612 kB/s
192.18.134.231,443,192.18.134.231,US,San Jose,中转,48 ms,306 Mbps,39219 kB/s
143.47.242.195,443,143.47.242.195,GB,London,中转,136 ms,44 Mbps,5633 kB/s
8.219.4.122,443,8.219.4.122,SG,Singapore,中转,178 ms,79 Mbps,10137 kB/s
140.238.1.158,443,140.238.1.158,KR,Seoul,中转,131 ms,133 Mbps,17100 kB/s
8.219.174.142,443,8.219.174.142,SG,Singapore,中转,180 ms,51 Mbps,6643 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,71 ms,408 Mbps,52326 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,33 ms,31 Mbps,3989 kB/s
8.218.63.172,443,8.218.63.172,HK,Hong Kong,中转,180 ms,5 Mbps,754 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,150 ms,40 Mbps,5124 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,137 ms,70 Mbps,8975 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,144 ms,296 Mbps,37990 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,136 ms,122 Mbps,15667 kB/s
193.122.110.171,443,193.122.110.171,KR,Tokyo,中转,132 ms,37 Mbps,4787 kB/s
8.222.164.209,443,8.222.164.209,SG,Singapore,中转,178 ms,59 Mbps,7665 kB/s
8.219.109.183,443,8.219.109.183,SG,Singapore,中转,174 ms,86 Mbps,11059 kB/s
129.150.37.203,443,129.150.37.203,SG,Singapore,中转,175 ms,96 Mbps,12288 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,133 ms,47 Mbps,6039 kB/s
150.230.122.76,443,150.230.122.76,GB,London,中转,135 ms,130 Mbps,16691 kB/s
150.230.248.166,443,150.230.248.166,KR,Seoul,中转,138 ms,44 Mbps,5670 kB/s
130.61.83.37,443,130.61.83.37,DE,Frankfurt,中转,149 ms,114 Mbps,14643 kB/s
144.24.74.51,443,144.24.74.51,KR,Seoul,中转,137 ms,128 Mbps,16384 kB/s
8.219.248.47,443,8.219.248.47,SG,Singapore,中转,178 ms,59 Mbps,7569 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,168 ms,92 Mbps,11776 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,65 ms,7 Mbps,956 kB/s
