中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,75 ms,279 Mbps,35737 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,516 Mbps,66150 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,50 ms,25 Mbps,3327 kB/s
34.82.76.253,443,34.127.109.144,US,Seattle,隧道,109 ms,326 Mbps,41779 kB/s
35.197.23.75,443,34.83.174.15,US,Seattle,隧道,73 ms,313 Mbps,40140 kB/s
35.230.79.26,443,34.83.174.15,US,Seattle,隧道,69 ms,337 Mbps,43212 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,110 ms,316 Mbps,40550 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,69 ms,317 Mbps,40652 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,18 ms,638 Mbps,81715 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,18 ms,420 Mbps,53760 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,73 ms,342 Mbps,43827 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,18 ms,368 Mbps,47104 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,57 ms,532 Mbps,68198 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,90 ms,100 Mbps,12902 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,90 ms,43 Mbps,5545 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,292 Mbps,37376 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,224 Mbps,28774 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,229 Mbps,29388 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,69 ms,332 Mbps,42598 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,89 ms,180 Mbps,23040 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,76 ms,266 Mbps,34099 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,42 Mbps,5437 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,85 ms,41 Mbps,5300 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,224 Mbps,28774 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,85 ms,278 Mbps,35635 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,156 ms,123 Mbps,15769 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,133 ms,236 Mbps,30208 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,88 ms,47 Mbps,6113 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,229 Mbps,29388 kB/s
143.47.190.103,443,2a0b:21c0:1007:1ca:0:c014:a086:c5a0,DE,Frankfurt,隧道,93 ms,218 Mbps,27955 kB/s
143.47.185.166,443,2606:f240:f00:b2ed:0:e69:aefd:3de9,US,Frankfurt,隧道,93 ms,217 Mbps,27852 kB/s
143.47.224.27,443,2a0b:21c0:100a:1b0:0:f7d3:17ae:cf82,DE,Frankfurt,隧道,97 ms,116 Mbps,14950 kB/s
130.162.166.11,443,2a0b:21c0:100a:1f9:0:d769:94a0:b46a,DE,Frankfurt,隧道,97 ms,112 Mbps,14336 kB/s
141.148.230.149,443,2a0b:21c0:1007:1cb:0:46f4:e1c3:e744,DE,Frankfurt,隧道,97 ms,202 Mbps,25907 kB/s
193.123.32.245,443,2606:f240:f00:a683:0:906c:a6:712d,US,Frankfurt,隧道,94 ms,212 Mbps,27136 kB/s
152.67.133.254,443,2a0b:21c0:1007:1cb:0:4e62:9f6:3e97,DE,Frankfurt,隧道,92 ms,214 Mbps,27443 kB/s
141.148.244.76,443,2606:f240:f00:2be4:0:bfbf:86b9:34f1,US,Frankfurt,隧道,93 ms,194 Mbps,24883 kB/s
158.101.210.105,443,2a0b:21c0:100a:1b7:0:ad82:228c:d3ba,DE,Frankfurt,隧道,100 ms,117 Mbps,15052 kB/s
141.148.239.3,443,163.123.193.8,DE,Frankfurt,隧道,93 ms,192 Mbps,24576 kB/s
132.226.211.23,443,2a0b:21c0:100a:1b4:0:2b90:8df2:444,DE,Frankfurt,隧道,93 ms,116 Mbps,14848 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,220 ms,60 Mbps,7739 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,77 ms,44 Mbps,5705 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,261 ms,72 Mbps,9255 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,215 ms,18 Mbps,2352 kB/s
144.21.48.247,443,2606:f240:f00:eaf1:0:a001:afe8:6025,US,Frankfurt,隧道,96 ms,120 Mbps,15360 kB/s
138.2.139.114,443,2606:f240:f00:5a42:0:262f:2d24:1f71,US,Frankfurt,隧道,155 ms,232 Mbps,29696 kB/s
8.222.226.92,443,8.222.226.92,SG,Singapore,中转,227 ms,66 Mbps,8472 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,220 ms,66 Mbps,8562 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,227 ms,2 Mbps,284 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,189 ms,81 Mbps,10444 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,222 ms,59 Mbps,7617 kB/s
144.21.57.133,443,98.98.156.6,AE,Frankfurt,隧道,100 ms,131 Mbps,16793 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,202 ms,96 Mbps,12288 kB/s
152.70.51.4,443,2606:f240:f00:a683:0:f674:ad6f:1505,US,Frankfurt,隧道,93 ms,222 Mbps,28467 kB/s
18.191.122.211,443,3.13.180.72,US,,隧道,36 ms,586 Mbps,75059 kB/s
3.138.59.154,443,3.13.180.72,US,,隧道,19 ms,363 Mbps,46489 kB/s
8.217.64.144,443,8.217.64.144,HK,Hong Kong,中转,205 ms,61 Mbps,7933 kB/s
8.219.114.201,443,8.219.114.201,SG,Singapore,中转,224 ms,72 Mbps,9251 kB/s
150.230.221.148,443,150.230.221.148,JP,Tokyo,中转,210 ms,63 Mbps,8105 kB/s
18.156.209.101,443,3.68.128.205,DE,,隧道,108 ms,242 Mbps,31027 kB/s
8.219.193.202,443,8.219.193.202,SG,Singapore,中转,219 ms,75 Mbps,9697 kB/s
103.137.63.3,443,61.224.85.25,TW,,隧道,205 ms,83 Mbps,10649 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,82 ms,271 Mbps,34713 kB/s
18.130.168.34,443,18.130.168.34,GB,,中转,80 ms,280 Mbps,35942 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,134 ms,236 Mbps,30208 kB/s
204.110.220.3,443,204.110.220.19,US,,隧道,87 ms,204 Mbps,26214 kB/s
8.219.111.147,443,8.219.111.147,SG,Singapore,中转,356 ms,77 Mbps,9932 kB/s
8.219.66.156,443,8.219.66.156,SG,Tokyo,中转,227 ms,58 Mbps,7449 kB/s
35.157.240.237,443,3.68.128.205,DE,,隧道,91 ms,156 Mbps,20070 kB/s
8.219.199.220,443,8.219.199.220,SG,Singapore,中转,223 ms,65 Mbps,8417 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,35 ms,568 Mbps,72704 kB/s
3.127.55.133,443,3.68.128.205,DE,,隧道,92 ms,216 Mbps,27648 kB/s
8.219.237.250,443,8.219.237.250,SG,Singapore,中转,223 ms,69 Mbps,8872 kB/s
34.70.91.86,443,34.70.91.86,US,,中转,134 ms,504 Mbps,64512 kB/s
44.230.218.23,443,54.212.217.183,US,,隧道,79 ms,6 Mbps,851 kB/s
43.204.146.16,443,43.204.146.16,IN,,中转,206 ms,44 Mbps,5665 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,198 ms,2 Mbps,301 kB/s
34.148.187.247,443,34.148.187.247,US,,中转,23 ms,952 Mbps,121856 kB/s
3.66.115.225,443,3.68.128.205,DE,,隧道,92 ms,229 Mbps,29388 kB/s
54.203.85.46,443,204.110.220.196,US,,隧道,136 ms,220 Mbps,28262 kB/s
141.145.199.188,443,2603:c027:c002:9a00:b670:5cb3:e47d:8c20,FR,,隧道,100 ms,191 Mbps,24473 kB/s
18.185.254.189,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,92 ms,220 Mbps,28262 kB/s
18.159.105.97,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,93 ms,181 Mbps,23244 kB/s
18.192.93.64,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,123 ms,219 Mbps,28057 kB/s
129.159.241.172,443,129.159.241.172,DE,,中转,93 ms,105 Mbps,13516 kB/s
43.205.48.107,443,43.205.48.107,IN,,中转,206 ms,58 Mbps,7475 kB/s
124.156.202.172,443,124.156.202.172,SG,,中转,229 ms,58 Mbps,7435 kB/s
3.68.62.122,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,97 ms,193 Mbps,24780 kB/s
