中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:c,US,Buffalo,隧道,22 ms,85 Mbps,10956 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,89 ms,208 Mbps,26624 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,91 ms,190 Mbps,24371 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,100 ms,399 Mbps,51097 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,18 ms,64 Mbps,8256 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,72 ms,313 Mbps,40140 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,94 ms,132 Mbps,16896 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,70 ms,320 Mbps,41062 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,71 ms,48 Mbps,6270 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,238 Mbps,30515 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,34 ms,762 Mbps,97587 kB/s
35.230.79.26,443,34.83.26.184,US,Seattle,隧道,73 ms,305 Mbps,39116 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,77 ms,330 Mbps,42291 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,119 ms,442 Mbps,56627 kB/s
43.153.103.203,443,43.153.103.203,,colo.txt:San Jose,中转,0 ms,352 Mbps,45158 kB/s
168.138.66.11,443,168.138.66.11,CA,Toronto,中转,88 ms,51 Mbps,6630 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,53 ms,55 Mbps,7155 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,216 Mbps,27750 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,312 Mbps,40038 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,622 Mbps,79667 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,92 ms,313 Mbps,40140 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,72 ms,241 Mbps,30924 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,43 Mbps,5593 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,105 ms,207 Mbps,26521 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,40 ms,162 Mbps,20787 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,61 ms,48 Mbps,6206 kB/s
150.230.47.17,443,150.230.47.17,US,San Jose,中转,73 ms,321 Mbps,41164 kB/s
34.154.110.117,443,2a0b:21c0:100a:1b7:0:1acd:13ef:4226,DE,Frankfurt,隧道,165 ms,109 Mbps,14028 kB/s
168.138.71.220,443,168.138.71.220,CA,Toronto,中转,34 ms,64 Mbps,8237 kB/s
141.144.226.45,443,2606:f240:f00:6acf:0:3e10:fab3:bbb4,US,Frankfurt,隧道,157 ms,240 Mbps,30720 kB/s
141.148.245.120,443,2a0b:21c0:100a:1f9:0:812f:5ab0:858d,DE,Frankfurt,隧道,93 ms,123 Mbps,15769 kB/s
143.47.178.204,443,2a0b:21c0:100a:1fa:0:833:ea0b:e500,DE,Frankfurt,隧道,93 ms,119 Mbps,15257 kB/s
35.198.83.144,443,2a0b:21c0:1007:c9:0:28ce:7901:d5cd,DE,Frankfurt,隧道,98 ms,137 Mbps,17612 kB/s
141.147.87.84,443,2a0b:21c0:100a:1b7:0:4064:1614:3848,DE,Frankfurt,隧道,101 ms,118 Mbps,15155 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,222 ms,69 Mbps,8889 kB/s
