中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,35 ms,399 Mbps,51097 kB/s
150.136.121.64,443,2603:c020:4012:4388:c5e:f6e5:73e6:1535,US,Ashburn,隧道,115 ms,49 Mbps,6345 kB/s
168.138.66.11,443,168.138.66.11,CA,Toronto,中转,89 ms,43 Mbps,5510 kB/s
47.90.141.204,443,91.149.239.62,US,Los Angeles,隧道,72 ms,31 Mbps,4032 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,32 ms,272 Mbps,34918 kB/s
47.242.176.185,443,47.242.176.185,HK,Hong Kong,中转,183 ms,69 Mbps,8915 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,142 ms,195 Mbps,24985 kB/s
152.67.254.70,443,152.67.254.70,US,San Jose,中转,201 ms,57 Mbps,7352 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,59 ms,336 Mbps,43110 kB/s
144.24.74.51,443,144.24.74.51,KR,Seoul,中转,131 ms,136 Mbps,17408 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,140 ms,44 Mbps,5699 kB/s
8.218.204.128,443,8.218.204.128,HK,Hong Kong,中转,154 ms,95 Mbps,12185 kB/s
47.243.173.187,443,47.243.173.187,HK,Hong Kong,中转,153 ms,88 Mbps,11366 kB/s
168.138.71.220,443,168.138.71.220,CA,Toronto,中转,81 ms,46 Mbps,5958 kB/s
138.2.18.184,443,138.2.18.184,JP,Tokyo,中转,152 ms,41 Mbps,5374 kB/s
138.2.143.233,443,98.98.166.182,AE,Frankfurt,隧道,152 ms,85 Mbps,10956 kB/s
143.47.242.195,443,143.47.242.195,GB,London,中转,145 ms,39 Mbps,5016 kB/s
8.222.208.38,443,8.222.208.38,SG,Singapore,中转,170 ms,76 Mbps,9827 kB/s
8.219.199.220,443,8.219.199.220,SG,Singapore,中转,172 ms,79 Mbps,10137 kB/s
152.67.150.228,443,2a0b:21c0:1007:c7:0:77f7:19f4:3e37,DE,Frankfurt,隧道,154 ms,93 Mbps,11980 kB/s
132.145.66.113,443,2a0b:21c0:100a:1b5:0:ae7f:54d9:e1c7,DE,Frankfurt,隧道,154 ms,117 Mbps,15052 kB/s
8.219.60.54,443,8.219.60.54,SG,Singapore,中转,176 ms,66 Mbps,8470 kB/s
8.219.111.147,443,8.219.111.147,SG,Singapore,中转,171 ms,104 Mbps,13312 kB/s
131.186.36.246,443,2602:ffe4:407:21d9:0:20f9:4f10:4723,SG,Singapore,隧道,179 ms,96 Mbps,12288 kB/s
8.219.198.34,443,8.219.198.34,SG,Singapore,中转,191 ms,88 Mbps,11366 kB/s
8.219.78.1,443,8.219.78.1,SG,Singapore,中转,169 ms,52 Mbps,6734 kB/s
8.219.200.145,443,8.219.200.145,SG,Singapore,中转,169 ms,67 Mbps,8642 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,150 ms,115 Mbps,14745 kB/s
141.144.202.223,443,2a0b:21c0:1007:1c8:0:d1:e86:78cb,DE,Frankfurt,隧道,154 ms,112 Mbps,14438 kB/s
141.144.196.50,443,2a0b:21c0:1007:1c7:0:dfb1:46c3:b92b,DE,Frankfurt,隧道,177 ms,104 Mbps,13414 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,152 ms,42 Mbps,5498 kB/s
8.219.126.240,443,8.219.126.240,SG,Singapore,中转,169 ms,86 Mbps,11059 kB/s
8.219.42.72,443,8.219.42.72,SG,Singapore,中转,169 ms,88 Mbps,11264 kB/s
141.147.190.128,443,141.147.190.128,JP,Tokyo,中转,159 ms,42 Mbps,5458 kB/s
8.222.137.192,443,8.222.137.192,SG,Singapore,中转,176 ms,82 Mbps,10547 kB/s
141.147.178.154,443,141.147.178.154,JP,Tokyo,中转,157 ms,44 Mbps,5666 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,154 ms,35 Mbps,4579 kB/s
8.219.174.142,443,8.219.174.142,SG,Singapore,中转,172 ms,108 Mbps,13926 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,153 ms,113 Mbps,14540 kB/s
8.219.248.47,443,8.219.248.47,SG,Singapore,中转,168 ms,84 Mbps,10854 kB/s
140.238.65.48,443,140.238.65.48,GB,London,中转,143 ms,112 Mbps,14336 kB/s
