中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,104.28.205.112,US,Los Angeles,隧道,18 ms,76 Mbps,9791 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,53 ms,1240 Mbps,158720 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,23 ms,56 Mbps,7249 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,308 Mbps,39424 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,45 ms,1456 Mbps,186368 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,7 ms,1720 Mbps,220160 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,60 ms,45 Mbps,5810 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,42 ms,1496 Mbps,191488 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,424 Mbps,54374 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,64 ms,694 Mbps,88883 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,38 ms,496 Mbps,63488 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,46 ms,712 Mbps,91238 kB/s
35.230.79.26,443,34.19.126.64,US,Seattle,隧道,40 ms,840 Mbps,107520 kB/s
35.197.23.75,443,34.19.126.64,US,Seattle,隧道,57 ms,784 Mbps,100352 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,75 ms,68 Mbps,8731 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,44 ms,537 Mbps,68812 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,54 ms,1496 Mbps,191488 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,24 ms,704 Mbps,90214 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,116 ms,59 Mbps,7586 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,8 ms,1280 Mbps,163840 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,149 ms,36 Mbps,4701 kB/s
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:c,US,Buffalo,隧道,82 ms,97 Mbps,12492 kB/s
140.238.13.96,443,140.238.13.96,KR,Seoul,中转,127 ms,146 Mbps,18739 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,193 Mbps,24780 kB/s
150.230.47.17,443,150.230.47.17,US,San Jose,中转,14 ms,1736 Mbps,222208 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,130 ms,127 Mbps,16281 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,79 ms,281 Mbps,36044 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,71 ms,20 Mbps,2631 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,65 ms,196 Mbps,25190 kB/s
146.56.161.229,443,146.56.161.229,KR,Tokyo,中转,128 ms,123 Mbps,15769 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,158 ms,104 Mbps,13312 kB/s
140.238.195.98,443,140.238.195.98,AU,Sydney,中转,317 ms,37 Mbps,4851 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,171 ms,97 Mbps,12492 kB/s
8.219.98.13,443,8.219.98.13,SG,Singapore,中转,171 ms,85 Mbps,10956 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,228 ms,84 Mbps,10854 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,159 ms,116 Mbps,14950 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,151 ms,90 Mbps,11571 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,150 ms,23 Mbps,3014 kB/s
8.222.208.38,443,8.222.208.38,SG,Singapore,中转,172 ms,83 Mbps,10649 kB/s
152.70.234.188,443,152.70.234.188,KR,Tokyo,中转,130 ms,3 Mbps,447 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,155 ms,112 Mbps,14438 kB/s
8.219.5.10,443,8.219.5.10,SG,Singapore,中转,169 ms,78 Mbps,10035 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,163 ms,31 Mbps,3978 kB/s
47.90.141.204,443,91.149.239.198,US,Los Angeles,隧道,66 ms,33 Mbps,4306 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,154 ms,42 Mbps,5422 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,170 ms,51 Mbps,6535 kB/s
8.222.137.192,443,8.222.137.192,SG,Singapore,中转,173 ms,70 Mbps,9003 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,151 ms,108 Mbps,13824 kB/s
