中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
132.145.250.77,443,2a0b:21c0:100a:1b5:0:f91:4f21:5720,DE,Frankfurt,隧道,106 ms,100 Mbps,12902 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,21 ms,326 Mbps,41779 kB/s
168.138.66.11,443,168.138.66.11,CA,Toronto,中转,24 ms,60 Mbps,7770 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,52 ms,232 Mbps,29696 kB/s
152.67.78.184,443,152.67.78.184,CH,Hamburg,中转,114 ms,45 Mbps,5835 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,19 ms,87 Mbps,11161 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,26 ms,91 Mbps,11673 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,25 ms,748 Mbps,95846 kB/s
47.88.85.197,443,47.88.85.197,US,San Jose,中转,62 ms,44 Mbps,5746 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,26 ms,7 Mbps,969 kB/s
168.138.71.220,443,168.138.71.220,CA,Toronto,中转,34 ms,53 Mbps,6894 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,95 ms,48 Mbps,6176 kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,55 ms,332 Mbps,42496 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,197 ms,62 Mbps,7949 kB/s
132.145.67.209,443,2606:f240:f00:b2ed:0:81ce:78da:2a3c,US,Frankfurt,隧道,105 ms,115 Mbps,14745 kB/s
130.61.239.203,443,130.61.239.203,DE,Frankfurt,中转,108 ms,108 Mbps,13824 kB/s
152.70.54.152,443,2a0b:21c0:100a:1b1:0:d99a:55d6:b7c1,DE,Frankfurt,隧道,106 ms,82 Mbps,10547 kB/s
143.47.241.121,443,163.123.193.23,DE,Frankfurt,隧道,104 ms,88 Mbps,11264 kB/s
130.61.83.37,443,130.61.83.37,DE,Frankfurt,中转,106 ms,192 Mbps,24678 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,54 ms,47 Mbps,6075 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,106 ms,168 Mbps,21606 kB/s
129.159.47.255,443,129.159.47.255,US,San Jose,中转,52 ms,57 Mbps,7346 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,78 Mbps,10035 kB/s
141.148.225.142,443,141.148.225.142,NL,Amsterdam,中转,107 ms,120 Mbps,15360 kB/s
141.147.86.98,443,98.98.166.58,AE,Frankfurt,隧道,107 ms,179 Mbps,22937 kB/s
140.238.65.48,443,140.238.65.48,GB,London,中转,96 ms,217 Mbps,27852 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,55 ms,40 Mbps,5205 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,105 ms,169 Mbps,21708 kB/s
141.144.197.65,443,2a0b:21c0:100a:1b0:0:4489:5163:8a1d,DE,Frankfurt,隧道,106 ms,101 Mbps,13004 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,104 ms,42 Mbps,5448 kB/s
144.24.189.21,443,144.24.189.21,DE,Frankfurt,中转,123 ms,45 Mbps,5777 kB/s
8.211.60.227,443,98.98.156.18,AE,Frankfurt,隧道,107 ms,104 Mbps,13414 kB/s
141.147.90.210,443,163.123.193.23,DE,Frankfurt,隧道,105 ms,75 Mbps,9645 kB/s
8.218.87.104,443,8.218.87.104,HK,Hong Kong,中转,192 ms,28 Mbps,3633 kB/s
144.21.51.110,443,144.21.51.110,GB,London,中转,94 ms,188 Mbps,24064 kB/s
143.47.242.195,443,143.47.242.195,GB,London,中转,96 ms,44 Mbps,5648 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,17 ms,37 Mbps,4853 kB/s
143.47.244.248,443,143.47.244.248,GB,London,中转,94 ms,243 Mbps,31129 kB/s
47.91.76.190,443,2a0b:21c0:1007:1c8:0:1d28:e71d:1731,DE,Frankfurt,隧道,242 ms,176 Mbps,22630 kB/s
204.216.218.114,443,204.216.218.114,IT,Paris,中转,116 ms,47 Mbps,6106 kB/s
141.147.97.37,443,141.147.97.37,GB,London,中转,220 ms,235 Mbps,30105 kB/s
47.242.94.48,443,47.242.94.48,HK,Hong Kong,中转,246 ms,30 Mbps,3942 kB/s
152.67.44.30,443,152.67.44.30,BR,Rio de Janeiro,中转,133 ms,37 Mbps,4824 kB/s
141.147.190.128,443,141.147.190.128,JP,Tokyo,中转,235 ms,35 Mbps,4518 kB/s
8.219.222.98,443,8.219.222.98,SG,Singapore,中转,216 ms,69 Mbps,8928 kB/s
47.245.86.230,443,47.245.86.230,SG,Singapore,中转,213 ms,66 Mbps,8487 kB/s
8.219.50.180,443,8.219.50.180,SG,Singapore,中转,213 ms,71 Mbps,9120 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,204 ms,40 Mbps,5154 kB/s
8.218.85.128,443,8.218.85.128,HK,Hong Kong,中转,197 ms,63 Mbps,8152 kB/s
8.219.198.139,443,8.219.198.139,SG,Singapore,中转,216 ms,66 Mbps,8573 kB/s
8.219.84.214,443,8.219.84.214,SG,Singapore,中转,208 ms,68 Mbps,8759 kB/s
8.219.4.122,443,8.219.4.122,SG,Singapore,中转,215 ms,65 Mbps,8442 kB/s
8.219.124.227,443,8.219.124.227,SG,Singapore,中转,213 ms,63 Mbps,8140 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,216 ms,72 Mbps,9338 kB/s
8.222.208.38,443,8.222.208.38,SG,Singapore,中转,209 ms,72 Mbps,9308 kB/s
8.219.109.183,443,8.219.109.183,SG,Singapore,中转,216 ms,72 Mbps,9294 kB/s
8.222.222.64,443,8.222.222.64,SG,Singapore,中转,213 ms,75 Mbps,9613 kB/s
132.226.7.217,443,132.226.7.217,JP,Osaka,中转,203 ms,39 Mbps,5038 kB/s
131.186.60.210,443,2603:c021:8002:900:8479:146e:b870:4762,JP,Osaka,隧道,205 ms,39 Mbps,5076 kB/s
8.219.51.211,443,8.219.51.211,SG,Singapore,中转,211 ms,66 Mbps,8477 kB/s
8.219.199.220,443,8.219.199.220,SG,Singapore,中转,213 ms,71 Mbps,9201 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,211 ms,79 Mbps,10137 kB/s
8.219.161.129,443,8.219.161.129,SG,Singapore,中转,213 ms,71 Mbps,9090 kB/s
8.219.78.1,443,8.219.78.1,SG,Singapore,中转,214 ms,56 Mbps,7219 kB/s
8.219.201.8,443,8.219.201.8,SG,Singapore,中转,211 ms,70 Mbps,9065 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Osaka,隧道,173 ms,85 Mbps,10956 kB/s
144.24.74.51,443,144.24.74.51,KR,Tokyo,中转,171 ms,87 Mbps,11161 kB/s
138.2.29.104,443,128.14.110.204,US,Singapore,隧道,228 ms,61 Mbps,7907 kB/s
8.219.200.145,443,8.219.200.145,SG,Singapore,中转,221 ms,67 Mbps,8658 kB/s
8.219.198.34,443,8.219.198.34,SG,Singapore,中转,215 ms,62 Mbps,7971 kB/s
8.219.103.65,443,8.219.103.65,SG,Singapore,中转,211 ms,63 Mbps,8072 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,206 ms,34 Mbps,4442 kB/s
8.222.164.209,443,8.222.164.209,SG,Singapore,中转,216 ms,67 Mbps,8643 kB/s
8.222.204.128,443,8.222.204.128,SG,Singapore,中转,212 ms,59 Mbps,7641 kB/s
8.219.106.156,443,8.219.106.156,SG,Singapore,中转,213 ms,72 Mbps,9335 kB/s
8.218.204.128,443,8.218.204.128,HK,Hong Kong,中转,193 ms,61 Mbps,7853 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,278 ms,33 Mbps,4276 kB/s
8.219.67.133,443,8.219.67.133,SG,Singapore,中转,260 ms,64 Mbps,8240 kB/s
8.219.193.202,443,8.219.193.202,SG,Singapore,中转,212 ms,60 Mbps,7755 kB/s
8.219.42.72,443,8.219.42.72,SG,Singapore,中转,213 ms,70 Mbps,9081 kB/s
150.230.6.108,443,150.230.6.108,JP,Osaka,中转,206 ms,75 Mbps,9727 kB/s
8.219.248.47,443,8.219.248.47,SG,Singapore,中转,213 ms,71 Mbps,9175 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,176 ms,88 Mbps,11264 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,246 ms,31 Mbps,4019 kB/s
8.219.174.213,443,8.219.174.213,SG,Singapore,中转,216 ms,68 Mbps,8751 kB/s
8.219.60.54,443,8.219.60.54,SG,Singapore,中转,213 ms,47 Mbps,6053 kB/s
192.9.250.241,443,192.9.250.241,US,,中转,56 ms,7 Mbps,984 kB/s
8.219.114.201,443,8.219.114.201,SG,Singapore,中转,213 ms,75 Mbps,9721 kB/s
8.219.5.10,443,8.219.5.10,SG,Singapore,中转,273 ms,65 Mbps,8374 kB/s
141.145.199.188,443,141.145.199.188,FR,,中转,97 ms,214 Mbps,27443 kB/s
130.61.190.205,443,130.61.190.205,DE,,中转,108 ms,109 Mbps,14028 kB/s
129.151.221.152,443,129.151.221.152,SE,,中转,112 ms,179 Mbps,22937 kB/s
152.70.234.188,443,152.70.234.188,KR,Osaka,中转,168 ms,34 Mbps,4363 kB/s
146.56.44.85,443,146.56.44.85,KR,Osaka,中转,180 ms,34 Mbps,4466 kB/s
192.9.224.194,443,192.9.224.194,US,San Jose,中转,54 ms,25 Mbps,3274 kB/s
141.147.74.20,443,141.147.74.20,GB,London,中转,144 ms,220 Mbps,28160 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,87 ms,47 Mbps,6016 kB/s
192.9.132.79,443,104.28.201.73,US,San Jose,隧道,62 ms,392 Mbps,50278 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,63 ms,239 Mbps,30617 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,246 ms,70 Mbps,8969 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,52 ms,305 Mbps,39116 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,219 ms,59 Mbps,7649 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,65 ms,372 Mbps,47718 kB/s
193.123.61.78,443,2a0b:21c0:100a:1b2:0:d815:3655:cc8,DE,Frankfurt,隧道,108 ms,102 Mbps,13107 kB/s
8.219.66.156,443,8.219.66.156,SG,Osaka,中转,213 ms,58 Mbps,7468 kB/s
152.67.146.77,443,2a0b:21c0:100a:1b3:0:50ee:3fb3:de2c,DE,Frankfurt,隧道,107 ms,96 Mbps,12288 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,236 ms,42 Mbps,5471 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,102 ms,170 Mbps,21811 kB/s
143.47.184.177,443,2a0b:21c0:100a:1b7:0:5394:6841:acca,DE,Frankfurt,隧道,106 ms,97 Mbps,12492 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,217 ms,38 Mbps,4908 kB/s
130.162.36.58,443,2a0b:21c0:100a:1b7:0:615b:4891:6a04,DE,Frankfurt,隧道,114 ms,120 Mbps,15462 kB/s
130.162.184.173,443,130.162.184.173,GB,London,中转,94 ms,37 Mbps,4825 kB/s
144.24.179.68,443,163.123.193.10,DE,Frankfurt,隧道,106 ms,148 Mbps,19046 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,191 ms,11 Mbps,1438 kB/s
132.226.208.64,443,2606:f240:f00:5a42:0:ef52:efe9:2356,US,Frankfurt,隧道,105 ms,179 Mbps,22937 kB/s
8.219.111.147,443,8.219.111.147,SG,Singapore,中转,216 ms,78 Mbps,10035 kB/s
144.24.78.162,443,144.24.78.162,KR,Tokyo,中转,175 ms,73 Mbps,9467 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,214 ms,51 Mbps,6538 kB/s
8.219.98.13,443,8.219.98.13,SG,Singapore,中转,211 ms,22 Mbps,2842 kB/s
8.219.237.250,443,8.219.237.250,SG,Singapore,中转,216 ms,70 Mbps,9064 kB/s
8.219.126.240,443,8.219.126.240,SG,Singapore,中转,214 ms,58 Mbps,7505 kB/s
8.218.63.172,443,8.218.63.172,HK,Hong Kong,中转,197 ms,5 Mbps,640 kB/s
129.154.60.48,443,129.154.60.48,KR,Osaka,中转,181 ms,68 Mbps,8720 kB/s
8.222.181.117,443,8.222.181.117,SG,Singapore,中转,213 ms,66 Mbps,8509 kB/s
8.219.0.162,443,8.219.0.162,SG,Singapore,中转,256 ms,65 Mbps,8384 kB/s
168.138.194.74,443,168.138.194.74,JP,Osaka,中转,209 ms,68 Mbps,8750 kB/s
138.2.18.184,443,138.2.18.184,JP,Tokyo,中转,194 ms,29 Mbps,3785 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,212 ms,65 Mbps,8380 kB/s
8.222.137.192,443,8.222.137.192,SG,Singapore,中转,217 ms,62 Mbps,8019 kB/s
8.217.49.234,443,8.217.49.234,HK,,中转,192 ms,60 Mbps,7804 kB/s
193.123.81.105,443,193.123.81.105,AE,Paris,中转,210 ms,36 Mbps,4690 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,190 ms,0 Mbps,69 kB/s
8.219.240.160,443,8.219.240.160,SG,Singapore,中转,218 ms,19 Mbps,2471 kB/s
130.61.87.219,443,130.61.87.219,DE,,中转,106 ms,188 Mbps,24064 kB/s
47.57.14.118,443,198.11.178.111,US,San Jose,隧道,193 ms,1 Mbps,242 kB/s
144.24.243.207,443,144.24.243.207,CH,,中转,180 ms,56 Mbps,7264 kB/s
129.159.241.172,443,129.159.241.172,DE,,中转,104 ms,72 Mbps,9236 kB/s
138.3.222.33,443,138.3.222.33,JP,Tokyo,中转,206 ms,36 Mbps,4711 kB/s
8.218.148.106,443,8.218.148.106,HK,,中转,196 ms,0 Mbps,4 kB/s
