中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,535 Mbps,68505 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,28 ms,376 Mbps,48128 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,67 ms,707 Mbps,90521 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,64 ms,45 Mbps,5778 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,33 ms,479 Mbps,61337 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,87 ms,6 Mbps,891 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,12 ms,34 Mbps,4450 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,220 Mbps,28160 kB/s
138.3.254.39,443,138.3.254.39,DE,213 Mbps,27340 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,68 ms,298 Mbps,38195 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,161 Mbps,20684 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,74 ms,268 Mbps,34406 kB/s
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:c,US,Buffalo,隧道,23 ms,92 Mbps,11878 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,104 ms,564 Mbps,72192 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,70 ms,280 Mbps,35942 kB/s
168.138.71.220,443,168.138.71.220,CA,Toronto,中转,85 ms,57 Mbps,7319 kB/s
35.230.79.26,443,34.83.174.15,US,Seattle,隧道,73 ms,289 Mbps,37068 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,60 ms,46 Mbps,5921 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,301 Mbps,38604 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,92 ms,45 Mbps,5877 kB/s
43.153.103.203,443,43.153.103.203,,San Jose,中转,0 ms,312 Mbps,40038 kB/s
168.138.66.11,443,168.138.66.11,CA,Toronto,中转,73 ms,10 Mbps,1329 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,73 ms,301 Mbps,38604 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,90 ms,90 Mbps,11571 kB/s
141.148.247.239,443,2a0b:21c0:100a:1b3:0:8e2:c6f9:956b,DE,Frankfurt,隧道,106 ms,108 Mbps,13926 kB/s
35.197.23.75,443,34.83.174.15,US,Seattle,隧道,67 ms,337 Mbps,43212 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,112 ms,263 Mbps,33689 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,67 ms,94 Mbps,12083 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,221 ms,65 Mbps,8387 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,236 Mbps,30208 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,64 ms,308 Mbps,39424 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,108 ms,269 Mbps,34508 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,91 ms,47 Mbps,6063 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,222 Mbps,28467 kB/s
138.3.242.119,443,2a0b:21c0:100a:1b1:0:1821:bb95:cd28,DE,Frankfurt,隧道,92 ms,129 Mbps,16588 kB/s
141.147.49.246,443,2a0b:21c0:100a:1b6:0:480f:52a6:3236,DE,Frankfurt,隧道,101 ms,124 Mbps,15974 kB/s
8.219.111.175,443,8.219.111.175,,Singapore,中转,0 ms,64 Mbps,8270 kB/s
129.146.7.98,443,2a09:bac5:60ec:183c::26a:18,US,Los Angeles,隧道,72 ms,65 Mbps,8335 kB/s
130.61.239.203,443,130.61.239.203,DE,Frankfurt,中转,91 ms,108 Mbps,13926 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,156 ms,104 Mbps,13414 kB/s
193.123.36.225,443,2606:f240:f00:b2ed:0:8a12:b2eb:3820,US,Frankfurt,隧道,93 ms,197 Mbps,25292 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,226 ms,57 Mbps,7396 kB/s
141.147.103.86,443,2a0b:21c0:100a:1b4:0:8dea:9ca2:dc80,DE,Frankfurt,隧道,169 ms,112 Mbps,14336 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,73 ms,44 Mbps,5647 kB/s
141.144.195.156,443,2a0b:21c0:100a:1b6:0:66ac:8321:92a3,DE,Frankfurt,隧道,93 ms,116 Mbps,14848 kB/s
141.147.106.224,443,23.236.112.222,AE,Frankfurt,隧道,97 ms,132 Mbps,16998 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,224 ms,31 Mbps,4077 kB/s
144.21.36.137,443,2a0b:21c0:1007:1ca:0:877c:c564:4e30,DE,Frankfurt,隧道,129 ms,200 Mbps,25702 kB/s
129.154.50.220,443,129.154.50.220,KR,Tokyo,中转,182 ms,84 Mbps,10854 kB/s
8.219.201.245,443,8.219.201.245,67 Mbps,8703 kB/s
8.219.201.245,,,隧道,0 ms,null Mbps,null kB/s
131.186.28.236,443,131.186.28.236,KR,Tokyo,中转,179 ms,38 Mbps,4896 kB/s
8.219.240.160,443,8.219.240.160,SG,Singapore,中转,222 ms,3 Mbps,488 kB/s
8.219.201.8,443,8.219.201.8,SG,Singapore,中转,225 ms,59 Mbps,7663 kB/s
8.219.126.240,443,8.219.126.240,SG,Singapore,中转,222 ms,58 Mbps,7491 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,224 ms,2 Mbps,296 kB/s
144.24.83.117,443,144.24.83.117,KR,Seoul,中转,182 ms,46 Mbps,5908 kB/s
152.69.234.162,443,2602:ffe4:407:21d9:0:4701:9f48:9584,SG,Singapore,隧道,237 ms,57 Mbps,7311 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,408 ms,17 Mbps,2290 kB/s
8.219.237.250,443,8.219.237.250,SG,Singapore,中转,223 ms,82 Mbps,10547 kB/s
3.138.59.154,443,3.13.180.72,US,,隧道,82 ms,576 Mbps,73728 kB/s
204.110.220.3,443,204.110.220.19,US,,隧道,85 ms,240 Mbps,30720 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,83 ms,243 Mbps,31129 kB/s
138.2.18.184,443,138.2.18.184,JP,Tokyo,中转,219 ms,1 Mbps,151 kB/s
8.219.248.47,443,8.219.248.47,SG,Singapore,中转,220 ms,62 Mbps,7960 kB/s
8.222.204.128,443,8.222.204.128,SG,Singapore,中转,223 ms,64 Mbps,8194 kB/s
18.159.105.97,443,3.68.128.205,DE,,隧道,91 ms,228 Mbps,29286 kB/s
138.3.222.33,443,138.3.222.33,JP,Tokyo,中转,363 ms,2 Mbps,371 kB/s
150.230.249.48,443,150.230.249.48,KR,Tokyo,中转,270 ms,84 Mbps,10752 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,203 ms,84 Mbps,10854 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,36 ms,506 Mbps,64819 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,106 ms,226 Mbps,28979 kB/s
18.191.122.211,443,3.13.180.72,US,,隧道,124 ms,463 Mbps,59289 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,356 ms,58 Mbps,7543 kB/s
8.219.66.156,443,8.219.66.156,SG,Tokyo,中转,227 ms,48 Mbps,6175 kB/s
44.230.218.23,443,54.212.217.183,US,,隧道,82 ms,6 Mbps,860 kB/s
18.156.209.101,443,3.68.128.205,DE,,隧道,93 ms,229 Mbps,29388 kB/s
18.192.93.64,443,3.68.128.205,DE,,隧道,94 ms,233 Mbps,29900 kB/s
103.137.63.3,443,122.118.167.68,TW,,隧道,206 ms,74 Mbps,9598 kB/s
34.148.187.247,443,34.148.187.247,US,,中转,20 ms,517 Mbps,66252 kB/s
18.130.168.34,443,18.130.168.34,GB,,中转,81 ms,254 Mbps,32563 kB/s
141.145.199.188,443,2603:c027:c002:9a00:b670:5cb3:e47d:8c20,FR,,隧道,81 ms,136 Mbps,17510 kB/s
3.66.115.225,443,3.68.128.205,DE,,隧道,92 ms,204 Mbps,26214 kB/s
143.47.185.34,443,163.123.193.7,DE,Frankfurt,隧道,94 ms,194 Mbps,24883 kB/s
47.74.4.97,443,47.74.4.97,JP,Tokyo,中转,257 ms,30 Mbps,3888 kB/s
8.222.222.64,443,8.222.222.64,SG,Singapore,中转,227 ms,67 Mbps,8620 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,90 ms,139 Mbps,17817 kB/s
8.210.92.27,443,8.210.92.27,HK,Hong Kong,中转,211 ms,0 Mbps,35 kB/s
8.219.170.232,443,8.219.170.232,SG,Singapore,中转,247 ms,65 Mbps,8412 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,214 ms,69 Mbps,8861 kB/s
129.159.197.114,443,2a0b:21c0:100a:1fa:0:307:5e11:1d60,DE,Frankfurt,隧道,91 ms,127 Mbps,16281 kB/s
8.219.193.202,443,8.219.193.202,SG,Singapore,中转,226 ms,63 Mbps,8125 kB/s
129.151.205.193,443,129.151.205.193,SE,Stockholm,中转,99 ms,205 Mbps,26316 kB/s
132.145.82.137,443,132.145.82.137,KR,,中转,219 ms,4 Mbps,589 kB/s
47.90.141.204,443,104.166.125.210,US,Los Angeles,隧道,118 ms,30 Mbps,3845 kB/s
130.162.225.13,443,23.236.112.222,AE,Frankfurt,隧道,91 ms,116 Mbps,14950 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,136 ms,42 Mbps,5450 kB/s
193.123.61.70,443,2a0b:21c0:1007:cb:0:b689:160f:a662,DE,Frankfurt,隧道,93 ms,148 Mbps,19046 kB/s
