中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.111.62,443,129.146.111.62,US,Los Angeles,中转,17 ms,1064 Mbps,136192 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,17 ms,48 Mbps,6243 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,19 ms,848 Mbps,108544 kB/s
152.70.117.136,443,152.70.117.136,US,San Jose,中转,17 ms,408 Mbps,52224 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,17 ms,320 Mbps,41062 kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,31 ms,404 Mbps,51814 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,43 ms,1032 Mbps,132096 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,16 ms,1 Mbps,183 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,60 ms,336 Mbps,43110 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,175 ms,50 Mbps,6507 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,137 ms,307 Mbps,39321 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,212 ms,41 Mbps,5331 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,153 ms,3 Mbps,465 kB/s
47.90.141.204,443,91.149.239.62,US,Los Angeles,隧道,59 ms,33 Mbps,4310 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,27 ms,71 Mbps,9203 kB/s
141.147.97.37,443,141.147.97.37,GB,London,中转,136 ms,126 Mbps,16179 kB/s
168.138.71.220,443,168.138.71.220,CA,Toronto,中转,176 ms,48 Mbps,6169 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,138 ms,125 Mbps,16076 kB/s
144.24.74.51,443,144.24.74.51,KR,Seoul,中转,136 ms,122 Mbps,15667 kB/s
130.162.184.227,443,2a0b:21c0:1007:cb:0:d8e:aa49:ee99,DE,Frankfurt,隧道,150 ms,118 Mbps,15155 kB/s
152.70.55.30,443,2a0b:21c0:1007:cb:0:7917:4e17:1fa2,DE,Frankfurt,隧道,143 ms,116 Mbps,14950 kB/s
168.138.66.11,443,168.138.66.11,CA,Toronto,中转,184 ms,46 Mbps,5904 kB/s
8.219.198.34,443,8.219.198.34,SG,Singapore,中转,174 ms,79 Mbps,10137 kB/s
130.61.239.203,443,130.61.239.203,DE,Frankfurt,中转,144 ms,80 Mbps,10342 kB/s
144.22.252.124,443,144.22.252.124,BR,S
